N	2gram	Vygotskiy__1	Psycholo
1	в том	24	37
2	и в	23	32
3	и что	5	22
4	том что	21	21
5	то что	17	21
6	таким образом	26	21
7	потому что	6	21
8	что в	14	20
9	так же	16	18
10	может быть	14	18
11	не может	12	17
12	точки зрения	26	17
13	что она	4	16
14	самом деле	3	16
15	того чтобы	17	14
16	что он	7	13
17	при этом	4	13
18	то же	8	13
19	для того	15	13
20	в этом	17	13
21	по себе	5	12
22	если мы	2	12
23	в самом	7	12
24	не только	16	12
25	заключается в	8	12
26	так как	7	12
27	на то	5	11
28	с тем	7	11
29	было бы	4	11
30	в основе	8	11
31	как и	14	10
32	же точно	9	10
33	когда он	2	10
34	но и	14	10
35	и не	9	10
36	с точки	18	10
37	никогда не	2	9
38	что все	4	9
39	как в	4	9
40	в своих	5	9
41	тем что	6	9
42	что это	3	8
43	не в	4	8
44	с таким	3	8
45	той же	2	8
46	того что	15	8
47	к тому	4	7
48	ясно что	2	7
49	и как	5	7
50	такой же	3	7
51	а не	3	7
52	говорит что	4	7
53	в сущности	6	7
54	все эти	4	7
55	можно было	3	7
56	и его	6	7
57	что для	5	7
58	сказать что	11	7
59	в психологии	10	7
60	только в	6	7
61	что они	3	7
62	все время	6	6
63	в этой	7	6
64	и мы	3	6
65	он не	5	6
66	как бы	11	6
67	целый ряд	4	6
68	же самое	3	6
69	что если	2	6
70	о том	6	6
71	если бы	5	6
72	что у	2	5
73	на все	3	5
74	что его	2	5
75	вслед за	2	5
76	до сих	4	5
77	сих пор	4	5
78	все это	6	5
79	как раз	4	5
80	показать что	2	5
81	этом отношении	4	5
82	и даже	2	5
83	как на	4	5
84	и на	8	5
85	в то	7	5
86	сам по	3	4
87	и более	5	4
88	же как	6	4
89	столь же	6	4
90	от того	6	4
91	едва ли	2	4
92	с этой	6	4
93	есть не	2	4
94	как это	2	4
95	в чем	4	4
96	несмотря на	2	4
97	иначе говоря	2	4
98	и той	2	4
99	которые мы	2	4
100	из этого	5	4
101	и тем	6	4
102	все же	3	4
103	с той	2	4
104	жизни и	2	4
105	и до	2	4
106	образом и	3	4
107	данном случае	2	4
108	а в	2	4
109	и все	5	4
110	сущности говоря	2	4
111	одной и	2	4
112	мы видим	4	4
113	не имеет	2	4
114	и те	2	4
115	в данном	2	4
116	тому что	5	4
117	и с	9	4
118	говорит он	15	4
119	могут быть	3	4
120	с этим	6	4
121	в целом	20	4
122	и это	3	4
123	ничего не	3	4
124	того как	2	4
125	и поэтому	2	4
126	между тем	9	4
127	в общем	3	3
128	главным образом	2	3
129	в частности	2	3
130	для этого	5	3
131	хотя бы	4	3
132	с другой	10	3
133	в конце	2	3
134	представление о	2	3
135	представить себе	5	3
136	показывает что	3	3
137	указывает на	2	3
138	которые не	3	3
139	и к	4	3
140	по существу	4	3
141	об этом	3	3
142	что именно	3	3
143	как говорит	2	3
144	нашего сознания	3	3
145	в свою	4	3
146	что с	2	3
147	в своей	4	3
148	чтобы показать	2	3
149	не могли	2	3
150	один из	2	3
151	так и	5	3
152	не к	2	3
153	во всех	3	3
154	том чтобы	3	3
155	и ее	7	3
156	бы и	2	3
157	в их	3	3
158	в отношении	10	3
159	на этом	2	3
160	которых мы	2	3
161	и других	3	3
162	этот вопрос	3	3
163	и вот	2	3
164	время как	4	3
165	приходит к	3	3
166	то время	5	3
167	в исследовании	3	3
168	в смысле	2	3
169	он в	3	3
170	в каком	3	3
171	в которых	3	3
172	и то	3	3
173	во всем	3	3
174	психологической теории	2	3
175	мы должны	5	3
176	и отношений	2	3
177	тогда когда	3	3
178	но в	5	3
179	мы не	7	3
180	мы можем	6	3
181	на вопрос	2	2
182	в самых	3	2
183	этих двух	3	2
184	с его	4	2
185	показали что	4	2
186	оба эти	3	2
187	все более	3	2
188	к действительности	5	2
189	больше того	2	2
190	и которая	2	2
191	ничего кроме	2	2
192	в них	2	2
193	сравнению с	5	2
194	в какой	5	2
195	и от	3	2
196	из всех	2	2
197	более и	2	2
198	с другими	2	2
199	в одном	4	2
200	этого факта	3	2
201	точно и	2	2
202	переходе от	2	2
203	во всяком	3	2
204	своего исследования	2	2
205	допустить что	2	2
206	и эти	2	2
207	ни в	4	2
208	тем и	3	2
209	же время	2	2
210	и при	2	2
211	тем более	5	2
212	свою очередь	3	2
213	но не	4	2
214	чем к	2	2
215	две части	2	2
216	по сравнению	6	2
217	она не	3	2
218	ничего другого	2	2
219	стоит только	4	2
220	действия и	2	2
221	из которых	3	2
222	вовсе не	3	2
223	том же	2	2
224	и следовательно	3	2
225	в его	14	2
226	прямо говорит	3	2
227	всяком случае	3	2
228	в ее	2	2
229	в состоянии	2	2
230	как он	3	2
231	в этих	2	2
232	в процессе	8	2
233	вместе с	9	2
234	значение в	3	2
235	речи с	2	2
236	всех остальных	3	2
237	на него	2	2
238	не остается	3	2
239	другого как	2	2
240	себе и	2	2
241	остается ничего	3	2
242	другой стороны	9	2
243	показывают что	3	2
244	а с	4	2
245	что оно	3	2
246	мы находим	3	2
247	из того	5	2
248	что ребенок	4	2
249	на этот	3	2
250	что этот	2	2
251	с но	3	2
252	их в	4	2
253	на которых	2	2
254	с двумя	2	2
255	полагает что	3	2
256	в себе	6	2
257	и таким	2	2
258	в детской	2	2
259	что самое	2	2
260	могли бы	6	2
261	и фрейд	2	2
262	в свете	4	2
263	на примере	2	2
264	ответ на	3	2
265	там где	2	2
266	заметить что	2	2
267	в которой	3	2
268	учения о	6	2
