N	2gram	Bakhtin_Pr_1	Vvedenie
1	и т	4	42
2	т е	21	35
3	и в	29	32
4	в том	8	31
5	в этом	22	30
6	может быть	24	26
7	том что	7	26
8	не только	15	22
9	таким образом	12	19
10	то что	15	16
11	потому что	8	15
12	так как	6	15
13	не может	12	14
14	в самом	10	13
15	в нем	19	13
16	в их	3	12
17	и не	31	12
18	как на	3	12
19	в его	24	12
20	только в	10	12
21	как мы	4	11
22	в данном	2	11
23	что в	8	10
24	но в	7	9
25	и как	7	9
26	в истории	2	9
27	между тем	5	9
28	этом смысле	10	9
29	по себе	8	9
30	то же	14	9
31	в той	2	9
32	с другой	3	8
33	это не	9	8
34	не в	7	8
35	именно в	5	8
36	прежде всего	7	7
37	вопрос о	2	7
38	точки зрения	19	7
39	уже и	2	7
40	но не	9	7
41	было бы	5	7
42	все же	9	7
43	самом деле	6	7
44	можно было	2	7
45	только как	2	7
46	не могут	6	6
47	до сих	2	6
48	же время	9	6
49	один из	2	6
50	но и	14	6
51	все это	6	6
52	и даже	2	6
53	в то	10	6
54	его в	6	6
55	вовсе не	7	6
56	как и	12	6
57	сих пор	2	6
58	хотя бы	2	6
59	и его	14	6
60	этот вопрос	2	6
61	тем что	4	6
62	и это	5	6
63	уже в	3	5
64	так что	2	5
65	на этот	2	5
66	как бы	19	5
67	в целом	6	5
68	а как	7	5
69	данном случае	2	5
70	другой стороны	3	5
71	одним из	6	5
72	с их	5	5
73	в которых	2	5
74	сказать что	3	5
75	в них	3	5
76	как например	2	5
77	есть и	2	5
78	на почве	3	5
79	не есть	2	5
80	т п	3	5
81	а не	22	5
82	могут быть	6	5
83	на вопрос	2	4
84	с этой	2	4
85	в каждом	8	4
86	всяком случае	3	4
87	в котором	2	4
88	по отношению	8	4
89	этом отношении	3	4
90	и что	2	4
91	а в	7	4
92	одно из	2	4
93	в чисто	2	4
94	е в	2	4
95	что он	8	4
96	еще не	5	4
97	отношению к	8	4
98	в своей	8	4
99	как раз	6	4
100	уже не	13	4
101	и для	4	4
102	той же	5	4
103	во всяком	5	4
104	само по	3	4
105	и ее	2	4
106	в себе	7	4
107	он сам	3	3
108	и есть	2	3
109	в конце	6	3
110	а потому	2	3
111	бы и	4	3
112	что может	2	3
113	сливается с	6	3
114	но все	5	3
115	в этой	4	3
116	до конца	8	3
117	при этом	2	3
118	от характера	3	3
119	в ней	2	3
120	к нему	6	3
121	и уже	2	3
122	отношение к	2	3
123	что она	6	3
124	в своем	8	3
125	все эти	9	3
126	так же	6	3
127	и на	7	3
128	в результате	4	3
129	как целое	2	3
130	нисколько не	2	3
131	если бы	9	3
132	однако в	2	3
133	не как	14	3
134	и к	2	3
135	связи с	2	3
136	так чтобы	4	3
137	чем в	2	3
138	в одном	10	3
139	в сущности	5	3
140	однако не	2	3
141	что и	4	3
142	что же	4	3
143	но с	3	3
144	как будто	3	3
145	или как	5	3
146	все время	2	2
147	должна быть	5	2
148	никогда не	3	2
149	тому что	3	2
150	в отношении	2	2
151	целом ряде	3	2
152	нового типа	2	2
153	из его	2	2
154	но это	4	2
155	тем или	2	2
156	и сам	2	2
157	несмотря на	6	2
158	и др	5	2
159	какой бы	2	2
160	от того	4	2
161	в форме	7	2
162	которые были	2	2
163	не было	4	2
164	именно на	2	2
165	произведения и	2	2
166	должно быть	4	2
167	рядом с	14	2
168	и с	4	2
169	говорит он	6	2
170	с этим	2	2
171	он и	5	2
172	и здесь	3	2
173	конце концов	5	2
174	бы в	3	2
175	так и	7	2
176	романов достоевского	8	2
177	и со	2	2
178	на котором	3	2
179	по существу	3	2
180	его к	2	2
181	время не	3	2
182	должна была	4	2
183	мы должны	3	2
184	отсюда и	2	2
185	жизни и	2	2
186	мы уже	2	2
187	себе и	3	2
188	и до	3	2
189	него в	2	2
190	мысли и	5	2
191	входит в	7	2
192	из которых	2	2
193	между ними	2	2
194	с точки	13	2
195	тому как	3	2
196	подобно тому	3	2
197	выражение в	6	2
198	если же	3	2
199	одна из	3	2
200	ничего не	5	2
