N	3gram	Losev_Dial_3	KulturaY
1	с точки зрения	14	16
2	в самом деле	5	11
3	тем не менее	10	9
4	в том что	3	8
5	и т д	23	8
6	в зависимости от	2	7
7	той или иной	2	5
8	и в этом	2	4
9	с одной стороны	3	4
10	только тогда когда	3	4
11	с другой стороны	2	3
12	и тем не	2	3
13	сам по себе	5	3
14	не может быть	6	3
15	того или иного	2	3
16	о том что	5	3
17	сама по себе	4	2
18	как раз и	3	2
19	тот или иной	2	2
20	в таком случае	10	2
21	не могут быть	2	2
22	к тому же	2	2
23	не говоря уже	2	2
24	а не просто	6	2
25	говоря уже о	2	2
