N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	49
2	и в	18	24
3	может быть	17	23
4	в сознании	3	23
5	то что	13	20
6	и не	30	19
7	а не	14	18
8	в том	9	18
9	что в	13	16
10	по себе	25	15
11	не только	13	15
12	было бы	12	13
13	не в	6	13
14	но не	4	12
15	не может	12	12
16	то же	10	12
17	мы можем	4	12
18	если бы	12	11
19	что и	3	11
20	только в	3	11
21	для него	2	10
22	в себе	11	10
23	так что	15	10
24	как в	2	10
25	так как	11	10
26	точно так	2	9
27	вовсе не	7	9
28	в нем	16	9
29	как бы	11	9
30	но и	7	9
31	то и	2	9
32	а только	3	8
33	а в	5	8
34	том что	9	8
35	более или	3	8
36	или менее	3	8
37	в этом	12	8
38	могут быть	3	8
39	быть может	4	7
40	прежде всего	10	7
41	во всяком	4	7
42	всяком случае	2	7
43	как и	2	7
44	того что	2	7
45	между собою	2	7
46	с этим	2	7
47	в чем	6	7
48	что если	2	6
49	с другой	6	6
50	не есть	40	6
51	и как	7	6
52	только как	2	6
53	и т	21	6
54	не было	6	6
55	не имеет	15	6
56	есть только	5	6
57	в то	6	6
58	заметить что	2	6
59	не менее	2	5
60	по крайней	4	5
61	с ним	6	5
62	по мере	2	5
63	есть не	3	5
64	крайней мере	4	5
65	что они	3	5
66	что не	7	5
67	на то	5	5
68	о том	4	5
69	и их	2	5
70	так и	9	5
71	в них	3	5
72	для того	2	5
73	с другими	2	5
74	или не	5	5
75	из них	2	5
76	все же	5	5
77	сам по	6	4
78	никогда не	9	4
79	из этих	2	4
80	что он	11	4
81	уже не	2	4
82	такой же	2	4
83	свет и	2	4
84	и другое	2	4
85	до сих	2	4
86	еще не	2	4
87	в самом	3	4
88	время как	2	4
89	в котором	4	4
90	сих пор	2	4
91	с одной	2	4
92	что оно	5	4
93	и что	12	4
94	от него	4	4
95	себе не	5	4
96	как он	4	4
97	но в	6	4
98	стало быть	9	4
99	для меня	4	4
100	что это	11	3
101	это не	9	3
102	не как	2	3
103	и от	2	3
104	и все	3	3
105	думать что	3	3
106	хотя и	4	3
107	то это	4	3
108	о которых	2	3
109	ни было	2	3
110	и при	2	3
111	одной стороны	2	3
112	и может	2	3
113	но это	8	3
114	мог бы	2	3
115	вслед за	2	3
116	говоря о	2	3
117	относится к	2	3
118	в ней	3	3
119	или нет	3	3
120	помнить что	2	3
121	если в	3	3
122	но она	3	3
123	не с	5	3
124	как не	2	3
125	со стороны	2	3
126	что она	7	3
127	только тогда	2	3
128	есть нечто	10	3
129	и тогда	2	3
130	только что	3	3
131	т п	2	3
132	мы говорим	4	3
133	т д	19	3
134	и притом	4	3
135	если мы	2	3
136	и у	2	3
137	того кто	2	3
138	и для	2	3
139	его не	6	3
140	что для	3	3
141	об одном	2	3
142	с ними	2	3
143	и то	9	3
144	в каком	8	3
145	как например	2	3
146	и вообще	4	3
147	могла бы	2	3
148	в этих	5	3
149	то не	2	3
150	мысли в	2	3
151	на деле	2	3
152	в каждом	2	2
153	всех этих	3	2
154	этом смысле	3	2
155	и есть	16	2
156	связанные с	2	2
157	или что	2	2
158	хотя бы	6	2
159	что ни	3	2
160	и это	2	2
161	к этому	2	2
162	вопрос о	2	2
163	и образ	6	2
164	не зная	2	2
165	только потому	3	2
166	бы в	3	2
167	но все	3	2
168	все эти	2	2
169	так же	4	2
170	же время	4	2
171	но что	3	2
172	одно и	4	2
173	потом уже	3	2
174	общего с	5	2
175	по направлению	3	2
176	сама по	8	2
177	она есть	5	2
178	и следовательно	2	2
179	к ней	4	2
180	но если	5	2
181	в его	3	2
182	и потому	3	2
183	для нее	2	2
184	если это	2	2
185	его с	3	2
186	один из	3	2
187	ни с	6	2
188	указывает на	3	2
189	все это	11	2
190	другой стороны	4	2
191	а с	2	2
192	эти последние	2	2
193	на самом	3	2
194	мы находим	7	2
195	но только	3	2
196	отличное от	2	2
197	если и	2	2
198	самом деле	3	2
199	что такое	10	2
200	мы видим	4	2
201	должно быть	3	2
202	отношения к	3	2
203	как это	4	2
204	красный цвет	3	2
205	это что	2	2
206	света и	3	2
207	сказать что	10	2
208	тому что	3	2
209	то мы	2	2
210	ничем не	3	2
211	само по	5	2
212	даже и	3	2
213	не то	6	2
214	в другом	2	2
215	во всем	2	2
216	или по	2	2
217	мы должны	5	2
218	на этом	2	2
219	отношении к	3	2
220	же путем	2	2
221	это было	2	2
