N	3gram	Bakhtin_Pr_3	Tvorches
1	в романах достоевского	3	12
2	и т д	2	11
3	то же время	12	7
4	в то же	12	7
5	в братьях карамазовых	3	6
6	в творчестве достоевского	3	4
7	записках из подполья	2	3
8	в записках из	2	3
9	не может быть	6	3
10	по отношению к	5	3
11	у достоевского нет	2	2
12	и не может	2	2
13	и т п	6	2
14	с другой стороны	3	2
15	в отличие от	2	2
16	по крайней мере	3	2
17	о том что	2	2
18	во всяком случае	5	2
19	в самом деле	3	2
20	так и в	2	2
21	не в силах	2	2
22	что у достоевского	2	2
23	и в то	5	2
24	в произведениях достоевского	2	2
