N	2gram	Vinokur_St_1	Istorich
1	и в	44	24
2	что он	10	21
3	не только	18	21
4	и т	30	17
5	т е	15	16
6	т д	21	16
7	может быть	15	14
8	не может	8	14
9	в этих	2	13
10	что в	30	13
11	мы имеем	2	12
12	как в	13	12
13	в этом	21	12
14	но и	10	11
15	это не	8	10
16	у него	2	10
17	том что	29	10
18	а в	17	10
19	и что	4	10
20	с другой	9	9
21	не в	12	9
22	все же	8	9
23	о том	17	9
24	потому что	6	9
25	еще не	3	8
26	что и	6	8
27	все это	5	8
28	другой стороны	7	8
29	то же	5	8
30	а не	16	8
31	так как	5	8
32	в том	36	7
33	в первую	2	7
34	во всех	8	7
35	то что	18	7
36	к нему	2	7
37	что здесь	2	7
38	таким образом	7	7
39	тем что	5	6
40	уже выше	2	6
41	всех этих	2	6
42	с этой	3	6
43	об этом	3	6
44	для нас	7	6
45	как и	9	6
46	так же	5	6
47	но не	3	6
48	в нем	5	6
49	а именно	3	6
50	он не	2	6
51	и все	2	6
52	того что	9	6
53	во время	3	6
54	только в	10	6
55	что это	4	6
56	ответ на	3	6
57	не менее	5	5
58	в тех	3	5
59	одной стороны	2	5
60	то это	3	5
61	отношение к	2	5
62	дело не	4	5
63	так и	9	5
64	с одной	3	5
65	что она	4	5
66	в чем	3	5
67	ничего не	2	5
68	видно что	3	5
69	там где	5	5
70	но в	10	5
71	на вопрос	4	4
72	никогда не	5	4
73	что у	4	4
74	не всегда	2	4
75	вовсе не	19	4
76	тем не	2	4
77	по существу	2	4
78	но все	4	4
79	при этом	2	4
80	своего рода	3	4
81	же как	3	4
82	как бы	4	4
83	если не	2	4
84	и не	16	4
85	не имеет	4	4
86	в других	2	4
87	мы не	2	4
88	точки зрения	11	4
89	в данном	14	4
90	то не	2	4
91	уже в	2	3
92	в качестве	4	3
93	превращается в	2	3
94	представление о	4	3
95	не знаю	2	3
96	вопрос о	4	3
97	на то	4	3
98	так что	6	3
99	что они	7	3
100	кажется что	3	3
101	например в	8	3
102	между прочим	2	3
103	его в	2	3
104	не все	3	3
105	при помощи	2	3
106	сих пор	7	3
107	данном случае	6	3
108	возможно что	3	3
109	должны быть	3	3
110	и даже	5	3
111	и по	5	3
112	и его	8	3
113	но это	6	3
114	из этих	6	3
115	что мы	5	3
116	в конце	3	3
117	по этому	3	2
118	что во	2	2
119	тому что	3	2
120	думать что	2	2
121	того же	3	2
122	вообще не	2	2
123	и так	3	2
124	прежде всего	7	2
125	в то	9	2
126	все в	2	2
127	ни в	3	2
128	в ее	4	2
129	без всякого	2	2
130	говорит о	3	2
131	связанные с	3	2
132	то время	2	2
133	что при	2	2
134	так например	7	2
135	она не	2	2
136	было бы	17	2
137	в самом	7	2
138	ни с	3	2
139	но для	2	2
140	должно было	2	2
141	в котором	5	2
142	если в	2	2
143	тем более	4	2
144	и такие	2	2
145	и тем	3	2
146	на него	2	2
147	со стороны	6	2
148	вытекает из	2	2
149	вплоть до	5	2
150	не по	3	2
151	именно такое	2	2
152	во многих	3	2
153	в чужую	3	2
154	что не	3	2
155	и у	2	2
156	на этот	3	2
157	по его	2	2
158	в которой	4	2
159	как это	4	2
160	время как	2	2
161	такие случаи	2	2
162	что этот	2	2
163	можно найти	2	2
164	сказать что	7	2
165	в основе	3	2
166	из них	8	2
167	с этим	3	2
168	но он	2	2
169	этот вопрос	4	2
170	все эти	5	2
171	и это	2	2
172	конечно не	2	2
173	должен был	2	2
174	а если	2	2
175	если это	3	2
176	е в	2	2
177	до сих	7	2
