N	2gram	Vygotskiy__3	Mirosoze
1	и в	38	46
2	в нем	4	22
3	у него	4	22
4	может быть	19	21
5	в этом	13	20
6	никогда не	4	18
7	для него	2	18
8	и не	10	18
9	не только	12	18
10	но и	5	15
11	не может	7	15
12	как и	8	13
13	а не	7	13
14	потому что	14	12
15	в ней	15	11
16	но он	2	11
17	у нас	2	11
18	та же	3	10
19	но в	3	10
20	он не	6	10
21	в себе	4	10
22	он был	3	9
23	не в	12	9
24	но это	3	8
25	как бы	14	8
26	в своем	5	8
27	так как	6	8
28	она не	6	8
29	в этой	13	7
30	что он	11	7
31	и к	3	7
32	как в	4	7
33	хотя бы	2	7
34	и для	4	7
35	что это	10	6
36	так же	2	6
37	того что	4	6
38	и здесь	6	6
39	не могу	2	6
40	в русской	2	6
41	то же	10	5
42	я не	5	5
43	что все	3	5
44	и вот	2	5
45	совсем не	3	5
46	в самом	25	5
47	один из	6	5
48	что она	16	5
49	в конце	2	5
50	и все	10	5
51	к тому	6	5
52	по преимуществу	2	5
53	то что	35	5
54	в своей	5	5
55	для того	8	5
56	и его	6	5
57	в его	5	5
58	и это	8	5
59	что в	20	4
60	человек который	2	4
61	тому что	6	4
62	для этого	2	4
63	до конца	2	4
64	что у	7	4
65	они не	2	4
66	не имеет	6	4
67	думать что	2	4
68	в свою	4	4
69	мысль что	4	4
70	том что	14	4
71	должен быть	3	4
72	что и	4	4
73	уже не	2	4
74	того чтобы	9	4
75	к чему	6	4
76	у них	2	4
77	на деле	4	4
78	в такой	3	3
79	ни в	3	3
80	в том	25	3
81	что они	4	3
82	он хочет	2	3
83	и всегда	2	3
84	не мог	4	3
85	не так	3	3
86	в своих	4	3
87	и на	6	3
88	сказать что	4	3
89	о том	6	3
90	его в	3	3
91	с ним	2	3
92	если бы	14	3
93	в них	3	3
94	и во	2	3
95	до сих	6	3
96	сих пор	5	3
97	того как	3	3
98	той же	2	3
99	тем что	3	3
100	он в	2	3
101	только в	4	3
102	есть в	2	3
103	место в	3	2
104	в этих	2	2
105	все время	30	2
106	так что	8	2
107	это есть	2	2
108	такой степени	3	2
109	и если	6	2
110	и той	2	2
111	не к	3	2
112	от этой	2	2
113	не имеют	2	2
114	как к	2	2
115	отношения к	2	2
116	что за	2	2
117	у всех	4	2
118	а в	7	2
119	увидим что	9	2
120	к себе	2	2
121	в основе	3	2
122	точки зрения	16	2
123	бы в	3	2
124	между тем	7	2
125	на этом	5	2
126	и та	2	2
127	на гибель	2	2
128	были бы	3	2
129	если он	4	2
130	мы видим	12	2
131	и что	18	2
132	тот же	3	2
133	мы увидим	12	2
134	в сущности	10	2
135	во всех	4	2
136	к ней	2	2
137	вместе с	5	2
138	ее в	4	2
139	к самому	2	2
140	что же	2	2
141	бы не	3	2
142	одной и	2	2
143	к своему	2	2
144	говорит что	8	2
145	что не	3	2
146	как будто	4	2
147	в которой	5	2
148	ничего не	2	2
