N	2gram	Vygotskiy__1	Istorich
1	т е	3	29
2	что он	7	24
3	и т	26	19
4	не только	13	18
5	т д	8	18
6	может быть	22	17
7	никогда не	8	15
8	и в	31	15
9	мы имеем	4	15
10	но и	2	14
11	так как	18	14
12	так же	12	13
13	что в	23	12
14	а в	6	12
15	то что	32	12
16	в этих	4	11
17	мы знаем	3	11
18	и не	16	11
19	в этом	12	11
20	что они	2	10
21	его в	2	10
22	то же	5	10
23	с тем	3	9
24	все же	5	9
25	и здесь	2	9
26	потому что	10	9
27	мы увидим	4	8
28	один из	4	8
29	он не	3	8
30	мы видим	5	8
31	мы можем	4	8
32	том что	16	7
33	в нем	2	7
34	вместе с	8	7
35	сих пор	3	7
36	таким образом	20	7
37	не в	11	7
38	ничего не	2	7
39	точно так	3	6
40	так что	5	6
41	до сих	3	6
42	что это	6	6
43	в его	6	6
44	как бы	5	6
45	что и	13	6
46	и что	8	6
47	в том	30	6
48	только в	14	6
49	но в	3	6
50	и есть	5	5
51	с этим	3	5
52	прежде всего	4	5
53	в одном	2	5
54	к тому	4	5
55	видим что	2	5
56	как в	9	5
57	она не	5	5
58	было бы	6	5
59	же как	4	5
60	в котором	4	5
61	так и	3	5
62	что она	6	5
63	что при	3	5
64	не может	17	5
65	в связи	2	5
66	а не	13	5
67	к нему	2	5
68	представляет собой	2	5
69	с одной	5	4
70	и другие	4	4
71	в другой	2	4
72	его и	3	4
73	вопрос о	3	4
74	показывает что	5	4
75	очень часто	4	4
76	у него	4	4
77	для нас	5	4
78	но это	3	4
79	в этой	3	4
80	в одной	3	4
81	при этом	19	4
82	в область	2	4
83	что эти	3	4
84	и с	2	4
85	в себе	4	4
86	что здесь	2	4
87	к этой	2	4
88	как она	2	4
89	видели что	2	3
90	в качестве	2	3
91	в состоянии	3	3
92	и его	7	3
93	из этих	6	3
94	на то	10	3
95	как это	4	3
96	одной стороны	6	3
97	говорит что	5	3
98	когда она	2	3
99	о том	7	3
100	когда он	2	3
101	все это	8	3
102	в себя	2	3
103	того что	10	3
104	не обладает	2	3
105	увидим что	2	3
106	роль в	3	3
107	мы не	12	3
108	тому как	7	3
109	подобно тому	5	3
110	как будто	5	3
111	что мы	8	3
112	как он	2	3
113	и это	3	3
114	на вопрос	2	2
115	тот кто	2	2
116	уже в	3	2
117	не было	3	2
118	в немецкой	2	2
119	могут быть	11	2
120	смысле этого	2	2
121	себя и	2	2
122	с другой	5	2
123	и так	4	2
124	в жизни	2	2
125	представление о	3	2
126	на самом	2	2
127	главным образом	2	2
128	и вместе	2	2
129	что у	3	2
130	ни в	9	2
131	по существу	4	2
132	как и	16	2
133	есть ли	2	2
134	мы видели	2	2
135	в силу	3	2
136	такой же	2	2
137	одна из	4	2
138	но не	3	2
139	одно из	2	2
140	и может	2	2
141	того чтобы	7	2
142	и если	4	2
143	например в	3	2
144	и для	5	2
145	на один	2	2
146	в сущности	10	2
147	чтобы понять	4	2
148	и когда	3	2
149	подойти к	2	2
150	был бы	5	2
151	из них	2	2
152	или его	3	2
153	и их	2	2
154	приводит к	2	2
155	оказывается что	5	2
156	и только	3	2
157	показать что	8	2
158	нигде не	2	2
159	другой стороны	5	2
160	той же	3	2
161	когда мы	3	2
162	совершенно ясно	19	2
163	самом деле	9	2
164	тем самым	2	2
165	к чему	2	2
166	и по	3	2
167	его не	2	2
168	и то	2	2
169	в русском	2	2
170	в которых	3	2
171	сказать что	7	2
172	состоит в	3	2
173	это только	2	2
174	слова в	3	2
175	будто бы	2	2
176	при помощи	20	2
177	что эта	3	2
178	их в	2	2
179	в которой	4	2
180	в него	2	2
181	тому же	3	2
182	в виду	4	2
