N	2gram	Propp_Isto_6	Problema
1	в его	5	43
2	и не	10	42
3	и в	26	38
4	не может	6	27
5	может быть	11	26
6	как бы	4	22
7	по отношению	2	21
8	отношению к	2	19
9	и с	6	17
10	и его	7	16
11	в нем	8	15
12	в этом	12	15
13	и т	10	14
14	независимо от	3	13
15	прежде всего	4	13
16	только в	5	13
17	но не	2	12
18	ни в	2	11
19	таким образом	12	10
20	но и	9	9
21	не имеет	2	9
22	его в	5	9
23	не только	10	9
24	в том	12	8
25	и как	2	8
26	и др	2	8
27	было бы	2	8
28	то что	6	8
29	что в	12	7
30	с другой	10	7
31	вообще не	3	7
32	не в	3	7
33	отметить что	2	7
34	как и	5	7
35	еще не	9	7
36	в своей	3	7
37	как мы	4	7
38	не всегда	4	6
39	и наконец	3	6
40	а в	3	6
41	не есть	2	6
42	все же	8	6
43	мы можем	7	6
44	и этим	5	6
45	там где	5	6
46	ничего не	2	6
47	то же	5	5
48	в своем	2	5
49	это не	4	5
50	при этом	3	5
51	никогда не	13	5
52	все эти	8	5
53	может иметь	2	5
54	далеко не	3	5
55	с ним	8	5
56	в них	3	5
57	так и	5	5
58	а не	2	5
59	быть только	2	5
60	могут быть	3	5
61	должна быть	3	4
62	должны быть	2	4
63	в ней	5	4
64	другой стороны	8	4
65	данном случае	3	4
66	в форме	2	4
67	и только	3	4
68	в других	4	4
69	с ними	2	4
70	сказать что	3	4
71	в более	6	4
72	в то	5	4
73	о том	7	4
74	но в	7	4
75	всех его	2	4
76	относится к	2	4
77	как в	6	4
78	тем самым	2	4
79	что не	2	4
80	можно было	2	4
81	в данном	3	4
82	в себе	3	4
83	здесь не	2	4
84	как только	3	3
85	и от	3	3
86	в тех	3	3
87	но это	4	3
88	кроме того	3	3
89	одной стороны	7	3
90	например в	7	3
91	и тем	4	3
92	с одной	7	3
93	они не	3	3
94	и на	12	3
95	или как	2	3
96	если бы	3	3
97	но здесь	4	3
98	том что	10	3
99	от него	3	3
100	все что	4	3
101	не будем	2	3
102	он не	2	3
103	на него	2	3
104	связь с	11	3
105	здесь совершенно	2	3
106	и это	8	3
107	или иное	3	2
108	в форму	2	2
109	том как	3	2
110	и другие	3	2
111	в частности	3	2
112	в этих	2	2
113	первый план	2	2
114	на то	2	2
115	здесь же	4	2
116	можно сказать	2	2
117	что оно	4	2
118	связаны с	5	2
119	что это	2	2
120	не вполне	2	2
121	здесь нет	2	2
122	другими словами	3	2
123	отличается от	2	2
124	не было	3	2
125	и других	3	2
126	здесь мы	4	2
127	и что	5	2
128	того что	2	2
129	дает нам	2	2
130	его не	2	2
131	и те	2	2
132	в своих	3	2
133	к себе	2	2
134	но как	4	2
135	о котором	2	2
136	мы должны	2	2
137	как это	5	2
138	оно может	2	2
139	в него	3	2
140	мы имеем	14	2
141	с его	4	2
142	к этому	3	2
143	вовсе не	2	2
144	на первый	3	2
145	что он	9	2
146	у нас	5	2
147	одна из	2	2
148	она не	3	2
149	в некоторых	2	2
150	что и	4	2
151	человека в	2	2
152	к своему	3	2
153	из которых	3	2
154	и эта	3	2
155	и он	4	2
156	то или	2	2
157	или в	3	2
158	тем что	5	2
159	в виде	6	2
160	и ее	3	2
