N	2gram	Medvedev_F_1	Dialekti
1	не есть	2	47
2	т е	34	30
3	и не	20	30
4	может быть	14	20
5	и в	24	19
6	не только	7	19
7	по себе	5	18
8	и т	12	17
9	а не	10	16
10	т д	8	15
11	в себе	3	15
12	то что	8	14
13	и даже	3	14
14	в том	6	14
15	как бы	6	14
16	вовсе не	10	13
17	но и	7	12
18	то же	10	12
19	точки зрения	16	12
20	и все	6	12
21	ни в	2	10
22	как и	11	10
23	и как	3	10
24	в нем	14	10
25	так и	18	10
26	это не	2	10
27	никогда не	4	9
28	она есть	2	9
29	не может	16	9
30	прежде всего	22	8
31	она не	6	8
32	с точки	13	8
33	не в	8	8
34	в этом	15	8
35	в своей	11	8
36	сама по	2	7
37	в душе	2	7
38	как это	6	7
39	но это	3	7
40	и к	4	7
41	что в	4	7
42	должно быть	11	7
43	что он	3	6
44	отнюдь не	6	6
45	в то	9	6
46	но не	3	6
47	конечно не	4	6
48	того что	5	6
49	и может	4	6
50	жизни и	7	6
51	чтобы не	2	6
52	должна быть	7	5
53	с другой	5	5
54	же время	8	5
55	и пр	17	5
56	в самом	5	5
57	и потому	9	5
58	что и	2	5
59	и это	2	5
60	как раз	2	5
61	и что	2	5
62	и его	10	5
63	жизнь и	3	5
64	только в	2	5
65	и с	8	5
66	нисколько не	2	4
67	независимо от	4	4
68	в своем	11	4
69	ясно что	3	4
70	в одном	2	4
71	как таковой	6	4
72	в ее	8	4
73	все же	3	4
74	при этом	5	4
75	еще не	6	4
76	и если	2	4
77	за пределы	2	4
78	он не	3	4
79	хотя бы	5	4
80	вопрос об	2	4
81	связи с	3	4
82	быть и	4	4
83	от того	2	4
84	все это	9	4
85	в связи	4	4
86	таким образом	13	4
87	и вот	2	4
88	самом деле	6	4
89	а в	6	4
90	с ним	2	4
91	не менее	11	3
92	вещей и	3	3
93	всех этих	3	3
94	и более	2	3
95	же как	2	3
96	все время	2	3
97	и от	7	3
98	была бы	2	3
99	вопрос о	2	3
100	а только	2	3
101	как мы	5	3
102	уже не	2	3
103	это и	3	3
104	в этой	6	3
105	только как	2	3
106	было бы	6	3
107	сами по	2	3
108	и их	10	3
109	с этим	2	3
110	не было	3	3
111	становления и	3	3
112	должны быть	5	3
113	что такое	2	3
114	от этого	2	3
115	они не	3	3
116	его с	2	3
117	его в	3	3
118	ничего не	2	3
119	только не	2	2
120	в частности	4	2
121	в зависимости	2	2
122	от их	2	2
123	в системе	2	2
124	на самом	7	2
125	именно в	8	2
126	на всю	2	2
127	если мы	2	2
128	к тому	3	2
129	виду что	2	2
130	же в	3	2
131	в широком	3	2
132	но все	2	2
133	более и	2	2
134	зависимости от	3	2
135	в истории	4	2
136	с тем	2	2
137	или менее	6	2
138	до сих	6	2
139	в общем	3	2
140	нем и	2	2
141	на его	2	2
142	убедиться в	2	2
143	и всякая	2	2
144	в искусстве	5	2
145	не по	3	2
146	в ней	10	2
147	всяком случае	4	2
148	оно должно	3	2
149	сих пор	6	2
150	все в	2	2
151	в мире	4	2
152	на все	3	2
153	во всех	5	2
154	на него	2	2
155	в каждом	3	2
156	в их	11	2
157	может и	2	2
158	так же	4	2
159	не на	2	2
160	т п	4	2
161	с ее	7	2
162	с одной	4	2
163	как в	8	2
164	что бы	5	2
165	только и	4	2
166	форм и	6	2
167	культуры и	3	2
168	более или	6	2
169	в науке	2	2
170	его не	2	2
171	со всем	3	2
172	или иначе	2	2
173	в своих	2	2
174	как таковым	2	2
175	в результате	2	2
176	бы ни	5	2
177	между тем	2	2
178	не как	4	2
179	или на	2	2
180	того или	2	2
181	во всяком	4	2
182	но ведь	2	2
183	все эти	6	2
184	ни на	3	2
185	представлять себе	3	2
186	в которой	4	2
187	и должно	2	2
188	в области	3	2
189	но в	5	2
190	в жизни	3	2
191	вместе с	2	2
