N	3gram	Vygotskiy__3	Myslijsy
1	в том что	17	13
2	по отношению к	2	13
3	не может быть	2	9
4	и в этом	2	6
5	тем не менее	5	6
6	только в том	2	6
7	с другой стороны	3	5
8	в свою очередь	2	4
9	само по себе	2	4
10	в этом смысле	2	4
11	так и в	2	3
12	с одной стороны	5	3
13	с самого начала	6	3
14	с тем что	3	3
15	и той же	2	3
16	одной и той	2	3
17	что и в	5	3
18	и того же	4	2
19	как и в	2	2
20	одного и того	4	2
21	то и другое	4	2
22	только потому что	2	2
23	заключает в себе	2	2
24	таким образом что	2	2
25	для того чтобы	7	2
