N	2gram	Losev_Vlad_3	Problemy
1	и в	40	46
2	то есть	24	40
3	и не	25	27
4	может быть	8	23
5	как бы	3	19
6	не может	14	19
7	в нем	3	17
8	в этом	16	16
9	не только	25	14
10	перед нами	3	12
11	но и	18	12
12	как и	7	12
13	как мы	8	12
14	и на	6	11
15	точки зрения	13	11
16	в одном	5	11
17	а не	8	11
18	не в	3	10
19	прежде всего	10	9
20	в том	18	9
21	в самом	4	9
22	и все	4	9
23	вовсе не	13	9
24	и к	2	9
25	в его	14	9
26	с точки	6	9
27	и с	9	7
28	по себе	6	7
29	еще не	4	7
30	в сущности	2	7
31	как раз	10	7
32	в себе	9	7
33	никогда не	11	6
34	ни в	10	6
35	но это	6	6
36	хотя и	7	6
37	друг друга	2	6
38	но в	4	6
39	что он	5	6
40	то же	4	6
41	и его	10	6
42	только в	13	6
43	это не	3	5
44	же время	2	5
45	при этом	3	5
46	в котором	4	5
47	к нему	3	5
48	мы находим	2	5
49	в то	7	5
50	так как	7	5
51	в жизни	2	5
52	с его	2	5
53	у него	24	5
54	за пределы	3	5
55	о том	11	5
56	если мы	4	5
57	уже в	3	4
58	что в	17	4
59	в этих	2	4
60	да и	6	4
61	до конца	4	4
62	кроме того	6	4
63	в виду	3	4
64	в их	2	4
65	таким образом	11	4
66	еще и	18	4
67	все эти	5	4
68	и наконец	2	4
69	должно быть	5	4
70	потому что	11	4
71	же и	2	4
72	и здесь	6	4
73	во всем	6	4
74	мы не	2	4
75	раз и	8	4
76	том что	18	4
77	но не	4	4
78	совершенно не	2	4
79	он не	8	4
80	все же	4	4
81	то что	28	4
82	так и	6	4
83	уже не	9	4
84	на себя	2	4
85	здесь не	3	4
86	в отношении	5	3
87	с другой	5	3
88	из этих	3	3
89	человека и	3	3
90	не могут	2	3
91	на то	4	3
92	к своему	2	3
93	в мире	2	3
94	мы и	2	3
95	такой же	4	3
96	в своем	8	3
97	более или	5	3
98	но для	3	3
99	но если	5	3
100	себе и	2	3
101	здесь нет	2	3
102	то это	10	3
103	и для	3	3
104	не к	2	3
105	другой стороны	2	3
106	так же	8	3
107	и только	3	3
108	и даже	6	3
109	его творчества	2	3
110	также и	17	3
111	в конце	12	3
112	бы в	2	3
113	мы имеем	3	3
114	если бы	3	3
115	здесь и	2	3
116	не как	2	3
117	бытия и	2	3
118	по существу	4	3
119	по своей	2	3
120	а то	2	3
121	того же	2	3
122	и что	8	3
123	она не	2	3
124	было бы	4	3
125	мы уже	5	3
126	в своей	9	3
127	и о	4	3
128	никак не	4	3
129	что и	7	3
130	него в	4	3
131	на него	2	3
132	или менее	5	3
133	что же	9	3
134	только на	5	3
135	в отличие	3	3
136	отличается от	3	3
137	жизнь и	3	3
138	сам по	2	3
139	тем что	5	3
140	в этой	8	3
141	далеко не	3	3
142	и это	6	3
143	дело в	5	3
144	отличие от	3	3
145	не менее	9	2
146	он сам	2	2
147	но на	2	2
148	должна быть	2	2
149	возникает вопрос	4	2
150	только и	5	2
151	вопрос о	4	2
152	для понимания	2	2
153	к тому	7	2
154	для нас	5	2
155	мы будем	2	2
156	в одно	2	2
157	так что	14	2
158	и как	7	2
159	но все	3	2
160	же как	3	2
161	смысле слова	6	2
162	и само	2	2
163	для него	8	2
164	той или	2	2
165	и тем	3	2
166	то и	2	2
167	отношения к	5	2
168	не было	5	2
169	и по	2	2
170	а в	7	2
171	в результате	4	2
172	сказать что	12	2
173	и так	2	2
174	что мы	2	2
175	ко второму	2	2
176	могло бы	2	2
177	с этим	2	2
178	в духе	3	2
179	этом смысле	3	2
180	стороны и	2	2
181	не хочет	2	2
182	о которых	2	2
183	но с	2	2
184	у нас	5	2
185	него как	3	2
186	есть и	4	2
187	здесь в	4	2
188	не нужно	2	2
189	почему же	6	2
190	он уже	2	2
191	об этом	6	2
192	только к	2	2
193	на почве	2	2
194	оно должно	4	2
195	этих трех	3	2
196	себя внимание	2	2
197	если оно	4	2
198	вместе с	7	2
199	бы и	4	2
200	при всем	2	2
201	хотя бы	6	2
202	можно было	5	2
203	ничего не	5	2
204	в данном	5	2
205	во всяком	3	2
206	от этого	2	2
207	в другом	2	2
