N	2gram	Bakhtin_Pr_3	EvropaiC
1	таким образом	5	32
2	в том	3	31
3	и в	34	24
4	том что	3	20
5	все эти	4	19
6	не может	19	18
7	то что	11	17
8	может быть	19	15
9	все же	7	15
10	точки зрения	8	13
11	в своем	2	12
12	самом деле	13	12
13	в этом	16	12
14	все это	16	11
15	между тем	3	11
16	с этим	2	11
17	отношению к	6	10
18	мы знаем	2	10
19	как бы	27	10
20	по отношению	5	10
21	во всех	2	10
22	так и	6	10
23	при этом	4	9
24	друг с	2	9
25	как и	18	9
26	того же	2	9
27	с другом	2	9
28	что в	7	9
29	не в	9	8
30	в самом	8	8
31	так же	8	8
32	если бы	4	8
33	и все	19	8
34	с точки	4	8
35	не менее	3	7
36	для этого	3	7
37	к тому	5	7
38	но и	12	7
39	и не	29	7
40	и что	5	7
41	о том	2	7
42	что он	23	7
43	на самом	11	7
44	а между	3	7
45	с другой	4	6
46	так что	5	6
47	в общем	4	6
48	отличается от	2	6
49	того что	5	6
50	как на	2	6
51	и на	6	6
52	так как	4	6
53	с ним	8	6
54	еще не	4	6
55	что и	5	6
56	в мире	4	6
57	только в	6	6
58	вместе с	4	6
59	что это	5	5
60	и без	2	5
61	столь же	2	5
62	и от	5	5
63	что все	4	5
64	тому же	2	5
65	у него	4	5
66	что с	3	5
67	в целом	5	5
68	другой стороны	3	5
69	как к	4	5
70	и с	15	5
71	потому что	12	5
72	его в	4	5
73	но в	16	5
74	и к	12	5
75	в то	12	5
76	по своему	3	5
77	и если	2	5
78	в его	22	5
79	не только	10	5
80	быть и	2	5
81	и для	8	5
82	но все	5	5
83	между двумя	2	5
84	лишь в	5	5
85	в себе	6	5
86	как будто	7	5
87	далеко не	3	5
88	в которой	2	5
89	на вопрос	4	4
90	никогда не	8	4
91	самого себя	2	4
92	та же	2	4
93	в конце	5	4
94	в такой	3	4
95	этом случае	2	4
96	тем не	2	4
97	что его	3	4
98	ибо в	2	4
99	хотя и	3	4
100	отношение к	6	4
101	из них	5	4
102	которых мы	2	4
103	должно быть	3	4
104	и то	3	4
105	признать что	2	4
106	всех этих	2	4
107	мы должны	5	4
108	мы уже	6	4
109	он не	15	4
110	конце концов	3	4
111	то же	14	4
112	а с	3	4
113	и у	5	4
114	хотя бы	5	4
115	в виде	4	4
116	вопрос о	2	3
117	чтобы все	2	3
118	в нем	19	3
119	то ни	4	3
120	что оно	2	3
121	и наконец	5	3
122	а в	5	3
123	это не	5	3
124	каждый из	2	3
125	в начале	4	3
126	и потому	2	3
127	бы в	3	3
128	в эти	2	3
129	с тем	5	3
130	прежде всего	15	3
131	в жизни	2	3
132	и того	2	3
133	во всем	3	3
134	от него	6	3
135	тот же	2	3
136	конечно не	2	3
137	как для	2	3
138	даже в	5	3
139	только что	3	3
140	жизнь и	2	3
141	и вообще	2	3
142	и это	4	3
143	отличие от	2	3
144	не то	2	3
145	же не	2	3
146	но на	4	2
147	в сторону	2	2
148	себя и	8	2
149	тому что	2	2
150	что у	6	2
151	о них	2	2
152	но так	3	2
153	с этой	2	2
154	именно потому	2	2
155	вследствие этого	2	2
156	он все	3	2
157	как мы	7	2
158	сводится к	3	2
159	для него	13	2
160	мы и	2	2
161	такой же	3	2
162	что они	6	2
163	на этом	4	2
164	же время	12	2
165	и сам	5	2
166	нет в	2	2
167	время от	2	2
168	с уже	2	2
169	к нему	14	2
170	от себя	6	2
171	но для	3	2
172	в ней	3	2
173	лишь о	3	2
174	в виду	3	2
175	всяком случае	5	2
176	в котором	3	2
177	с ее	3	2
178	мы видели	3	2
179	бы то	4	2
180	те же	2	2
181	от времени	2	2
182	ни было	4	2
183	с ними	6	2
184	в которых	2	2
185	и так	5	2
186	но как	4	2
187	говорить о	3	2
188	не было	2	2
189	на нее	2	2
190	во всяком	5	2
191	можно лишь	2	2
192	отнюдь не	2	2
193	в них	2	2
194	он должен	2	2
195	вовсе не	11	2
196	конечно в	2	2
197	а к	2	2
198	то в	2	2
199	так чтобы	3	2
200	но не	4	2
201	было бы	2	2
202	жизни и	3	2
203	в сущности	11	2
204	все без	2	2
205	на него	7	2
206	что же	8	2
207	почти все	2	2
208	но с	2	2
209	и ее	2	2
210	в другом	8	2
211	всех тех	2	2
212	не знает	6	2
213	этого слова	7	2
214	и только	2	2
215	этими двумя	2	2
216	все его	2	2
