N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	8	37
2	и в	14	30
3	в том	12	27
4	что в	6	24
5	и что	2	23
6	потому что	5	23
7	том что	16	21
8	того чтобы	3	20
9	как бы	7	19
10	что он	9	17
11	на то	4	17
12	не только	12	16
13	в самом	4	14
14	в этом	11	14
15	как раз	4	13
16	если бы	3	11
17	может быть	5	11
18	о том	12	10
19	никогда не	6	9
20	и когда	3	9
21	не может	7	9
22	тому что	4	8
23	к тому	7	8
24	не в	7	8
25	а не	12	8
26	при этом	12	8
27	того что	4	8
28	самом деле	5	8
29	и это	4	8
30	по себе	2	7
31	в нем	3	7
32	но не	3	7
33	все же	3	7
34	и т	11	7
35	то же	9	7
36	действующих лиц	2	7
37	точки зрения	5	7
38	героя и	5	7
39	ясно что	2	6
40	в своем	4	6
41	что она	4	6
42	именно в	7	6
43	как и	9	6
44	и для	3	6
45	но и	5	6
46	по мнению	5	6
47	и не	2	6
48	жизни и	5	6
49	и его	5	6
50	никак не	2	6
51	тем что	3	6
52	мы уже	4	6
53	о котором	2	6
54	как будто	4	6
55	на этом	3	6
56	с и	2	5
57	в целом	2	5
58	несмотря на	4	5
59	как мы	3	5
60	и потому	2	5
61	в этой	8	5
62	еще не	7	5
63	до сих	2	5
64	было бы	6	5
65	один из	4	5
66	сих пор	2	5
67	а с	2	5
68	в своих	3	5
69	в себе	11	5
70	но в	5	5
71	только в	5	5
72	казалось бы	7	4
73	в результате	2	4
74	в частности	5	4
75	от него	3	4
76	и все	4	4
77	прежде всего	11	4
78	и к	4	4
79	в своей	10	4
80	в ней	4	4
81	в его	8	4
82	в него	2	4
83	заключает в	2	4
84	только на	2	4
85	только что	4	4
86	внимание на	2	4
87	а в	7	4
88	действующие лица	2	4
89	как она	2	4
90	в конце	4	4
91	у него	9	3
92	что у	3	3
93	это не	7	3
94	это в	3	3
95	состоит в	2	3
96	вопрос о	2	3
97	что на	2	3
98	остановимся на	2	3
99	об этом	5	3
100	так что	2	3
101	одна из	2	3
102	для него	10	3
103	он не	4	3
104	в ее	3	3
105	на его	2	3
106	ни в	5	3
107	так и	13	3
108	со стороны	3	3
109	что при	3	3
110	как в	8	3
111	в их	2	3
112	так в	2	3
113	т д	3	3
114	этом отношении	3	3
115	героя в	2	3
116	и о	4	3
117	в таком	3	3
118	той же	2	3
119	мы не	2	3
120	можно было	5	3
121	человека в	6	3
122	но он	3	3
123	и на	3	3
124	т п	8	3
125	в другом	2	3
126	в этих	5	3
127	и поэтому	2	3
128	с этой	2	2
129	перед нами	5	2
130	как все	2	2
131	в ответ	2	2
132	с его	5	2
133	же как	2	2
134	связи с	4	2
135	себя и	2	2
136	наше внимание	2	2
137	в одной	2	2
138	с этим	3	2
139	то о	2	2
140	характеры действующих	2	2
141	можно сказать	4	2
142	характера и	2	2
143	мы знаем	2	2
144	же в	3	2
145	до конца	2	2
146	со своим	2	2
147	в центре	4	2
148	к другому	4	2
149	по преимуществу	3	2
150	на том	2	2
151	в качестве	9	2
152	еще в	3	2
153	себе и	2	2
154	с той	2	2
155	речь в	2	2
156	из них	4	2
157	представляют собой	2	2
158	в форме	2	2
159	все это	2	2
160	по отношению	8	2
161	но еще	2	2
162	говорится о	2	2
163	что когда	2	2
164	все равно	2	2
165	в себя	2	2
166	приводит к	3	2
167	и другое	2	2
168	и герой	2	2
169	с точки	3	2
170	и даже	3	2
171	и он	5	2
172	бы на	2	2
173	должно быть	2	2
174	в глазах	6	2
175	ничего не	8	2
176	и с	4	2
177	и так	2	2
178	или с	2	2
179	в то	8	2
180	не знает	2	2
181	в рассказе	11	2
182	как он	2	2
183	все эти	3	2
184	едва ли	3	2
185	на самом	2	2
