N	2gram	Propp_Isto_2	VLabPisa
1	таким образом	7	27
2	в этом	11	26
3	и в	15	25
4	и т	19	24
5	не только	18	22
6	может быть	17	21
7	хотя бы	2	20
8	и не	11	19
9	т е	29	17
10	не может	5	17
11	в его	6	15
12	т д	18	15
13	прежде всего	5	13
14	в том	6	13
15	все это	3	12
16	как это	3	12
17	с другой	2	11
18	в силу	2	11
19	из них	2	11
20	в качестве	3	10
21	о том	3	10
22	об этом	11	9
23	что в	12	9
24	и др	4	9
25	но и	14	9
26	то же	10	9
27	все эти	4	8
28	другой стороны	2	8
29	могут быть	2	8
30	ни один	2	8
31	из этих	3	7
32	как и	2	7
33	том что	7	7
34	было бы	5	7
35	отношению к	3	7
36	во всех	2	7
37	вместе с	7	7
38	по отношению	3	7
39	не было	2	7
40	а не	5	7
41	у него	4	6
42	это не	2	6
43	в себе	4	6
44	то что	12	6
45	главным образом	2	6
46	в основном	2	6
47	в нем	7	6
48	так и	5	6
49	и его	3	6
50	их в	2	6
51	все же	9	5
52	связи с	8	5
53	и есть	5	5
54	как бы	6	5
55	один из	8	5
56	в их	3	5
57	приводит к	2	5
58	сказать что	2	5
59	только в	6	5
60	не в	7	5
61	к тому	5	4
62	никогда не	15	4
63	перед нами	2	4
64	в одном	5	4
65	что он	24	4
66	одна из	2	4
67	в нашей	2	4
68	когда он	3	4
69	в связи	5	4
70	показывают что	2	4
71	с ними	2	4
72	в этой	4	4
73	это только	2	4
74	во время	2	3
75	всех этих	3	3
76	и ее	2	3
77	с тем	9	3
78	мы знаем	11	3
79	по существу	2	3
80	мы видели	2	3
81	что они	10	3
82	видели что	3	3
83	или в	2	3
84	с этим	5	3
85	например в	2	3
86	в виду	2	3
87	в котором	5	3
88	его в	10	3
89	что и	6	3
90	и их	2	3
91	ее в	2	3
92	именно в	2	3
93	того что	3	3
94	и по	2	3
95	так же	13	3
96	его не	2	3
97	в работе	3	3
98	в которых	2	3
99	она не	5	3
100	является не	2	3
101	на вопрос	2	2
102	зависит от	2	2
103	три года	4	2
104	связана с	6	2
105	в жизни	2	2
106	роль в	3	2
107	показывает что	4	2
108	что при	5	2
109	о его	2	2
110	а затем	2	2
111	до сих	6	2
112	но не	2	2
113	в системе	2	2
114	еще не	9	2
115	одной стороны	3	2
116	и может	2	2
117	он и	3	2
118	одной из	4	2
119	то это	6	2
120	мы имеем	15	2
121	в ней	4	2
122	что она	5	2
123	при помощи	2	2
124	после этого	4	2
125	сих пор	7	2
126	между прочим	3	2
127	а в	12	2
128	в особенности	2	2
129	с одной	4	2
130	они должны	4	2
131	но с	2	2
132	человека в	2	2
133	того чтобы	2	2
134	и для	2	2
135	другом месте	2	2
136	можно было	5	2
137	с другими	2	2
138	тому как	3	2
139	не столько	2	2
140	также что	2	2
141	он в	3	2
142	знаем что	12	2
143	он не	8	2
144	подобно тому	3	2
145	они не	4	2
146	в другом	9	2
147	что мы	3	2
148	будто бы	2	2
149	как он	3	2
150	самый факт	2	2
151	в которой	2	2
152	же как	5	2
153	но в	6	2
