N	2gram	Bakhtin_Pr_2	Psycholo
1	то что	7	37
2	и в	43	30
3	в том	6	27
4	что в	4	24
5	и что	5	23
6	том что	2	21
7	таким образом	5	20
8	как бы	22	19
9	что он	13	17
10	на то	5	17
11	если мы	2	16
12	не только	11	16
13	в самом	7	14
14	в этом	13	14
15	так же	2	13
16	как раз	4	13
17	то есть	4	13
18	в сущности	9	12
19	если бы	3	11
20	может быть	23	11
21	о том	5	10
22	никогда не	9	9
23	с другой	4	9
24	для этого	2	9
25	мы увидим	5	9
26	не может	18	9
27	и то	2	9
28	сказать что	2	9
29	так как	4	9
30	что это	2	8
31	к тому	4	8
32	не в	11	8
33	а не	7	8
34	при этом	6	8
35	того что	2	8
36	самом деле	5	8
37	могут быть	3	8
38	и это	4	8
39	по себе	11	7
40	в нем	12	7
41	и как	2	7
42	но не	5	7
43	мы можем	2	7
44	все же	3	7
45	и т	13	7
46	то же	8	7
47	точки зрения	13	7
48	героя и	5	7
49	уже в	2	6
50	в своем	4	6
51	как и	14	6
52	что если	3	6
53	совершенно не	4	6
54	и для	3	6
55	но и	14	6
56	и не	29	6
57	и его	8	6
58	или в	8	6
59	и здесь	3	6
60	никак не	5	6
61	тем что	3	6
62	мы уже	3	6
63	в целом	2	5
64	как мы	10	5
65	еще не	9	5
66	до сих	7	5
67	было бы	5	5
68	когда он	3	5
69	сих пор	7	5
70	другой стороны	3	5
71	а с	2	5
72	рядом с	5	5
73	в своих	2	5
74	в себе	5	5
75	но в	10	5
76	только в	4	5
77	бы в	5	5
78	в результате	4	4
79	друг к	2	4
80	и все	6	4
81	этот вопрос	4	4
82	прежде всего	10	4
83	стороны и	3	4
84	то это	2	4
85	у нас	2	4
86	указывает на	2	4
87	и к	3	4
88	в своей	4	4
89	в его	10	4
90	в него	7	4
91	в них	4	4
92	не есть	2	4
93	к другу	2	4
94	только на	3	4
95	а в	5	4
96	там где	4	4
97	в конце	2	4
98	в виду	3	4
99	не могут	4	3
100	дело и	2	3
101	была бы	2	3
102	у него	6	3
103	что у	2	3
104	хотя бы	2	3
105	это не	3	3
106	не как	6	3
107	из этих	2	3
108	вовсе не	5	3
109	вопрос о	2	3
110	одно и	2	3
111	что на	2	3
112	для нас	2	3
113	об этом	2	3
114	так что	5	3
115	одна из	2	3
116	для него	8	3
117	мы с	2	3
118	тот же	3	3
119	друг с	4	3
120	с теми	2	3
121	он говорит	2	3
122	он не	9	3
123	чем у	3	3
124	что и	3	3
125	он только	2	3
126	ни в	2	3
127	так и	3	3
128	как в	2	3
129	в их	3	3
130	и только	3	3
131	т д	4	3
132	времени и	2	3
133	в той	5	3
134	героя в	3	3
135	и о	2	3
136	с другом	4	3
137	и наконец	6	3
138	на этот	4	3
139	тем же	2	3
140	в таком	2	3
141	целый ряд	2	3
142	той же	3	3
143	мы не	4	3
144	можно было	3	3
145	человека в	4	3
146	сам по	5	3
147	но он	4	3
148	и на	10	3
149	т п	9	3
150	в другом	7	3
151	в этих	6	3
152	в каждой	2	3
153	он является	2	2
154	перед нами	7	2
155	в отношении	3	2
156	с его	4	2
157	в письме	2	2
158	себя и	3	2
159	между собой	2	2
160	в одной	3	2
161	с этим	2	2
162	в одном	12	2
163	в каждом	11	2
164	этом смысле	2	2
165	а как	4	2
166	или иной	3	2
167	герой и	3	2
168	он был	3	2
169	до конца	4	2
170	а затем	2	2
171	в романе	3	2
172	по существу	3	2
173	но все	2	2
174	и при	2	2
175	того же	3	2
176	должна быть	3	2
177	слов и	5	2
178	от друга	2	2
179	и та	2	2
180	к другому	5	2
181	и эта	2	2
182	очень хорошо	2	2
183	на том	2	2
184	и следовательно	3	2
185	той или	3	2
186	со словами	2	2
187	в котором	6	2
188	себе и	4	2
189	еще один	3	2
190	речь в	2	2
191	друг от	2	2
192	образом и	3	2
193	из них	2	2
194	для чего	2	2
195	во всех	4	2
196	быть и	2	2
197	и до	4	2
198	отношения к	2	2
199	ни одного	4	2
200	нам кажется	5	2
201	в форме	2	2
202	к самому	3	2
203	в словах	4	2
204	все это	5	2
205	отличается от	2	2
206	по отношению	5	2
207	в отличие	4	2
208	того как	2	2
209	в себя	3	2
210	приводит к	6	2
211	и герой	2	2
212	с точки	8	2
213	и даже	3	2
214	и он	5	2
215	между ними	4	2
216	должно быть	4	2
217	отличие от	4	2
218	время как	2	2
219	ничего не	3	2
220	в которых	2	2
221	от одного	2	2
222	и с	5	2
223	и так	2	2
224	во всем	3	2
225	в то	7	2
226	ту же	2	2
227	не знает	3	2
228	в рассказе	3	2
229	если же	4	2
230	как он	2	2
231	все эти	5	2
232	дело в	2	2
233	конце концов	2	2
234	почти не	2	2
235	же не	4	2
