N	2gram	Berdyaev_M_2	Myshleni
1	точки зрения	2	26
2	в том	3	24
3	и в	46	23
4	том что	4	21
5	того чтобы	4	17
6	то что	5	17
7	в этом	20	17
8	так же	6	16
9	не только	18	16
10	того что	6	15
11	для того	5	15
12	что в	4	14
13	может быть	21	14
14	но и	15	14
15	как и	13	14
16	в его	5	14
17	не может	15	12
18	как бы	8	11
19	сказать что	3	11
20	прежде всего	12	10
21	в отношении	5	10
22	и не	18	9
23	между тем	2	9
24	и с	3	9
25	вместе с	2	9
26	и на	3	8
27	в основе	2	8
28	то же	5	8
29	вопрос о	6	7
30	в этой	7	7
31	в самом	5	7
32	по отношению	2	7
33	так как	8	7
34	что он	7	7
35	отношению к	2	7
36	все время	2	6
37	же как	3	6
38	от того	3	6
39	лишь в	2	6
40	потому что	12	6
41	о том	3	6
42	в сущности	2	6
43	и его	5	6
44	тем что	3	6
45	в себе	10	6
46	только в	3	6
47	тому что	4	5
48	по себе	2	5
49	для этого	4	5
50	в своих	3	5
51	и все	5	5
52	бы в	2	5
53	если бы	3	5
54	но в	10	5
55	по своей	3	5
56	и что	2	5
57	он не	10	5
58	так и	4	5
59	что все	5	4
60	в свою	4	4
61	не в	9	4
62	высшей степени	3	4
63	что она	5	4
64	в высшей	3	4
65	с его	4	4
66	и к	7	4
67	в чем	3	4
68	к тому	5	4
69	должен быть	4	4
70	в своей	5	4
71	сих пор	3	4
72	как в	7	4
73	говорит что	2	4
74	хотя бы	7	4
75	мы видим	2	4
76	ни в	3	4
77	до сих	3	4
78	уже в	2	3
79	я не	5	3
80	что это	6	3
81	в своем	8	3
82	и от	3	3
83	на все	3	3
84	в такой	3	3
85	что они	3	3
86	смысле слова	3	3
87	в новых	2	3
88	и если	2	3
89	в сфере	2	3
90	отношения к	2	3
91	и других	2	3
92	его не	2	3
93	приходит к	2	3
94	во всем	5	3
95	как он	3	3
96	тогда когда	2	3
97	сознания и	2	3
98	превращается в	2	3
99	во всех	2	3
100	она не	8	3
101	не могу	6	3
102	человека и	7	3
103	с таким	2	3
104	а не	13	3
105	можно было	2	3
106	сам по	2	3
107	он в	3	3
108	связи с	2	3
109	и это	5	3
110	в которой	2	3
111	ничего не	2	3
112	связана с	7	2
113	никогда не	18	2
114	в нашем	7	2
115	что у	4	2
116	в конце	5	2
117	на этом	2	2
118	есть прежде	5	2
119	способен к	4	2
120	для него	18	2
121	хотя и	2	2
122	не имеет	4	2
123	один из	5	2
124	не к	2	2
125	жизни и	6	2
126	той же	3	2
127	эта мысль	2	2
128	и вот	5	2
129	и той	2	2
130	должно быть	2	2
131	бы и	5	2
132	а в	2	2
133	и те	2	2
134	но этот	2	2
135	в этих	2	2
136	и обнаруживает	2	2
137	от этого	2	2
138	ничего кроме	2	2
139	в них	3	2
140	с собой	2	2
141	есть не	5	2
142	связано с	3	2
143	себе и	2	2
144	и потому	7	2
145	ее в	2	2
146	того как	3	2
147	одной и	2	2
148	уже не	4	2
149	вот почему	2	2
150	вопроса о	4	2
151	его на	4	2
152	из этой	2	2
153	к другу	5	2
154	и поэтому	2	2
155	человека к	8	2
