N	2gram	Trubetskoy_1	Problemy
1	и в	26	43
2	и не	8	29
3	может быть	10	23
4	как бы	12	22
5	не может	4	18
6	но и	9	14
7	точки зрения	13	13
8	в этом	15	13
9	что он	4	13
10	в нем	4	12
11	в одном	3	12
12	не в	2	11
13	не только	10	11
14	прежде всего	2	10
15	и на	2	10
16	но в	7	10
17	в его	5	10
18	никогда не	5	9
19	еще не	2	9
20	он не	4	9
21	для него	3	8
22	лишь в	5	8
23	то же	4	8
24	с точки	6	8
25	до сих	5	7
26	в самом	4	7
27	в то	4	7
28	то что	7	7
29	сих пор	5	7
30	а не	5	7
31	в этих	4	6
32	в том	11	6
33	при этом	3	6
34	в котором	4	6
35	и наконец	2	6
36	и все	2	6
37	не как	2	6
38	приводит к	2	6
39	на то	2	5
40	так что	3	5
41	же время	2	5
42	к нему	7	5
43	все это	6	5
44	таким образом	22	5
45	все эти	6	5
46	а в	4	5
47	и с	10	5
48	о том	6	5
49	но не	8	5
50	и что	4	5
51	отношению к	3	5
52	в себе	6	5
53	не могут	2	4
54	что в	9	4
55	в своем	3	4
56	с другой	8	4
57	к тому	6	4
58	в самой	2	4
59	и нет	3	4
60	друг с	5	4
61	среди них	2	4
62	в результате	3	4
63	во время	4	4
64	так как	9	4
65	так чтобы	2	4
66	то есть	4	4
67	с его	2	4
68	в них	2	4
69	во всех	2	4
70	на этот	4	4
71	с другом	5	4
72	только в	4	4
73	далеко не	4	4
74	и это	2	4
75	не менее	3	3
76	в отношении	6	3
77	или иной	2	3
78	тому же	5	3
79	более или	5	3
80	той или	2	3
81	в виду	2	3
82	и только	4	3
83	в одно	2	3
84	и даже	3	3
85	и здесь	2	3
86	между тем	2	3
87	но при	2	3
88	если бы	3	3
89	и к	5	3
90	по существу	2	3
91	того же	6	3
92	тот же	2	3
93	со всеми	2	3
94	когда он	3	3
95	наконец в	2	3
96	что и	6	3
97	все же	6	3
98	так и	6	3
99	или менее	5	3
100	по своим	2	3
101	уже не	3	3
102	и для	5	3
103	в виде	4	3
104	в эту	2	3
105	уже в	2	2
106	из этих	10	2
107	в конце	6	2
108	в образе	2	2
109	от них	2	2
110	оно является	2	2
111	тем не	3	2
112	самой этой	2	2
113	и как	3	2
114	но все	7	2
115	что это	3	2
116	и является	2	2
117	отношение к	5	2
118	целый ряд	4	2
119	отличается от	2	2
120	для этого	2	2
121	того что	3	2
122	так же	5	2
123	особенно в	2	2
124	друг на	2	2
125	в которых	4	2
126	сказать что	2	2
127	на друга	2	2
128	из них	7	2
129	во всяком	6	2
130	ни было	2	2
131	превращается в	2	2
132	сознании и	2	2
133	положение в	2	2
134	и при	3	2
135	по своему	2	2
136	конечно не	2	2
137	и о	3	2
138	конце концов	3	2
139	и особенно	2	2
140	к другу	2	2
141	в процессе	2	2
142	быть и	2	2
143	а с	7	2
144	и сами	2	2
145	том что	7	2
146	хотя бы	3	2
147	в таком	3	2
148	мы можем	2	2
149	иной раз	2	2
