N	2gram	Bakhtin_Fr_5	Vvedenie
1	и в	45	32
2	в том	10	31
3	в этом	14	30
4	может быть	2	26
5	том что	7	26
6	не только	14	22
7	для того	6	21
8	того чтобы	6	20
9	таким образом	8	19
10	также и	7	18
11	то что	2	16
12	потому что	7	15
13	так как	6	15
14	не может	5	14
15	в самом	4	13
16	в нем	10	13
17	о том	4	13
18	того что	3	12
19	в общем	4	12
20	в их	4	12
21	и не	15	12
22	как на	4	12
23	в его	13	12
24	только в	4	12
25	как мы	8	11
26	в данном	2	11
27	что в	12	10
28	но в	14	9
29	и как	5	9
30	в истории	2	9
31	между тем	2	9
32	то же	11	9
33	не менее	3	8
34	это не	3	8
35	не в	7	8
36	именно в	3	8
37	прежде всего	10	7
38	точки зрения	4	7
39	уже и	2	7
40	но не	4	7
41	было бы	2	7
42	все же	2	7
43	самом деле	5	7
44	можно было	4	7
45	не могут	2	6
46	из этих	3	6
47	до сих	3	6
48	же время	9	6
49	один из	2	6
50	но и	10	6
51	все это	7	6
52	и даже	4	6
53	в то	11	6
54	его в	5	6
55	как он	3	6
56	с тем	2	6
57	вовсе не	8	6
58	как и	10	6
59	в качестве	2	6
60	сих пор	3	6
61	а именно	2	6
62	хотя бы	2	6
63	и его	13	6
64	и это	4	6
65	так например	2	5
66	на этот	3	5
67	как бы	12	5
68	в целом	2	5
69	данном случае	2	5
70	одним из	5	5
71	в которых	3	5
72	сказать что	4	5
73	в них	6	5
74	об этом	4	5
75	в г	2	5
76	по своему	4	5
77	есть и	5	5
78	вместе с	3	5
79	в течение	3	5
80	а не	4	5
81	независимо от	2	4
82	в каждом	2	4
83	о чем	3	4
84	здесь нет	3	4
85	в особенности	2	4
86	этом отношении	5	4
87	еще и	3	4
88	и что	2	4
89	не имеет	3	4
90	а в	4	4
91	одно из	2	4
92	как это	4	4
93	от этого	2	4
94	что он	6	4
95	в своей	3	4
96	как раз	5	4
97	и для	3	4
98	той же	4	4
99	и т.д	2	4
100	что это	2	3
101	и есть	2	3
102	вообще не	3	3
103	в конце	7	3
104	можно сказать	2	3
105	к тому	2	3
106	в известной	2	3
107	в этой	6	3
108	на этом	5	3
109	при этом	2	3
110	хотя и	5	3
111	в ней	8	3
112	к нему	2	3
113	мы видели	7	3
114	во второй	2	3
115	на том	2	3
116	что она	3	3
117	до нас	3	3
118	в своем	11	3
119	все эти	5	3
120	и вот	3	3
121	так же	8	3
122	и на	5	3
123	говорить о	2	3
124	в начале	2	3
125	нисколько не	3	3
126	к этому	2	3
127	в различных	2	3
128	и к	5	3
129	здесь все	3	3
130	связи с	6	3
131	в чем	2	3
132	одной из	5	3
133	в одном	3	3
134	в сущности	4	3
135	а также	4	3
136	должен быть	2	3
137	что и	7	3
138	дело в	3	3
139	своего рода	4	3
140	второй половины	2	3
141	и вообще	2	3
142	же как	4	2
143	и другие	3	2
144	в отношении	2	2
145	это в	2	2
146	из его	2	2
147	но это	5	2
148	несмотря на	2	2
149	в ряде	2	2
150	и др	8	2
151	от того	3	2
152	но дело	2	2
153	в связи	5	2
154	не было	3	2
155	с помощью	3	2
156	не мог	4	2
157	рядом с	2	2
158	не столько	2	2
159	и с	10	2
160	чем же	4	2
161	с этим	4	2
162	нуждается в	3	2
163	он и	3	2
164	и здесь	4	2
165	же самое	2	2
166	бы в	4	2
167	так и	6	2
168	для них	2	2
169	на котором	2	2
170	значение и	2	2
171	по существу	3	2
172	того же	3	2
173	во всех	13	2
174	известной мере	2	2
175	жизни и	8	2
176	мы уже	4	2
177	том же	2	2
178	человеческой культуры	2	2
179	в этот	2	2
180	и до	2	2
181	мысли и	6	2
182	в значительной	2	2
183	с полной	3	2
184	с точки	2	2
185	другом месте	2	2
186	мы не	4	2
187	мы можем	2	2
188	в другом	3	2
189	здесь не	6	2
190	ничего не	4	2
