N	2gram	Potebnia_M_4	Problema
1	и в	23	44
2	вовсе не	7	37
3	и не	18	35
4	не есть	9	35
5	то есть	34	34
6	может быть	26	28
7	потому что	33	25
8	по себе	11	25
9	то что	29	23
10	в том	23	21
11	только в	15	19
12	а не	12	18
13	в этом	23	17
14	для нас	14	16
15	сказать что	8	16
16	даже и	3	16
17	если мы	2	16
18	когда мы	6	15
19	и даже	2	14
20	не только	10	14
21	и то	5	14
22	не в	11	13
23	и т	7	13
24	т д	3	13
25	то же	14	13
26	так что	5	12
27	но в	8	12
28	том что	12	12
29	не менее	5	10
30	то это	8	10
31	но и	11	10
32	в виду	3	10
33	у нас	2	10
34	как и	14	10
35	тем не	4	10
36	так и	6	10
37	это не	7	9
38	и тем	4	9
39	в нем	7	9
40	не имеет	5	9
41	и с	4	9
42	же самое	4	9
43	как бы	5	9
44	так как	14	9
45	что он	4	9
46	в то	4	9
47	в его	5	9
48	что и	7	9
49	в данном	4	9
50	во всяком	5	9
51	и это	2	9
52	таким образом	24	9
53	что в	17	8
54	а именно	4	8
55	есть нечто	5	8
56	того что	14	8
57	что мы	10	8
58	при помощи	3	8
59	но это	3	8
60	было бы	8	8
61	он не	2	8
62	что же	5	8
63	художественное произведение	2	8
64	как мы	2	8
65	в себе	14	8
66	связи с	3	8
67	и вообще	2	8
68	с другой	2	7
69	данном случае	2	7
70	не может	11	7
71	уже не	3	7
72	все эти	3	7
73	и что	7	7
74	мы должны	2	7
75	с ним	5	7
76	указывает на	2	7
77	и потому	10	7
78	на самом	3	7
79	мы не	8	7
80	никогда не	3	6
81	можно сказать	4	6
82	и если	3	6
83	всяком случае	3	6
84	другими словами	8	6
85	и только	3	6
86	нет ничего	3	6
87	сами по	2	6
88	и к	6	6
89	о том	8	6
90	мы можем	10	6
91	сам по	4	6
92	в виде	2	6
93	не было	12	5
94	в нашем	2	5
95	крайней мере	5	5
96	да и	4	5
97	с тем	7	5
98	и есть	3	5
99	хотя и	5	5
100	в ней	2	5
101	все это	5	5
102	то и	4	5
103	в своем	8	5
104	и вполне	2	5
105	а в	5	5
106	точки зрения	4	5
107	и здесь	2	5
108	по крайней	5	5
109	значение и	2	5
110	есть не	4	5
111	этом случае	5	5
112	в таком	4	5
113	еще не	3	5
114	и о	4	5
115	как в	7	5
116	так же	4	5
117	только на	4	5
118	тем самым	4	5
119	и его	2	5
120	этого слова	7	5
121	но даже	2	4
122	тому что	2	4
123	иное как	2	4
124	мы могли	2	4
125	при этом	15	4
126	и притом	2	4
127	и без	2	4
128	языка и	3	4
129	есть только	5	4
130	в искусстве	3	4
131	что даже	2	4
132	могли бы	4	4
133	таком случае	2	4
134	образа и	3	4
135	не что	2	4
136	что иное	2	4
137	мы уже	3	4
138	мы в	3	4
139	данного слова	2	4
140	в ее	2	4
141	на этот	2	4
142	можно было	2	4
143	нас в	2	4
144	тем что	10	4
145	в каком	4	4
146	мы говорим	7	4
147	уже в	5	3
148	каждый раз	4	3
149	что это	7	3
150	из себя	2	3
151	что у	3	3
152	только о	2	3
153	точно так	2	3
154	есть то	4	3
155	на то	7	3
156	к тому	3	3
157	есть уже	4	3
158	и как	2	3
159	это есть	3	3
160	для него	5	3
161	кроме того	3	3
162	в самом	3	3
163	которые мы	2	3
164	на себе	3	3
165	и значение	3	3
166	но эта	2	3
167	не так	2	3
168	в которых	3	3
169	может иметь	2	3
170	его в	4	3
171	том смысле	2	3
172	ни к	2	3
173	если бы	13	3
174	само по	5	3
175	об этом	2	3
176	говорить о	5	3
177	то в	3	3
178	тем более	5	3
179	действительность и	2	3
180	она не	2	3
181	образы и	3	3
182	не значит	2	3
183	но уже	3	3
184	поэтический образ	3	3
185	быть и	2	3
186	из этого	2	3
187	и все	4	3
188	все равно	3	3
189	в той	4	3
190	самом деле	3	3
191	что такое	7	3
192	хотя бы	4	3
193	с другими	4	3
194	этот вопрос	3	3
195	имеет свою	2	3
196	в таких	2	3
197	если же	4	3
198	как оно	2	3
199	слова и	5	3
200	есть в	5	3
201	именно в	3	2
202	в этих	3	2
203	никто не	2	2
204	что все	4	2
205	это значение	2	2
206	до сих	4	2
207	но что	2	2
208	по поводу	4	2
209	со своим	4	2
210	между собою	4	2
211	и следовательно	3	2
212	от его	2	2
213	в котором	4	2
214	для самого	2	2
215	и до	3	2
216	природы и	2	2
217	от того	4	2
218	есть от	2	2
219	происходит в	2	2
220	а мы	3	2
221	и по	3	2
222	друг друга	2	2
223	что слово	10	2
224	с этим	7	2
225	бы только	2	2
226	бы в	2	2
227	мы имеем	4	2
228	в наших	2	2
229	в самой	2	2
230	а как	2	2
231	и более	4	2
232	а может	2	2
233	на котором	4	2
234	то он	2	2
235	с нею	3	2
236	нельзя сказать	3	2
237	только потому	4	2
238	и при	2	2
239	от него	2	2
240	по своему	2	2
241	образ или	2	2
242	есть и	2	2
243	и может	4	2
244	не имели	2	2
245	между прочим	3	2
246	нам представляется	2	2
247	в слове	22	2
248	случае когда	2	2
249	дело не	2	2
250	в процессе	3	2
251	вместе с	6	2
252	сих пор	4	2
253	на основании	4	2
254	даже не	2	2
255	только что	3	2
256	только тогда	5	2
257	и сама	2	2
258	и сами	2	2
259	из которых	2	2
260	и у	2	2
261	эта последняя	2	2
262	и для	2	2
263	с точки	3	2
264	в сравнении	4	2
265	это можно	2	2
266	мы и	2	2
267	могут быть	7	2
268	не то	5	2
269	как она	2	2
270	на ступени	2	2
271	в которой	6	2
272	и состоит	3	2
273	из него	2	2
274	это было	2	2
