N	2gram	Vinokur_Ku_1	Myshleni
1	речи и	5	28
2	точки зрения	14	26
3	таким образом	12	26
4	в том	30	24
5	и в	24	23
6	том что	21	21
7	в целом	4	20
8	с точки	9	18
9	того чтобы	17	17
10	то что	9	17
11	в этом	14	17
12	так же	4	16
13	не только	10	16
14	того что	9	15
15	для того	16	15
16	что в	17	14
17	может быть	13	14
18	но и	6	14
19	как и	2	14
20	в его	12	14
21	речи в	4	14
22	с помощью	7	13
23	не может	7	12
24	как бы	7	11
25	с другой	7	10
26	прежде всего	9	10
27	в качестве	7	9
28	не является	2	9
29	другой стороны	6	9
30	и не	12	9
31	между тем	5	9
32	и с	5	9
33	вместе с	7	9
34	заключается в	2	8
35	и на	4	8
36	то же	8	8
37	вопрос о	2	7
38	в этой	3	7
39	в самом	10	7
40	по отношению	8	7
41	в то	2	7
42	так как	9	7
43	с тем	5	7
44	что он	6	7
45	отношению к	9	7
46	с этой	2	6
47	и тем	2	6
48	все это	6	6
49	именно в	6	6
50	лишь в	2	6
51	могли бы	2	6
52	потому что	23	6
53	с этим	4	6
54	в силу	10	6
55	о том	9	6
56	в сущности	3	6
57	и его	5	6
58	тем что	8	6
59	в себе	3	6
60	только в	11	6
61	тому что	3	5
62	в какой	6	5
63	в собственном	2	5
64	можно сказать	3	5
65	и как	2	5
66	на то	4	5
67	по себе	2	5
68	для этого	3	5
69	и все	2	5
70	бы в	7	5
71	если бы	9	5
72	но в	2	5
73	значение слова	3	5
74	и более	2	5
75	и что	5	5
76	он не	2	5
77	слова и	4	5
78	так и	7	5
79	целом и	2	5
80	тем самым	4	5
81	тем более	2	5
82	но не	5	4
83	что все	2	4
84	в свою	3	4
85	не в	11	4
86	при этом	6	4
87	что она	3	4
88	в котором	3	4
89	по мере	3	4
90	целый ряд	5	4
91	все эти	6	4
92	не столько	2	4
93	этом отношении	5	4
94	в результате	5	4
95	с его	4	4
96	в одном	3	4
97	по существу	4	4
98	было бы	15	4
99	к тому	5	4
100	должен быть	4	4
101	в своей	2	4
102	сих пор	4	4
103	как в	4	4
104	как раз	8	4
105	а с	3	4
106	хотя бы	10	4
107	ни в	2	4
108	как на	3	4
109	этого слова	3	4
110	до сих	4	4
111	уже в	3	3
112	я не	2	3
113	что это	5	3
114	в своем	3	3
115	из этих	4	3
116	свою очередь	3	3
117	что они	4	3
118	обе эти	3	3
119	в общем	3	3
120	и мы	2	3
121	общения и	2	3
122	в первую	4	3
123	том чтобы	8	3
124	и если	3	3
125	в их	3	3
126	то и	2	3
127	в которых	6	3
128	вовсе не	10	3
129	тогда когда	6	3
130	всяком случае	5	3
131	смысле этого	3	3
132	превращается в	2	3
133	что оно	3	3
134	учение о	4	3
135	первую очередь	2	3
136	сейчас не	2	3
137	все же	12	3
138	если не	3	3
139	самом деле	9	3
140	а не	8	3
141	на этот	2	3
142	можно было	6	3
143	и то	3	3
144	во всяком	5	3
145	в каком	2	3
146	связи с	7	3
147	в которой	6	3
148	в области	7	3
149	ничего не	2	3
150	в частности	4	2
151	никогда не	2	2
152	представление о	3	2
153	в смысле	2	2
154	как таковой	2	2
155	что его	2	2
156	в зависимости	5	2
157	но все	2	2
158	же время	2	2
159	что с	2	2
160	о чем	2	2
161	несмотря на	3	2
162	хотя и	3	2
163	был бы	2	2
164	не имеет	2	2
165	один из	4	2
166	не с	3	2
167	и мысли	2	2
168	письменной речи	3	2
169	той же	3	2
170	в слове	2	2
171	и даже	3	2
172	должно быть	3	2
173	действия и	2	2
174	бы и	2	2
175	а в	5	2
176	одно из	2	2
177	нуждается в	3	2
178	о котором	2	2
179	что эти	4	2
180	в первом	3	2
181	в этих	4	2
182	как это	3	2
183	от этого	2	2
184	под влиянием	3	2
185	речь идет	2	2
186	но звук	2	2
187	в них	7	2
188	в состоянии	2	2
189	в стороне	2	2
190	ясно что	3	2
191	идет о	2	2
192	и эти	3	2
193	только тогда	3	2
194	зависимости от	6	2
195	связано с	3	2
196	тех случаях	2	2
197	себе и	2	2
198	иначе говоря	2	2
199	том же	2	2
200	и потому	4	2
201	даже в	3	2
202	когда он	3	2
203	в современной	2	2
204	ее в	2	2
205	слова как	3	2
206	на примере	2	2
207	того как	4	2
208	если мы	2	2
209	уже не	8	2
210	и пр	15	2
211	в речи	3	2
212	между ними	2	2
213	речь в	4	2
214	в данном	4	2
215	и при	2	2
216	этого рода	6	2
217	что если	2	2
218	там где	4	2
