N	2gram	Bakhtin_Fr_3	Dialekti
1	и не	13	30
2	может быть	9	20
3	и в	40	19
4	не только	13	19
5	а не	5	16
6	в себе	3	15
7	то что	5	14
8	и даже	4	14
9	в том	8	14
10	как бы	3	14
11	так как	4	14
12	потому что	2	14
13	вовсе не	12	13
14	но и	11	12
15	то же	7	12
16	точки зрения	2	12
17	и все	9	12
18	ни в	4	10
19	как и	11	10
20	и как	3	10
21	в нем	5	10
22	так и	3	10
23	том что	4	10
24	это не	2	10
25	сказать что	3	10
26	времени и	2	9
27	не может	3	9
28	же и	3	9
29	прежде всего	16	8
30	мы уже	13	8
31	это есть	2	8
32	в этом	15	8
33	в своей	6	8
34	но это	3	7
35	и к	3	7
36	что в	12	7
37	что он	2	6
38	в то	6	6
39	но не	2	6
40	есть и	2	6
41	конечно не	2	6
42	жизни и	4	6
43	с другой	2	5
44	же время	6	5
45	можно сказать	2	5
46	в самом	6	5
47	и следовательно	3	5
48	и потому	4	5
49	что и	3	5
50	и это	2	5
51	как раз	5	5
52	и его	17	5
53	но как	2	5
54	только в	3	5
55	о том	4	5
56	и с	8	5
57	в виду	7	5
58	уже в	2	4
59	и есть	3	4
60	в своем	7	4
61	в одном	7	4
62	быть в	2	4
63	в ее	3	4
64	все же	2	4
65	при этом	3	4
66	еще не	3	4
67	и если	2	4
68	к нему	2	4
69	той или	2	4
70	он не	9	4
71	хотя бы	2	4
72	связи с	6	4
73	все это	4	4
74	как нечто	2	4
75	в связи	5	4
76	тут же	2	4
77	таким образом	10	4
78	и вот	2	4
79	самом деле	3	4
80	а в	3	4
81	одно из	3	4
82	но он	2	4
83	в другом	3	4
84	как он	2	4
85	не менее	2	3
86	всех этих	3	3
87	о чем	2	3
88	в этих	6	3
89	и от	3	3
90	с нею	2	3
91	об этом	3	3
92	как мы	10	3
93	это и	2	3
94	даны в	2	3
95	в этой	3	3
96	кроме того	3	3
97	было бы	4	3
98	даже в	4	3
99	из них	4	3
100	с этим	2	3
101	в разных	2	3
102	не было	5	3
103	мы находим	3	3
104	в той	6	3
105	должны быть	2	3
106	в данном	4	3
107	нуждается в	3	3
108	они не	3	3
109	в один	2	3
110	вы не	4	2
111	связана с	2	2
112	в частности	3	2
113	в состоянии	2	2
114	в конце	3	2
115	в системе	2	2
116	на самом	3	2
117	момент в	2	2
118	именно в	2	2
119	но все	3	2
120	мы видим	5	2
121	в истории	4	2
122	как известно	2	2
123	до сих	4	2
124	и прежде	3	2
125	на его	2	2
126	в сущности	9	2
127	в ней	4	2
128	сих пор	4	2
129	раз в	2	2
130	в мире	4	2
131	во всех	6	2
132	дело не	3	2
133	данном случае	2	2
134	жизни с	2	2
135	в их	4	2
136	не раз	2	2
137	например в	2	2
138	как в	3	2
139	хотя в	2	2
140	и они	2	2
141	культуры и	7	2
142	жизнь в	3	2
143	это вовсе	2	2
144	тем же	2	2
145	со всем	2	2
146	в своих	5	2
147	также и	4	2
148	их в	3	2
149	между тем	3	2
150	тем что	3	2
151	во время	8	2
152	во все	3	2
153	но ведь	3	2
154	все эти	8	2
155	в которой	2	2
156	в области	4	2
157	такие образы	2	2
158	но в	8	2
159	вместе с	3	2
160	на этом	2	2
