N	2gram	Losev_Vlad_3	Stilisti
1	и в	40	42
2	как бы	3	27
3	не только	25	27
4	прежде всего	10	22
5	хотя бы	6	17
6	но и	18	15
7	то же	4	15
8	и не	25	14
9	может быть	8	12
10	не может	14	12
11	точки зрения	13	11
12	как и	7	11
13	мы уже	5	11
14	и как	7	10
15	что мы	2	10
16	мы должны	4	10
17	отнюдь не	5	10
18	как мы	8	10
19	в этом	16	10
20	при этом	3	9
21	в то	7	9
22	то что	28	9
23	для того	2	9
24	мы не	2	9
25	все же	4	8
26	в ней	5	8
27	таким образом	11	8
28	с тем	7	8
29	что же	9	8
30	тем самым	2	8
31	в себе	9	8
32	и это	6	8
33	никогда не	11	7
34	и от	6	7
35	же время	2	7
36	и тем	3	7
37	и на	6	7
38	потому что	11	7
39	так как	7	7
40	с его	2	7
41	было бы	4	7
42	а не	8	7
43	того чтобы	3	7
44	и его	10	7
45	только в	13	7
46	в которой	2	7
47	ничего не	5	7
48	мы будем	2	6
49	не в	3	6
50	в этой	8	6
51	в конце	12	6
52	и так	2	6
53	в нем	3	6
54	так и	6	6
55	или как	4	6
56	уже в	3	5
57	независимо от	3	5
58	в нашем	2	5
59	тому что	4	5
60	не является	2	5
61	мы видели	3	5
62	а в	7	5
63	и с	9	5
64	и наконец	2	5
65	же самое	3	5
66	как это	4	5
67	одно и	2	5
68	в его	14	5
69	вместе с	7	5
70	с точки	6	5
71	что это	9	4
72	само собой	3	4
73	не просто	10	4
74	к тому	7	4
75	но все	3	4
76	в качестве	3	4
77	в самом	4	4
78	той или	2	4
79	того что	7	4
80	так же	8	4
81	в обществе	2	4
82	о том	11	4
83	его в	2	4
84	бы в	2	4
85	но в	4	4
86	не существует	2	4
87	если бы	3	4
88	и к	2	4
89	у нас	5	4
90	на него	2	4
91	а с	4	4
92	всех своих	2	4
93	если мы	4	4
94	к своему	2	4
95	уже не	9	4
96	можно было	5	4
97	и то	9	4
98	то есть	24	4
99	в разных	2	3
100	перед нами	3	3
101	это не	3	3
102	для нас	5	3
103	но что	2	3
104	и само	2	3
105	и эта	3	3
106	не мог	6	3
107	но для	3	3
108	хотя и	7	3
109	в котором	4	3
110	в целом	2	3
111	не к	2	3
112	из них	2	3
113	от того	4	3
114	и даже	6	3
115	не так	3	3
116	сказать что	12	3
117	и здесь	6	3
118	в начале	2	3
119	ни на	2	3
120	но вот	3	3
121	в виду	3	3
122	то он	4	3
123	и все	4	3
124	в одном	5	3
125	об этом	6	3
126	том что	18	3
127	еще не	4	3
128	что и	7	3
129	не будет	6	3
130	отношения к	5	3
131	да и	6	3
132	только на	5	3
133	на самом	3	3
134	если не	6	3
135	и для	3	3
136	роль в	2	3
137	может показаться	2	3
138	конце концов	5	3
139	связи с	2	3
140	бы и	4	2
141	но даже	4	2
142	в какой	2	2
143	человека и	3	2
144	вопрос о	4	2
145	не нужно	2	2
146	в мире	2	2
147	в том	18	2
148	тому же	5	2
149	но это	6	2
150	больше и	2	2
151	на отдельные	2	2
152	для него	8	2
153	до конца	4	2
154	несмотря на	7	2
155	эти три	5	2
156	на эти	2	2
157	себе и	2	2
158	но мы	2	2
159	не с	4	2
160	в этих	2	2
161	как например	2	2
162	в связи	3	2
163	в отношении	5	2
164	не было	5	2
165	этом отношении	2	2
166	еще и	18	2
167	все эти	5	2
168	ведь если	4	2
169	должно быть	5	2
170	в своих	7	2
171	также и	17	2
172	даже и	12	2
173	был и	2	2
174	по своей	2	2
175	все то	3	2
176	нет ничего	2	2
177	и ни	2	2
178	мы имеем	3	2
179	в жизни	2	2
180	ни к	2	2
181	с этим	2	2
182	себе в	2	2
183	к этому	2	2
184	что он	5	2
185	есть не	2	2
186	на первый	2	2
187	при условии	2	2
188	но не	4	2
189	почему же	6	2
190	сказать не	2	2
191	одной из	2	2
192	и потому	10	2
193	и этот	2	2
194	не есть	10	2
195	как не	2	2
196	в своей	9	2
197	при всем	2	2
198	как нечто	3	2
199	здесь не	3	2
200	к нему	3	2
201	в дальнейшем	4	2
202	собой разумеется	2	2
203	тем что	5	2
204	это же	2	2
205	в каком	4	2
206	и вообще	3	2
207	заметить что	2	2
208	как с	2	2
