N	2gram	Losev_Dial_2	FransuaR
1	и в	19	41
2	таким образом	4	19
3	в этом	8	15
4	и все	12	14
5	как и	10	14
6	в этой	3	13
7	то же	12	13
8	все эти	2	13
9	мы уже	8	12
10	прежде всего	8	11
11	в том	14	11
12	как мы	3	11
13	в себе	15	11
14	так и	10	10
15	все это	4	10
16	в то	6	10
17	и его	5	9
18	не в	8	9
19	же время	5	9
20	но и	12	9
21	в своем	4	9
22	что в	7	9
23	в конце	2	8
24	и от	3	8
25	то что	14	8
26	но в	2	8
27	вовсе не	13	7
28	как бы	14	7
29	в нем	10	7
30	и не	30	7
31	это не	10	6
32	ни в	10	6
33	мы видим	2	6
34	есть в	2	6
35	только в	5	6
36	о том	5	6
37	уже в	4	5
38	не только	19	5
39	и к	7	5
40	на этом	2	5
41	в другое	2	5
42	в ней	2	5
43	вместе с	2	5
44	что и	5	5
45	как в	2	5
46	того как	2	5
47	а в	4	5
48	к нему	4	5
49	так же	2	5
50	точки зрения	12	5
51	и это	5	5
52	потому что	14	5
53	что это	10	4
54	но он	4	4
55	в одну	5	4
56	и образы	2	4
57	момент в	2	4
58	том что	10	4
59	но все	2	4
60	было бы	3	4
61	в сущности	2	4
62	может быть	20	4
63	он не	4	4
64	в виду	5	4
65	как я	2	4
66	должно быть	7	4
67	та же	4	4
68	и с	5	4
69	ничего не	3	4
70	я не	6	3
71	и есть	4	3
72	что у	2	3
73	во время	2	3
74	в одном	4	3
75	и потому	5	3
76	он может	2	3
77	не должно	2	3
78	в мире	2	3
79	но это	7	3
80	в своей	8	3
81	есть и	6	3
82	кроме того	3	3
83	при этом	4	3
84	в это	3	3
85	из них	3	3
86	несмотря на	2	3
87	например в	2	3
88	и их	3	3
89	что он	6	3
90	с ее	2	3
91	жизни и	6	3
92	во всех	2	3
93	в их	2	3
94	не может	9	3
95	не было	3	3
96	в той	3	3
97	с точки	8	3
98	и по	4	3
99	с ними	2	3
100	тем что	2	3
101	не на	2	3
102	его в	3	3
103	так как	14	3
104	все его	3	3
105	от этого	3	3
106	перед нами	2	2
107	все время	3	2
108	в изображении	2	2
109	именно в	2	2
110	никогда не	9	2
111	в этих	3	2
112	в одной	4	2
113	с этим	3	2
114	на самом	2	2
115	вещи в	4	2
116	есть не	7	2
117	о котором	3	2
118	к тому	2	2
119	новые и	2	2
120	и как	10	2
121	более или	2	2
122	по своему	5	2
123	одно и	4	2
124	еще не	4	2
125	того что	6	2
126	и может	6	2
127	мы в	2	2
128	которые были	2	2
129	на всю	2	2
130	и времени	5	2
131	дело не	2	2
132	в состоянии	2	2
133	не есть	47	2
134	же в	2	2
135	был в	2	2
136	или менее	2	2
137	во времени	4	2
138	как нечто	4	2
139	в связи	4	2
140	в разных	3	2
141	не просто	12	2
142	и вот	4	2
143	а не	16	2
144	с самого	2	2
145	а только	3	2
146	уже не	3	2
147	но без	3	2
148	жизнь и	5	2
149	или в	2	2
150	в данном	3	2
151	и то	7	2
152	в результате	2	2
153	их в	2	2
154	во всяком	2	2
155	может иметь	3	2
156	что есть	2	2
157	во все	2	2
158	также и	2	2
159	явлений и	2	2
160	как он	4	2
161	он берет	2	2
162	пространства и	7	2
163	в чем	3	2
164	в которой	2	2
165	с ним	4	2
166	в области	2	2
167	мы имеем	3	2
168	нет ни	3	2
169	это было	3	2
170	том как	2	2
