N	2gram	Ircho_Kome_2	Myshleni
1	в этом	10	29
2	точки зрения	4	28
3	и в	26	26
4	не только	7	24
5	то что	6	24
6	таким образом	6	23
7	того чтобы	6	19
8	в том	11	18
9	и не	14	18
10	для того	5	18
11	том что	9	17
12	потому что	6	16
13	как и	4	15
14	так как	4	14
15	как мы	4	14
16	что в	9	12
17	вместе с	9	12
18	и его	12	12
19	в которой	5	11
20	но и	10	11
21	не может	3	11
22	в развитии	2	10
23	по своему	2	9
24	тому что	4	9
25	в самом	4	9
26	тем что	3	9
27	то же	3	8
28	что она	2	8
29	что он	5	8
30	той же	3	8
31	только в	4	8
32	к тому	12	7
33	представление о	2	7
34	прежде всего	4	7
35	с самого	2	7
36	может быть	11	7
37	и к	2	7
38	мы не	2	7
39	в какой	2	6
40	вопрос о	3	6
41	по отношению	3	6
42	как бы	2	6
43	в ее	2	6
44	и что	2	6
45	было бы	8	6
46	во всех	3	6
47	все же	4	6
48	что это	4	6
49	с этой	3	5
50	одной стороны	2	5
51	если бы	9	5
52	в виду	2	5
53	чем это	2	5
54	в целом	4	5
55	и их	3	5
56	с одной	2	5
57	и с	5	5
58	одно из	2	5
59	в начале	4	5
60	бы в	2	5
61	как это	4	5
62	с тем	5	5
63	в силу	2	5
64	в качестве	5	5
65	у нее	2	5
66	отношению к	3	5
67	и для	4	5
68	не менее	4	4
69	в нашем	2	4
70	что у	4	4
71	с другой	2	4
72	и от	4	4
73	в конце	2	4
74	в пользу	2	4
75	так что	5	4
76	в котором	3	4
77	если в	2	4
78	не по	4	4
79	целый ряд	2	4
80	друг друга	3	4
81	и во	2	4
82	в его	4	4
83	о том	6	4
84	но в	3	4
85	о чем	3	4
86	связи с	3	4
87	чем в	2	4
88	еще не	6	4
89	одной из	4	4
90	как в	3	4
91	в той	2	4
92	не в	2	4
93	едва ли	14	4
94	друг другу	3	3
95	все это	3	3
96	это не	2	3
97	из этих	4	3
98	в ней	3	3
99	не является	2	3
100	мы находим	2	3
101	в самой	3	3
102	самом начале	2	3
103	имеет в	2	3
104	он не	2	3
105	в первом	2	3
106	с собой	2	3
107	представить себе	3	3
108	об этом	2	3
109	о его	4	3
110	в то	6	3
111	но не	3	3
112	и столь	3	3
113	в одной	2	3
114	до сих	2	3
115	нет и	2	3
116	что и	7	3
117	в своей	3	3
118	каждой из	2	3
119	сих пор	2	3
120	так и	12	3
121	все больше	2	3
122	только потому	2	3
123	к нему	3	3
124	мы можем	3	3
125	в этой	3	3
126	уже в	4	2
127	от ее	2	2
128	в этих	4	2
129	друг с	2	2
130	столь же	9	2
131	никто не	3	2
132	как известно	2	2
133	то время	3	2
134	что на	3	2
135	мы знаем	3	2
136	для нас	3	2
137	ни в	5	2
138	что его	3	2
139	ли не	7	2
140	является не	2	2
141	а из	2	2
142	в действительности	2	2
143	или в	3	2
144	одним из	2	2
145	но если	3	2
146	один из	5	2
147	в нем	6	2
148	отношение к	2	2
149	всего в	2	2
150	в их	3	2
151	в середине	4	2
152	время как	2	2
153	не имеет	3	2
154	а в	3	2
155	что для	4	2
156	в любви	2	2
157	к его	2	2
158	и есть	2	2
159	его в	4	2
160	видно из	2	2
161	с которыми	2	2
162	что по	2	2
163	признать что	2	2
164	во время	6	2
165	с этим	5	2
166	к этому	5	2
167	вовсе не	2	2
168	и здесь	6	2
169	а затем	5	2
170	идет о	2	2
171	наряду с	6	2
172	наконец в	2	2
173	даже в	2	2
174	из этого	2	2
175	на основании	5	2
176	в отличие	2	2
177	того как	3	2
178	в период	3	2
179	из которых	3	2
180	можно было	4	2
181	во всяком	2	2
182	и ее	2	2
183	с другом	2	2
184	которые в	2	2
185	ответ на	3	2
186	отличие от	2	2
