N	2gram	Losev_Vesc_1	Istorich
1	и в	21	24
2	не только	36	21
3	и т	19	17
4	т е	55	16
5	т д	19	16
6	может быть	16	14
7	не может	17	14
8	что в	9	13
9	мы имеем	7	12
10	в этом	4	12
11	и здесь	4	12
12	но и	18	11
13	это не	5	10
14	у него	2	10
15	том что	8	10
16	а в	4	10
17	и что	15	10
18	мы видим	2	10
19	с другой	6	9
20	не в	5	9
21	все же	4	9
22	о том	6	9
23	потому что	16	9
24	еще не	8	8
25	что и	3	8
26	все это	5	8
27	другой стороны	2	8
28	то же	6	8
29	а не	19	8
30	или в	2	8
31	так как	7	8
32	с собой	2	7
33	один из	3	7
34	в том	8	7
35	одна из	5	7
36	во всех	2	7
37	то что	27	7
38	таким образом	8	7
39	тем что	2	6
40	с этой	4	6
41	об этом	3	6
42	для нас	2	6
43	как и	8	6
44	но не	5	6
45	в нем	2	6
46	и все	5	6
47	того что	8	6
48	только в	14	6
49	что это	13	6
50	не менее	3	5
51	одной стороны	3	5
52	то это	3	5
53	дело не	2	5
54	так и	3	5
55	с одной	3	5
56	что она	15	5
57	в чем	6	5
58	с ним	8	5
59	ничего не	3	5
60	но в	5	5
61	никогда не	2	4
62	что у	5	4
63	вовсе не	10	4
64	тем не	3	4
65	по существу	2	4
66	есть и	4	4
67	мы уже	3	4
68	со своим	7	4
69	как бы	12	4
70	то и	4	4
71	если не	3	4
72	и не	29	4
73	совершенно ясно	2	4
74	мы не	6	4
75	точки зрения	5	4
76	в данном	5	4
77	мы должны	2	4
78	то не	4	4
79	мы можем	4	4
80	тогда когда	5	3
81	на то	4	3
82	так что	5	3
83	что они	6	3
84	кроме того	4	3
85	и если	2	3
86	между прочим	3	3
87	не вполне	2	3
88	его в	2	3
89	при помощи	2	3
90	с ней	2	3
91	данном случае	2	3
92	в свете	7	3
93	как мы	4	3
94	должны быть	4	3
95	и даже	6	3
96	и его	2	3
97	но это	10	3
98	не случайно	2	3
99	хотя и	4	3
100	к себе	4	3
101	что мы	14	3
102	в конце	2	3
103	как только	4	2
104	что вы	3	2
105	из самых	2	2
106	перед нами	2	2
107	не будет	12	2
108	для нее	2	2
109	тому что	2	2
110	того же	5	2
111	вообще не	2	2
112	и от	3	2
113	прежде всего	9	2
114	стороны и	2	2
115	она будет	2	2
116	и ее	18	2
117	не содержит	3	2
118	в то	3	2
119	в ее	7	2
120	без всякого	4	2
121	это значит	24	2
122	и оно	3	2
123	в силу	3	2
124	есть еще	3	2
125	она не	4	2
126	тот же	3	2
127	было бы	14	2
128	когда она	4	2
129	в действительности	7	2
130	в самом	9	2
131	и эта	3	2
132	и о	3	2
133	ни с	6	2
134	но для	2	2
135	к ней	2	2
136	и когда	4	2
137	что из	2	2
138	меня на	2	2
139	в котором	3	2
140	а потом	2	2
141	и тем	3	2
142	от всех	4	2
143	другими словами	5	2
144	ее как	2	2
145	со стороны	5	2
146	в отдельности	4	2
147	отличается от	7	2
148	уже не	9	2
149	не просто	19	2
150	что не	5	2
151	и у	3	2
152	что такое	12	2
153	как это	2	2
154	прочим и	2	2
155	сказать что	17	2
156	ничем не	3	2
157	в основе	3	2
158	из них	4	2
159	с этим	3	2
160	но он	2	2
161	и другое	4	2
162	только на	3	2
163	все эти	3	2
164	и это	14	2
165	то чтобы	3	2
166	если это	2	2
167	е в	7	2
