N	2gram	Vinokur_St_1	Hudozhes
1	том что	29	16
2	и в	44	14
3	так и	9	13
4	а не	16	12
5	в том	36	12
6	не только	18	12
7	при этом	2	12
8	о том	17	12
9	прежде всего	7	11
10	и т	30	11
11	в этом	21	11
12	в себе	2	11
13	для него	6	10
14	в своей	6	10
15	у него	2	9
16	что он	10	9
17	как и	9	9
18	в качестве	4	9
19	то же	5	9
20	как в	13	8
21	то что	18	8
22	же время	4	8
23	отношению к	3	8
24	по отношению	3	8
25	т п	9	8
26	между тем	3	8
27	в этой	11	8
28	в то	9	8
29	в его	9	8
30	ничего не	2	8
31	это не	8	7
32	не в	12	7
33	еще не	3	7
34	своего рода	3	7
35	как бы	4	7
36	не может	8	7
37	именно в	6	7
38	а в	17	7
39	никогда не	5	6
40	что в	30	6
41	было бы	17	6
42	в первой	12	6
43	как правило	2	6
44	не менее	5	5
45	в частности	4	5
46	в этих	2	5
47	об этом	3	5
48	может быть	15	5
49	только в	10	5
50	но и	10	5
51	во второй	9	5
52	жизни и	5	5
53	по мнению	3	5
54	самом деле	11	5
55	и его	8	5
56	можно было	13	5
57	потому что	6	5
58	ни в	3	5
59	точки зрения	11	5
60	но в	10	5
61	тому что	3	4
62	в своем	2	4
63	т е	15	4
64	столь же	4	4
65	и все	2	4
66	на то	4	4
67	тем не	2	4
68	то в	3	4
69	она не	2	4
70	несмотря на	2	4
71	в самом	7	4
72	в ней	3	4
73	что она	4	4
74	из них	8	4
75	xix в	5	4
76	как раз	4	4
77	не было	4	4
78	того что	9	4
79	он не	2	4
80	по своей	2	4
81	как будто	4	4
82	в конце	3	4
83	и это	2	4
84	и с	3	4
85	но не	3	3
86	если бы	9	3
87	что у	4	3
88	превращается в	2	3
89	но он	2	3
90	с этим	3	3
91	это в	4	3
92	идет о	2	3
93	в ее	4	3
94	говорить о	2	3
95	что при	2	3
96	такого рода	2	3
97	речь идет	4	3
98	даже в	3	3
99	для себя	3	3
100	в нем	5	3
101	все же	8	3
102	со стороны	6	3
103	в тексте	12	3
104	т д	21	3
105	и для	3	3
106	этом отношении	7	3
107	все эти	5	3
108	лишь в	3	3
109	того чтобы	11	3
110	и даже	5	3
111	с точки	8	3
112	и по	5	3
113	в таком	3	3
114	в своих	2	3
115	тем что	5	3
116	однако и	2	3
117	такой же	5	3
118	как к	3	3
119	в равной	2	3
120	будто бы	3	3
121	его в	2	3
122	а также	2	3
123	том как	4	3
124	каждого из	2	2
125	если в	2	2
126	так или	2	2
127	на вопрос	4	2
128	и так	3	2
129	и потому	2	2
130	ясно что	10	2
131	вопрос о	4	2
132	в такой	2	2
133	или иного	4	2
134	что на	2	2
135	да и	3	2
136	так что	6	2
137	в другом	3	2
138	же как	3	2
139	перед собой	2	2
140	и что	4	2
141	а то	2	2
142	в целом	5	2
143	первую очередь	2	2
144	в данной	2	2
145	них это	2	2
146	раз в	2	2
147	например в	8	2
148	в начале	3	2
149	в первую	2	2
150	его жизни	3	2
151	сих пор	7	2
152	на него	2	2
153	что же	6	2
154	все это	5	2
155	также в	2	2
156	внимание на	3	2
157	а с	3	2
158	не знает	2	2
159	и не	16	2
160	но с	3	2
161	на самом	6	2
162	же касается	3	2
163	что не	3	2
164	того или	4	2
165	не имеет	4	2
166	не была	2	2
167	той же	5	2
168	или иначе	2	2
169	с этой	3	2
170	в результате	3	2
171	и об	7	2
172	о котором	2	2
173	видно что	3	2
174	это прежде	2	2
175	в литературном	2	2
176	мы не	2	2
177	равной мере	2	2
178	до сих	7	2
