N	2gram	Bakhtin_fo_2	Myshleni
1	с помощью	3	42
2	и в	46	25
3	в том	10	23
4	на основе	3	22
5	том что	4	20
6	что в	5	17
7	так же	2	17
8	таким образом	3	17
9	в основе	6	16
10	с тем	2	16
11	как и	8	15
12	то что	7	15
13	в его	8	15
14	в этом	22	14
15	вместе с	9	14
16	может быть	7	13
17	так как	6	12
18	в качестве	3	12
19	по своему	2	11
20	что они	4	10
21	как бы	10	10
22	и не	9	10
23	того что	3	10
24	было бы	2	10
25	что и	3	10
26	только в	11	10
27	связи с	8	9
28	как в	4	9
29	того чтобы	8	8
30	не является	3	8
31	тем что	3	8
32	как мы	6	8
33	уже в	4	7
34	все эти	5	7
35	как это	2	7
36	по себе	2	7
37	для того	8	7
38	с другой	2	6
39	как уже	3	6
40	не в	9	6
41	и у	5	6
42	один из	2	6
43	мы видели	2	6
44	не может	2	6
45	в связи	8	6
46	и на	7	6
47	потому что	8	6
48	в основном	8	6
49	от этого	2	6
50	что он	3	6
51	в отношении	2	6
52	но не	5	6
53	того же	3	6
54	со всеми	2	6
55	не только	11	6
56	все же	6	6
57	точки зрения	10	6
58	все это	6	6
59	слова и	3	6
60	так и	7	5
61	именно в	2	5
62	и как	3	5
63	но это	2	5
64	для него	3	5
65	при этом	6	5
66	друг с	4	5
67	уже говорили	4	5
68	с одной	2	5
69	и по	3	5
70	человека и	4	5
71	мы уже	9	5
72	и к	2	5
73	о том	4	5
74	связи между	2	5
75	могут быть	2	5
76	в этой	2	5
77	с другом	4	5
78	в частности	5	4
79	никогда не	6	4
80	в своем	5	4
81	из этих	4	4
82	прежде всего	14	4
83	в смысле	5	4
84	к тому	3	4
85	не мог	2	4
86	отнюдь не	4	4
87	из них	8	4
88	но и	9	4
89	а в	3	4
90	в то	5	4
91	с ним	4	4
92	мы имеем	2	4
93	с этим	5	4
94	и все	6	4
95	еще не	6	4
96	он не	5	4
97	тем же	2	4
98	это значит	3	4
99	во всяком	2	4
100	и это	2	4
101	там где	2	4
102	значит что	2	4
103	с этой	4	3
104	в себя	2	3
105	на этом	2	3
106	имеет место	3	3
107	в котором	4	3
108	если в	2	3
109	и их	4	3
110	в которых	3	3
111	этом отношении	2	3
112	их в	4	3
113	его в	6	3
114	как он	2	3
115	к этому	3	3
116	мы видим	2	3
117	то в	2	3
118	или иной	2	3
119	наряду с	2	3
120	сами по	2	3
121	между ними	2	3
122	не могли	3	3
123	место в	4	2
124	то же	8	2
125	мы будем	3	2
126	в этих	3	2
127	все они	3	2
128	и от	2	2
129	этого нового	2	2
130	первый план	2	2
131	так что	4	2
132	смысле слова	2	2
133	в реальном	3	2
134	хотя и	3	2
135	эти формы	2	2
136	в нем	5	2
137	в корне	2	2
138	и только	2	2
139	в совершенно	3	2
140	и других	2	2
141	здесь мы	3	2
142	должно быть	5	2
143	как на	2	2
144	каждый из	2	2
145	всех этих	7	2
146	вступают в	2	2
147	в них	7	2
148	на котором	2	2
149	и во	6	2
150	в одном	7	2
151	связанные с	5	2
152	на первый	3	2
153	же в	4	2
154	все что	2	2
155	очень часто	2	2
156	есть и	4	2
157	тот же	3	2
158	и потому	2	2
159	а также	3	2
160	в мире	4	2
161	находится в	2	2
162	уже не	3	2
163	и для	9	2
164	и его	12	2
165	в себе	4	2
