N	2gram	Voloshinov_1	Psycholo
1	то что	8	44
2	и в	38	33
3	в этом	10	28
4	как бы	28	25
5	все время	5	24
6	потому что	5	24
7	для того	9	23
8	может быть	13	22
9	том что	3	22
10	того чтобы	7	22
11	в том	2	21
12	о том	4	20
13	что он	2	20
14	как это	5	14
15	что это	4	13
16	таким образом	7	13
17	и не	14	13
18	так же	4	13
19	сказать что	3	13
20	то есть	4	13
21	все это	4	13
22	к тому	4	12
23	в самом	4	12
24	все то	2	12
25	и все	4	12
26	так как	7	12
27	было бы	7	12
28	если мы	4	12
29	самом деле	4	12
30	он не	2	11
31	не может	12	10
32	в его	6	10
33	если бы	4	10
34	в этой	6	9
35	то же	14	9
36	в конце	6	8
37	в каком	2	8
38	вместе с	5	8
39	для нас	3	7
40	в нем	4	7
41	не только	27	7
42	перед нами	3	6
43	тому что	5	6
44	это не	3	6
45	в ней	8	6
46	все эти	2	6
47	и вот	3	6
48	точки зрения	10	6
49	что мы	11	6
50	же самое	5	6
51	когда мы	6	6
52	мы видим	3	6
53	мы должны	10	6
54	на самом	3	6
55	а не	6	6
56	в себе	9	6
57	самого начала	4	5
58	мы будем	6	5
59	никогда не	7	5
60	в какой	2	5
61	с самого	4	5
62	и как	9	5
63	в целом	4	5
64	целый ряд	3	5
65	мы не	9	5
66	и на	6	5
67	вовсе не	2	5
68	с ним	2	5
69	мы можем	7	5
70	ясно что	2	5
71	с этим	2	5
72	связь с	2	5
73	как и	10	5
74	мы уже	10	5
75	и его	7	5
76	все же	7	5
77	и это	7	5
78	в частности	3	4
79	что у	3	4
80	совершенно не	3	4
81	и уже	3	4
82	из них	3	4
83	жизни и	3	4
84	а в	5	4
85	не просто	2	4
86	того что	4	4
87	либо в	2	4
88	с тем	8	4
89	и так	6	4
90	в жизни	2	4
91	к этому	2	4
92	об этом	3	4
93	у нас	4	4
94	себя в	4	4
95	не будет	3	4
96	в своей	2	4
97	на него	4	4
98	как мы	9	4
99	с точки	5	4
100	той же	5	4
101	можно было	4	4
102	этот вопрос	2	4
103	ее с	2	4
104	только в	6	4
105	слова и	5	4
106	в которой	7	4
107	что оно	3	3
108	что именно	3	3
109	нам придется	2	3
110	в мире	2	3
111	мы легко	3	3
112	тому же	2	3
113	которой мы	4	3
114	тот же	2	3
115	должно быть	2	3
116	но и	13	3
117	конечно не	3	3
118	не было	2	3
119	здесь мы	3	3
120	увидим что	2	3
121	в своих	2	3
122	в которых	2	3
123	их в	3	3
124	и здесь	3	3
125	в то	9	3
126	его в	4	3
127	та же	3	3
128	в основе	2	3
129	смысле этого	2	3
130	бы мы	3	3
131	в одном	3	3
132	но не	2	3
133	мы в	3	3
134	конце концов	3	3
135	что и	3	3
136	мы никогда	5	3
137	сих пор	2	3
138	совершенно иначе	2	3
139	так и	6	3
140	как в	2	3
141	да и	4	3
142	слова как	2	3
143	тем самым	7	3
144	из которых	3	3
145	и он	2	3
146	и для	3	3
147	тем что	2	3
148	эти слова	8	3
149	этого слова	3	3
150	в той	5	3
151	как только	4	2
152	место в	2	2
153	уже в	5	2
154	бы и	2	2
155	его и	3	2
156	и от	7	2
157	прежде всего	21	2
158	вопрос о	2	2
159	в тех	3	2
160	оно является	2	2
161	и конечно	2	2
162	но все	4	2
163	иметь дело	3	2
164	времени и	2	2
165	же время	7	2
166	при этом	9	2
167	построения и	3	2
168	себе и	2	2
169	и той	5	2
170	и является	5	2
171	эти три	2	2
172	в виду	3	2
173	в котором	3	2
174	не является	5	2
175	один из	4	2
176	но мы	2	2
177	допустим что	2	2
178	те же	4	2
179	и наконец	5	2
180	нам в	3	2
181	его не	2	2
182	и с	5	2
183	которые с	2	2
184	также и	2	2
185	не в	6	2
186	и потому	2	2
187	бы не	2	2
188	мы имеем	2	2
189	слово в	2	2
190	но в	5	2
191	же мы	5	2
192	с его	7	2
193	если он	3	2
194	и к	4	2
195	видим что	2	2
196	ли он	2	2
197	в ее	3	2
198	представляет собой	2	2
199	а на	2	2
200	тем и	2	2
201	можно сказать	4	2
202	мы увидим	5	2
203	почему же	2	2
204	во всех	6	2
205	точном смысле	2	2
206	должно было	3	2
207	и когда	2	2
208	что эти	2	2
209	перед ним	3	2
210	в словах	3	2
211	а с	5	2
212	одной и	2	2
213	перейти к	2	2
214	и эта	3	2
215	хотя бы	18	2
216	слов в	4	2
217	и то	3	2
218	между двумя	2	2
219	ни на	3	2
220	только одна	2	2
221	связи с	3	2
222	ничего не	8	2
