N	2gram	Bakhtin_Fr_2	Myshleni
1	и в	49	25
2	в том	3	23
3	на основе	2	22
4	том что	4	20
5	что в	2	17
6	так же	2	17
7	таким образом	7	17
8	как и	11	15
9	то что	6	15
10	в его	18	15
11	в этом	15	14
12	вместе с	2	14
13	может быть	5	13
14	так как	6	12
15	в качестве	2	12
16	что они	2	10
17	как бы	11	10
18	и не	15	10
19	было бы	3	10
20	только в	13	10
21	связи с	2	9
22	этого процесса	3	9
23	ни в	3	9
24	того чтобы	2	8
25	тем что	4	8
26	как мы	7	8
27	уже в	5	7
28	все эти	7	7
29	мы можем	2	7
30	в области	4	7
31	с другой	4	6
32	в собственном	3	6
33	один из	7	6
34	мы видели	3	6
35	не может	7	6
36	в связи	2	6
37	и на	17	6
38	в основном	5	6
39	мы должны	2	6
40	что он	3	6
41	в отношении	2	6
42	но не	5	6
43	со всеми	2	6
44	не только	17	6
45	все же	7	6
46	благодаря этому	4	6
47	собственном смысле	2	6
48	точки зрения	6	6
49	все это	9	6
50	можно было	3	6
51	так и	6	5
52	именно в	6	5
53	но это	2	5
54	для него	9	5
55	одной стороны	3	5
56	при этом	5	5
57	одним из	2	5
58	уже говорили	5	5
59	на этой	2	5
60	с одной	3	5
61	с ее	3	5
62	человека и	3	5
63	мы уже	6	5
64	и к	4	5
65	о том	3	5
66	могут быть	2	5
67	в этой	10	5
68	и т.д	2	5
69	никогда не	5	4
70	в своем	5	4
71	из этих	5	4
72	прежде всего	19	4
73	на то	2	4
74	в смысле	2	4
75	всяком случае	2	4
76	речь и	2	4
77	из них	3	4
78	но и	13	4
79	а в	4	4
80	сказать что	6	4
81	в то	6	4
82	с ним	4	4
83	что слово	2	4
84	и все	3	4
85	еще не	2	4
86	по сравнению	2	4
87	во всяком	2	4
88	и это	3	4
89	там где	4	4
90	в себя	6	3
91	связаны с	2	3
92	своего развития	3	3
93	в самом	3	3
94	в него	2	3
95	значение в	4	3
96	этот процесс	4	3
97	другой стороны	3	3
98	этом отношении	3	3
99	их в	3	3
100	во всем	3	3
101	сравнению с	2	3
102	в жизни	4	3
103	от внешней	2	3
104	связь с	3	3
105	как известно	2	3
106	того как	2	3
107	место в	3	2
108	то же	7	2
109	включает в	2	2
110	в этих	4	2
111	одного из	2	2
112	в тех	2	2
113	людей с	3	2
114	но все	4	2
115	метод в	2	2
116	такого рода	2	2
117	в новое	2	2
118	хотя и	2	2
119	эти формы	2	2
120	в нем	9	2
121	этих последних	3	2
122	и других	3	2
123	как на	4	2
124	в своих	4	2
125	на его	2	2
126	в начале	5	2
127	зрения на	2	2
128	в плане	3	2
129	но они	3	2
130	с его	5	2
131	всех этих	3	2
132	в них	13	2
133	и во	4	2
134	в одном	3	2
135	связанные с	2	2
136	и эти	2	2
137	же в	3	2
138	этот момент	4	2
139	одна из	4	2
140	все что	2	2
141	с их	6	2
142	тот же	5	2
143	и потому	5	2
144	еще в	2	2
145	и особенно	3	2
146	в мире	2	2
147	этого момента	2	2
148	в своей	5	2
149	связанное с	2	2
150	в течение	3	2
151	и эта	2	2
152	и его	17	2
153	тому как	2	2
154	связан с	3	2
155	в себе	4	2
156	они являются	2	2
157	в эту	5	2
