N	2gram	Propp_Isto_2	Stilisti
1	и в	15	42
2	как бы	6	27
3	не только	18	27
4	прежде всего	5	22
5	хотя бы	2	17
6	но и	14	15
7	то же	10	15
8	и не	11	14
9	может быть	17	12
10	не может	5	12
11	как и	2	11
12	мы уже	6	11
13	что мы	3	10
14	мы должны	4	10
15	в этом	11	10
16	при этом	4	9
17	то что	12	9
18	мы не	3	9
19	все же	9	8
20	в ней	4	8
21	таким образом	7	8
22	с тем	9	8
23	тем самым	2	8
24	эти слова	3	8
25	в себе	4	8
26	и это	3	8
27	никогда не	15	7
28	и на	4	7
29	потому что	9	7
30	так как	14	7
31	было бы	5	7
32	а не	5	7
33	того чтобы	2	7
34	и его	3	7
35	мы можем	8	7
36	только в	6	7
37	в которой	2	7
38	ничего не	7	7
39	другими словами	4	6
40	не в	7	6
41	в этой	4	6
42	на его	2	6
43	когда мы	2	6
44	и так	2	6
45	в нем	7	6
46	во всех	2	6
47	так и	5	6
48	слова в	2	5
49	уже в	2	5
50	мы видели	2	5
51	и их	2	5
52	а в	12	5
53	и с	4	5
54	и наконец	5	5
55	как это	3	5
56	же мы	2	5
57	в его	6	5
58	вместе с	7	5
59	той же	2	5
60	самого начала	2	4
61	что это	6	4
62	не просто	2	4
63	к тому	5	4
64	с самого	2	4
65	но все	5	4
66	о своей	2	4
67	в качестве	3	4
68	один из	8	4
69	все это	3	4
70	того что	3	4
71	так же	13	4
72	о том	3	4
73	его в	10	4
74	но в	6	4
75	не что	2	4
76	мы видим	8	4
77	мы увидим	8	4
78	на него	5	4
79	а с	2	4
80	самом деле	2	4
81	и пр	7	4
82	можно было	5	4
83	и то	2	4
84	так сказать	2	4
85	в разных	2	3
86	его и	4	3
87	что у	2	3
88	перед нами	2	3
89	это не	2	3
90	главным образом	2	3
91	этом случае	5	3
92	для нас	4	3
93	здесь мы	3	3
94	не мог	3	3
95	в котором	5	3
96	из них	2	3
97	уже видели	4	3
98	их в	2	3
99	сказать что	2	3
100	и здесь	9	3
101	в виду	2	3
102	видели что	3	3
103	в одном	5	3
104	об этом	11	3
105	том что	7	3
106	в тех	2	3
107	еще не	9	3
108	мы в	2	3
109	должно было	3	3
110	что и	6	3
111	да и	2	3
112	на самом	2	3
113	и для	2	3
114	роль в	3	3
115	то мы	2	3
116	связи с	8	3
117	не знает	2	3
118	зависит от	2	2
119	иное как	2	2
120	человека в	2	2
121	вопрос о	4	2
122	в том	6	2
123	тому же	2	2
124	но это	4	2
125	в него	2	2
126	подойти к	2	2
127	в этих	11	2
128	в связи	5	2
129	не было	2	2
130	все эти	4	2
131	к рассмотрению	2	2
132	его не	2	2
133	в которых	2	2
134	что иное	2	2
135	что эти	4	2
136	нет ничего	2	2
137	мы имеем	15	2
138	к которому	5	2
139	в жизни	2	2
140	смысле этого	2	2
141	с этим	5	2
142	что он	24	2
143	видим что	5	2
144	не должен	4	2
145	представляет собой	5	2
146	но не	2	2
147	ни один	2	2
148	одной из	4	2
149	и когда	2	2
150	сих пор	7	2
151	связь с	4	2
152	как в	5	2
153	для наших	2	2
154	здесь не	2	2
155	должны были	8	2
156	к чему	2	2
157	к нему	5	2
158	или в	2	2
159	тем что	4	2
160	со всех	4	2
161	заметить что	2	2
