N	2gram	Medvedev_F_3	Problemy
1	и в	27	35
2	как бы	8	31
3	и не	30	27
4	что он	6	24
5	в его	7	21
6	но в	6	19
7	не может	24	18
8	как и	14	18
9	в нем	15	16
10	к другому	2	16
11	то же	15	15
12	и все	8	15
13	но и	10	14
14	может быть	25	14
15	все это	7	14
16	в сущности	2	14
17	и его	19	14
18	в этом	18	14
19	прежде всего	4	12
20	и с	3	12
21	в пределах	8	11
22	в то	7	11
23	слова и	4	11
24	не в	12	10
25	самом деле	16	10
26	же время	7	10
27	не только	9	10
28	то что	8	10
29	героя и	2	10
30	в отношении	2	9
31	на самом	14	9
32	так и	21	8
33	потому что	7	8
34	мы уже	3	8
35	все же	6	8
36	как мы	8	8
37	и для	6	8
38	лишь в	9	7
39	так же	9	7
40	точки зрения	16	7
41	с его	2	7
42	вовсе не	28	7
43	еще не	6	7
44	отношению к	3	7
45	что же	5	7
46	там где	7	7
47	таким образом	18	7
48	что в	8	6
49	в каждом	5	6
50	к тому	4	6
51	но это	2	6
52	что они	5	6
53	и что	3	6
54	в самом	11	6
55	и на	3	6
56	от него	2	6
57	но не	5	6
58	в слове	4	6
59	по отношению	3	6
60	только в	8	6
61	в конце	3	5
62	в том	7	5
63	да и	4	5
64	пределах одного	2	5
65	и даже	2	5
66	он и	3	5
67	этого слова	2	5
68	даже в	2	5
69	к самому	2	5
70	как в	4	5
71	внутренней речи	2	5
72	героя в	3	5
73	в себе	3	5
74	на протяжении	2	5
75	и это	2	5
76	все время	6	4
77	никогда не	5	4
78	друг другу	2	4
79	с другой	6	4
80	в такой	2	4
81	или иной	2	4
82	до конца	4	4
83	не о	3	4
84	же и	4	4
85	всяком случае	6	4
86	вот как	2	4
87	между тем	7	4
88	говорит он	5	4
89	в эту	2	4
90	его в	7	4
91	так как	9	4
92	бы в	6	4
93	сознания и	2	4
94	как раз	8	4
95	в них	3	4
96	по себе	4	4
97	так чтобы	2	4
98	еще в	3	4
99	нет и	3	4
100	в своей	6	4
101	только на	4	4
102	в той	3	4
103	а не	17	4
104	во всяком	6	4
105	тем что	5	4
106	что это	3	4
107	уже в	4	3
108	может войти	4	3
109	то ни	4	3
110	но так	2	3
111	и от	11	3
112	такой же	2	3
113	ни было	5	3
114	высшей степени	2	3
115	совсем не	5	3
116	в общем	2	3
117	в реальном	5	3
118	дело идет	3	3
119	в него	3	3
120	в виду	3	3
121	с ее	2	3
122	бы то	4	3
123	в целом	4	3
124	из них	2	3
125	другой стороны	5	3
126	его и	3	3
127	и со	2	3
128	в одной	5	3
129	все эти	6	3
130	того что	3	3
131	это не	3	3
132	сказать что	3	3
133	и во	2	3
134	нуждается в	3	3
135	говорить о	2	3
136	мы должны	2	3
137	в высшей	2	3
138	в котором	2	3
139	с тем	7	3
140	внутренняя речь	2	3
141	установкой на	2	3
142	не как	2	3
143	раз и	3	3
144	этом смысле	2	3
145	в ее	4	3
146	как его	9	3
147	это и	2	3
148	том что	4	3
149	слов и	4	3
150	было бы	6	3
151	за пределы	2	3
152	во всех	3	3
153	конце концов	2	3
154	что и	2	3
155	обойтись без	2	3
156	сводится к	5	3
157	уже не	3	3
158	теперь на	2	3
159	ничего не	2	3
160	так сказать	5	2
161	не менее	7	2
162	в роман	4	2
163	в сторону	2	2
164	в этих	3	2
165	тому что	3	2
166	для этого	2	2
167	столь же	3	2
168	вообще не	2	2
169	и мир	2	2
170	переходит в	2	2
171	в кругозор	2	2
172	именно потому	2	2
173	мы знаем	4	2
174	ни в	8	2
175	в дальнейшем	5	2
176	же слова	2	2
177	на этом	2	2
178	в большинстве	4	2
179	в последнем	2	2
180	при этом	8	2
181	увидеть и	2	2
182	совпадает с	2	2
183	мы видели	4	2
184	в своем	2	2
185	человека как	2	2
186	те же	3	2
187	но эта	2	2
188	увидим что	2	2
189	тому как	5	2
190	но для	2	2
191	в которых	3	2
192	их в	3	2
193	а что	3	2
194	в ней	5	2
195	но ведь	4	2
196	о том	4	2
197	как он	2	2
198	в произведении	3	2
199	большинстве случаев	5	2
200	слово в	2	2
201	и лишь	2	2
202	всех этих	2	2
203	смысле этого	2	2
204	однако в	2	2
205	в жизни	11	2
206	на тему	2	2
207	то в	2	2
208	мы увидим	2	2
209	кажется что	2	2
210	одной из	2	2
211	конечно не	4	2
212	о нем	3	2
213	друг друга	5	2
214	с таким	2	2
215	но уже	2	2
216	войти в	5	2
217	вместе с	6	2
218	этот процесс	3	2
219	бы и	3	2
220	так в	2	2
221	в отличие	2	2
222	совсем другое	2	2
223	бы не	2	2
224	жизнь и	3	2
225	чтобы не	2	2
226	и как	4	2
227	хотя бы	6	2
228	с точки	14	2
229	той же	3	2
230	без исключения	5	2
231	мы можем	4	2
232	подобно тому	4	2
233	из этого	4	2
234	отличие от	2	2
