N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	56
2	то есть	10	24
3	в романе	2	21
4	в его	7	18
5	таким образом	4	17
6	все эти	2	15
7	в этом	14	14
8	в том	9	13
9	так и	14	13
10	и его	13	12
11	в то	3	12
12	как бы	10	11
13	и т.п	5	11
14	в них	2	11
15	то же	3	11
16	же время	3	10
17	еще не	6	10
18	только в	2	9
19	в самом	5	9
20	но и	13	9
21	и не	12	9
22	том что	12	8
23	по своему	2	8
24	в сущности	5	8
25	не только	22	8
26	в нем	2	8
27	во всех	2	8
28	все это	3	8
29	и даже	8	8
30	в частности	12	7
31	в большинстве	2	7
32	и на	4	7
33	все они	2	6
34	прежде всего	5	6
35	в ее	3	6
36	в этой	6	6
37	в той	2	6
38	той же	5	6
39	на его	2	6
40	точки зрения	3	6
41	и все	2	6
42	но в	2	6
43	но не	7	5
44	с его	8	5
45	никогда не	5	5
46	в пределах	4	5
47	с ее	3	5
48	как и	14	5
49	он не	6	5
50	один из	2	5
51	своего рода	8	5
52	что в	9	5
53	не было	3	5
54	роль в	3	5
55	в результате	5	5
56	так сказать	2	5
57	и ее	2	4
58	в себе	2	4
59	в качестве	12	4
60	например в	2	4
61	и к	4	4
62	в ней	2	4
63	и потому	2	4
64	даже в	2	4
65	тарасе бульбе	3	4
66	с одной	2	4
67	при этом	11	4
68	в тарасе	3	4
69	во всем	3	4
70	о том	6	4
71	по своей	2	4
72	в особенности	3	4
73	одна из	2	4
74	перед нами	4	3
75	в своем	4	3
76	и здесь	2	3
77	в первой	8	3
78	может быть	9	3
79	не мог	2	3
80	а также	2	3
81	что и	5	3
82	то что	2	3
83	связь с	2	3
84	в форме	2	3
85	в их	6	3
86	еще и	3	3
87	там где	2	3
88	в году	3	3
89	уже не	5	3
90	не в	6	3
91	сказать что	2	3
92	между тем	5	3
93	на эту	2	3
94	и т.д	2	3
95	только не	3	2
96	о себе	2	2
97	с другой	7	2
98	это не	2	2
99	на языке	3	2
100	уже в	3	2
101	не как	2	2
102	в одном	4	2
103	к этому	3	2
104	что он	4	2
105	бы и	2	2
106	можно сказать	4	2
107	говорит о	2	2
108	и как	4	2
109	в борьбе	2	2
110	для него	6	2
111	с их	3	2
112	одной стороны	2	2
113	было бы	3	2
114	и сам	4	2
115	картина мира	4	2
116	картины мира	4	2
117	несмотря на	2	2
118	а в	10	2
119	по преимуществу	2	2
120	хотя и	2	2
121	все же	4	2
122	в точке	2	2
123	в мире	5	2
124	когда он	2	2
125	его как	3	2
126	вместе с	2	2
127	самом деле	2	2
128	дело не	3	2
129	данном случае	3	2
130	что она	2	2
131	другой стороны	5	2
132	как раз	7	2
133	не может	2	2
134	как к	2	2
135	в значительной	2	2
136	а не	9	2
137	и для	2	2
138	с точки	2	2
139	его в	3	2
140	в слове	5	2
141	мы не	3	2
142	в данном	4	2
143	но с	2	2
144	он и	3	2
145	той или	3	2
146	что они	3	2
147	далеко не	4	2
148	дело в	2	2
149	с тем	2	2
150	мира и	2	2
