N	2gram	Vinokur_St_3	Formalny
1	т е	8	32
2	и не	10	30
3	вовсе не	2	28
4	и в	25	27
5	может быть	19	25
6	не может	7	24
7	так и	5	21
8	и его	3	19
9	таким образом	10	18
10	в этом	24	18
11	а не	5	17
12	точки зрения	7	16
13	самом деле	2	16
14	и пр	13	15
15	то же	5	15
16	как и	4	14
17	с точки	4	14
18	не в	6	12
19	если бы	4	12
20	в самом	2	11
21	в жизни	4	11
22	и т	8	11
23	место в	6	10
24	но и	9	10
25	лишь в	4	9
26	так как	3	9
27	не только	12	9
28	что в	19	8
29	ни в	5	8
30	как бы	6	8
31	то что	12	8
32	как раз	3	8
33	как мы	2	8
34	только в	6	8
35	не менее	2	7
36	в том	20	7
37	же время	3	7
38	все это	8	7
39	потому что	5	7
40	в то	7	7
41	между тем	6	7
42	с тем	4	7
43	в его	12	7
44	все время	2	6
45	с другой	5	6
46	всяком случае	4	6
47	т д	2	6
48	все эти	3	6
49	в своих	8	6
50	но в	5	6
51	произведения как	2	6
52	что он	19	6
53	еще не	2	6
54	было бы	7	6
55	все же	4	6
56	в своей	4	6
57	и для	4	6
58	во всяком	4	6
59	и ее	2	6
60	вместе с	2	6
61	независимо от	5	5
62	никогда не	2	5
63	в каждом	4	5
64	что именно	2	5
65	что они	2	5
66	не является	3	5
67	другой стороны	5	5
68	в одной	2	5
69	в ней	4	5
70	в результате	2	5
71	но не	2	5
72	т п	6	5
73	тем что	19	5
74	связи с	3	5
75	так сказать	2	5
76	уже в	3	4
77	прежде всего	10	4
78	в смысле	4	4
79	к тому	2	4
80	он был	3	4
81	до конца	3	4
82	для того	2	4
83	в целом	4	4
84	со стороны	3	4
85	в связи	3	4
86	произведение от	2	4
87	о том	8	4
88	тогда когда	2	4
89	том что	15	4
90	как в	6	4
91	мы не	2	4
92	могут быть	2	4
93	из этого	4	4
94	что это	16	3
95	в этих	11	3
96	тому что	3	3
97	в какой	3	3
98	это не	7	3
99	формы в	2	3
100	в конце	6	3
101	можно сказать	4	3
102	того что	5	3
103	в виду	2	3
104	и тем	4	3
105	к материалу	2	3
106	той же	2	3
107	этом отношении	4	3
108	и что	3	3
109	произведения и	2	3
110	пришли к	2	3
111	в которых	2	3
112	и на	6	3
113	сказать что	4	3
114	и с	4	3
115	он и	2	3
116	и более	3	3
117	в них	5	3
118	исторического процесса	2	3
119	у нас	4	3
120	того же	2	3
121	во всех	2	3
122	нет и	2	3
123	ее в	2	3
124	уже не	3	3
125	не на	2	3
126	случае в	2	3
127	то он	2	3
128	в поэзии	2	3
129	сам он	2	2
130	темы и	2	2
131	для этого	2	2
132	в отношении	2	2
133	была бы	4	2
134	или иной	2	2
135	всех этих	3	2
136	но это	4	2
137	такой же	2	2
138	в этой	14	2
139	на этом	3	2
140	как о	2	2
141	в последнем	2	2
142	он считает	2	2
143	в общем	4	2
144	без труда	2	2
145	в котором	5	2
146	и др	4	2
147	он может	2	2
148	дело не	2	2
149	от того	2	2
150	отличается от	4	2
151	и только	2	2
152	действующих лиц	4	2
153	из этих	6	2
154	в россии	6	2
155	конце концов	3	2
156	в чисто	2	2
157	слово в	2	2
158	к которому	3	2
159	с его	3	2
160	этом смысле	4	2
161	в стихах	2	2
162	не как	2	2
163	и во	2	2
164	в такой	2	2
165	значение он	2	2
166	к этому	3	2
167	на тему	3	2
168	с ее	2	2
169	говорить о	3	2
170	то в	4	2
171	так чтобы	2	2
172	одна из	2	2
173	и тогда	2	2
174	связано с	5	2
175	одной из	2	2
176	в сущности	2	2
177	этого слова	2	2
178	существуют в	2	2
179	на почве	5	2
180	должен быть	2	2
181	тем не	2	2
182	в языке	8	2
183	россии и	2	2
184	что этот	3	2
185	слова как	2	2
186	в каком	4	2
187	отношения между	5	2
188	на протяжении	4	2
189	и это	5	2
190	в области	6	2
191	ничего не	4	2
192	в эту	4	2
