N	2gram	Potebnia_M_3	StatiiOP
1	и в	30	44
2	в том	32	36
3	и т	5	30
4	что в	17	30
5	том что	18	29
6	т д	3	21
7	в этом	10	21
8	вовсе не	7	19
9	то что	18	18
10	не только	21	18
11	было бы	9	17
12	а в	12	17
13	о том	2	17
14	и не	15	16
15	а не	15	16
16	может быть	28	15
17	в области	2	14
18	как в	10	13
19	не в	15	12
20	в этой	2	11
21	самом деле	2	11
22	того чтобы	3	11
23	я думаю	2	11
24	точки зрения	2	11
25	для того	4	10
26	что он	6	10
27	но и	19	10
28	только в	21	10
29	с другой	7	9
30	если бы	12	9
31	в то	10	9
32	как и	10	9
33	того что	18	9
34	т п	2	9
35	так и	11	9
36	в его	4	9
37	например в	6	8
38	все же	2	8
39	из них	6	8
40	не может	6	8
41	и его	4	8
42	прежде всего	3	7
43	так например	2	7
44	по поводу	4	7
45	в самом	8	7
46	для нас	20	7
47	сих пор	3	7
48	до сих	3	7
49	другой стороны	4	7
50	таким образом	14	7
51	этом отношении	2	7
52	сказать что	5	7
53	что они	2	7
54	потому что	46	6
55	из этих	9	6
56	так что	7	6
57	но это	6	6
58	для него	9	6
59	что и	13	6
60	в своей	2	6
61	со стороны	3	6
62	что же	2	6
63	именно в	3	6
64	не менее	5	5
65	была бы	4	5
66	так же	3	5
67	что мы	8	5
68	в котором	4	5
69	в нем	9	5
70	в целом	3	5
71	жизни и	2	5
72	все это	4	5
73	той же	2	5
74	то же	23	5
75	и даже	2	5
76	и по	4	5
77	в слове	32	5
78	в которых	2	5
79	и то	8	5
80	тем что	7	5
81	могут быть	3	5
82	так как	13	5
83	там где	3	5
84	что это	4	4
85	это слово	4	4
86	столь же	4	4
87	что она	3	4
88	это в	2	4
89	во времена	2	4
90	в ее	2	4
91	это и	2	4
92	же время	5	4
93	но все	2	4
94	тем более	4	4
95	и что	10	4
96	никто не	3	4
97	и почему	2	4
98	же и	3	4
99	как бы	3	4
100	на то	2	4
101	не было	4	4
102	в новом	2	4
103	не имеет	6	4
104	языка и	2	4
105	в которой	3	4
106	том как	3	4
107	не существует	3	3
108	а с	2	3
109	во время	2	3
110	тому что	3	3
111	для себя	3	3
112	в какой	2	3
113	и с	2	3
114	с этой	2	3
115	в каждом	3	3
116	ни в	2	3
117	об этом	2	3
118	в начале	3	3
119	но не	7	3
120	и без	7	3
121	еще не	5	3
122	что не	8	3
123	в ней	8	3
124	из двух	3	3
125	даже в	2	3
126	не все	4	3
127	и тем	5	3
128	то это	6	3
129	его жизни	2	3
130	отношению к	5	3
131	по отношению	5	3
132	ничего общего	2	3
133	в виде	2	3
134	что для	4	3
135	с одной	7	3
136	что оно	11	3
137	тем же	4	3
138	в таком	3	3
139	в чем	3	3
140	это можно	3	3
141	то или	2	3
142	в каком	5	3
143	и вообще	3	3
144	ответ на	3	3
145	между тем	9	3
146	с этим	6	3
147	что все	3	2
148	уже в	5	2
149	что ни	2	2
150	бы не	4	2
151	а как	2	2
152	одним и	3	2
153	бы мы	2	2
154	в своем	5	2
155	как о	2	2
156	по крайней	5	2
157	не всегда	2	2
158	смысле этого	7	2
159	крайней мере	5	2
160	каждого из	2	2
161	если не	4	2
162	есть в	3	2
163	при этом	3	2
164	то время	4	2
165	что при	3	2
166	что с	2	2
167	она не	2	2
168	одной стороны	3	2
169	несмотря на	2	2
170	за пределы	2	2
171	должно было	2	2
172	и потому	4	2
173	этого слова	11	2
174	тем не	3	2
175	в первом	3	2
176	в свой	2	2
177	отношение к	2	2
178	на него	3	2
179	разница между	3	2
180	что как	2	2
181	и тогда	3	2
182	целый ряд	2	2
183	в свое	2	2
184	а потому	6	2
185	из того	2	2
186	тем самым	7	2
187	так или	2	2
188	есть только	5	2
189	в других	2	2
190	на которой	3	2
191	мы не	9	2
192	не знает	3	2
193	думать что	5	2
194	их в	2	2
195	от этого	2	2
196	у него	2	2
197	одно из	5	2
198	он не	4	2
199	что эта	2	2
200	в себе	16	2
201	нет ни	2	2
202	в сознании	15	2
203	говорить о	3	2
204	не могла	2	2
205	то не	2	2
206	все в	2	2
207	и все	3	2
208	его в	3	2
209	и это	4	2
210	том смысле	3	2
211	к нему	3	2
212	или же	4	2
213	то есть	34	2
