N	2gram	Bakhtin_Pr_5	Marksizm
1	точки зрения	7	34
2	может быть	14	26
3	и не	27	26
4	не может	18	24
5	с точки	2	20
6	и в	35	19
7	и его	14	19
8	таким образом	7	17
9	в этом	14	16
10	как бы	31	15
11	прежде всего	12	13
12	как мы	8	13
13	как и	18	12
14	так и	8	11
15	и для	8	11
16	в самом	6	10
17	в нем	16	10
18	в слове	6	10
19	ни было	3	10
20	и т.п	6	10
21	самом деле	10	10
22	для него	14	9
23	лишь в	7	9
24	внутренняя речь	3	9
25	внутренней речи	5	9
26	только в	6	9
27	при этом	2	8
28	бы то	3	8
29	но и	14	8
30	то ни	3	8
31	друг друга	2	8
32	не только	10	8
33	все же	8	8
34	то что	10	8
35	без исключения	2	8
36	в каждом	6	7
37	все эти	3	7
38	так же	7	7
39	но в	19	7
40	в ее	3	7
41	во всех	3	7
42	то же	15	7
43	а не	4	7
44	в том	5	6
45	в пределах	11	6
46	другой стороны	3	6
47	в его	21	6
48	и того	2	6
49	так сказать	2	6
50	ничего не	3	6
51	с другой	4	5
52	в конце	5	5
53	мы знаем	2	5
54	не в	10	5
55	до конца	4	5
56	конечно не	2	5
57	те же	2	5
58	рядом с	4	5
59	в начале	3	5
60	и все	15	5
61	вовсе не	7	5
62	за пределы	3	5
63	в отличие	2	5
64	хотя бы	2	5
65	во всяком	4	5
66	отличие от	2	5
67	самого начала	8	4
68	что в	6	4
69	не менее	2	4
70	и внешнего	2	4
71	в отношении	9	4
72	вопрос о	2	4
73	с самого	8	4
74	дело идет	3	4
75	в ней	2	4
76	к одному	3	4
77	а в	7	4
78	и на	6	4
79	тот же	4	4
80	сказать что	3	4
81	с этим	3	4
82	по себе	4	4
83	еще не	7	4
84	было бы	3	4
85	нет и	4	4
86	что же	7	4
87	как в	5	4
88	только на	4	4
89	внутренней жизни	2	4
90	отношении к	7	4
91	понятно что	2	3
92	и от	3	3
93	а как	2	3
94	переходим к	4	3
95	здесь в	2	3
96	или иной	4	3
97	войти в	2	3
98	и как	2	3
99	в дальнейшем	2	3
100	высшей степени	3	3
101	но именно	2	3
102	в большинстве	2	3
103	же время	10	3
104	в котором	3	3
105	места в	2	3
106	из них	3	3
107	этот процесс	2	3
108	все это	14	3
109	по отношению	6	3
110	конце концов	3	3
111	того что	3	3
112	с другими	2	3
113	между тем	4	3
114	нуждается в	3	3
115	в то	11	3
116	его в	4	3
117	в высшей	3	3
118	большинстве случаев	2	3
119	слово в	2	3
120	сознания и	4	3
121	смысле этого	2	3
122	к другому	16	3
123	и к	12	3
124	том что	3	3
125	мы должны	3	3
126	одной из	2	3
127	в сущности	14	3
128	мы говорили	2	3
129	он не	13	3
130	внутреннего и	2	3
131	в первом	2	3
132	в своей	4	3
133	быть и	2	3
134	это и	3	3
135	на самом	9	3
136	сводится к	3	3
137	на этот	2	3
138	речи в	2	3
139	но все	4	3
140	между двумя	2	3
141	вполне понятно	2	3
142	слова и	11	3
143	и это	5	3
144	в которой	2	3
145	никогда не	4	2
146	тому что	2	2
147	в своем	2	2
148	что все	2	2
149	его к	3	2
150	словом и	3	2
151	ни в	2	2
152	мог бы	2	2
153	совпадает с	2	2
154	но для	2	2
155	в виду	3	2
156	всяком случае	4	2
157	себе и	7	2
158	в эти	2	2
159	с ее	3	2
160	во внутренний	5	2
161	как к	5	2
162	мысль и	2	2
163	не просто	2	2
164	пределах одного	5	2
165	и даже	5	2
166	должно быть	3	2
167	можно было	2	2
168	для других	3	2
169	с этой	2	2
170	говорит он	4	2
171	в одной	3	2
172	же и	4	2
173	о том	2	2
174	этом смысле	3	2
175	как он	2	2
176	так как	4	2
177	бы в	4	2
178	мысли в	2	2
179	нет ни	2	2
180	и с	12	2
181	и та	2	2
182	установкой на	3	2
183	не как	3	2
184	и во	3	2
185	быть в	2	2
186	что он	24	2
187	конечно в	2	2
188	одному знаменателю	2	2
189	в себе	5	2
190	то в	2	2
191	от него	6	2
192	мы уже	8	2
193	к тому	6	2
194	этого слова	5	2
195	и этот	2	2
196	что и	3	2
197	отношению к	7	2
198	благодаря этому	2	2
199	бы и	2	2
200	и прежде	4	2
201	как раз	4	2
202	к своему	5	2
203	что не	4	2
204	и он	2	2
205	той же	2	2
206	или в	2	2
207	мы можем	2	2
208	тем что	4	2
209	в другом	12	2
210	и вообще	2	2
211	глаза и	2	2
212	не знает	6	2
213	и т.д	3	2
214	из этого	2	2
215	этими двумя	2	2
216	там где	7	2
217	не понята	2	2
218	в чем	4	2
