N	2gram	Voloshinov_1	FransuaR
1	и в	38	49
2	то есть	4	32
3	прежде всего	21	19
4	в его	6	18
5	не только	27	17
6	и его	7	17
7	и на	6	17
8	и не	14	15
9	в этом	10	15
10	только в	6	13
11	но и	13	13
12	как и	10	11
13	как бы	28	11
14	и т.п	21	11
15	вовсе не	2	10
16	в этой	6	10
17	все это	4	9
18	для него	3	9
19	в нем	4	9
20	отношение к	2	8
21	все же	7	7
22	один из	4	7
23	жизни и	3	7
24	не может	12	7
25	таким образом	7	7
26	то же	14	7
27	все эти	2	7
28	как мы	9	7
29	то что	8	6
30	же время	7	6
31	мы уже	10	6
32	времени и	2	6
33	во всех	6	6
34	так и	6	6
35	сказать что	3	6
36	и с	5	6
37	точки зрения	10	6
38	в то	9	6
39	так как	7	6
40	с его	7	5
41	никогда не	7	5
42	уже в	5	5
43	выражение в	3	5
44	в начале	3	5
45	но не	2	5
46	при этом	9	5
47	тот же	2	5
48	может быть	13	5
49	и потому	2	5
50	относится к	2	5
51	в своей	2	5
52	с точки	5	5
53	роль в	3	5
54	в жизни	2	4
55	и к	4	4
56	в себе	9	4
57	том что	3	4
58	но все	4	4
59	в своих	2	4
60	в этих	2	4
61	сих пор	2	4
62	этот процесс	2	4
63	в форме	6	4
64	отношения к	3	4
65	не было	2	4
66	а в	5	4
67	лишь в	4	4
68	в области	5	4
69	тем что	2	4
70	с ним	2	4
71	но в	5	4
72	место в	2	3
73	другими словами	7	3
74	в одном	3	3
75	что он	2	3
76	был и	2	3
77	в ее	3	3
78	в том	2	3
79	да и	4	3
80	в значительной	2	3
81	связанных с	3	3
82	было бы	7	3
83	из них	3	3
84	несмотря на	2	3
85	в самом	4	3
86	жизни это	2	3
87	мы видели	5	3
88	связь с	2	3
89	этом отношении	2	3
90	и все	4	3
91	и вот	3	3
92	к нему	2	3
93	можно было	4	3
94	также и	2	3
95	их в	3	3
96	и вообще	2	3
97	о том	4	3
98	и это	7	3
99	в виду	3	3
100	связи с	3	2
101	для них	2	2
102	но даже	2	2
103	в нашем	5	2
104	в качестве	4	2
105	точку зрения	3	2
106	зрения на	2	2
107	та же	3	2
108	даже и	2	2
109	вследствие этого	2	2
110	в тех	3	2
111	можно сказать	4	2
112	в отношении	2	2
113	в дальнейшем	2	2
114	но это	2	2
115	связаны с	4	2
116	связанные с	2	2
117	связано с	2	2
118	и без	4	2
119	ничего не	8	2
120	еще не	3	2
121	события и	2	2
122	совершенно не	3	2
123	значительной степени	2	2
124	в какой-то	2	2
125	хотя и	3	2
126	в ней	8	2
127	речь и	4	2
128	себе и	2	2
129	в мире	2	2
130	вместе с	5	2
131	целый ряд	3	2
132	вряд ли	3	2
133	в связи	2	2
134	на самом	3	2
135	того чтобы	7	2
136	и эта	3	2
137	и даже	3	2
138	так же	4	2
139	одной из	2	2
140	и следовательно	5	2
141	нуждается в	2	2
142	себе в	2	2
143	на его	5	2
144	мы должны	10	2
145	и т.д	21	2
146	в конце	6	2
147	здесь не	2	2
148	мы можем	7	2
