N	2gram	Bakhtin_Fr_1	Mirosoze
1	и в	65	46
2	в нем	13	22
3	может быть	6	21
4	в этом	15	20
5	никогда не	6	18
6	для него	5	18
7	и не	22	18
8	не только	10	18
9	но и	10	15
10	не может	3	15
11	как и	5	13
12	прежде всего	11	12
13	друг друга	3	12
14	потому что	5	12
15	в ней	6	11
16	и он	2	11
17	но в	14	10
18	он не	2	10
19	в себе	3	10
20	он был	2	9
21	не в	4	9
22	не знает	6	9
23	но это	3	8
24	как бы	22	8
25	в своем	8	8
26	так как	6	8
27	отношение к	4	8
28	связана с	5	7
29	в этой	4	7
30	что он	3	7
31	и к	4	7
32	и потому	10	7
33	как в	5	7
34	и для	2	7
35	того что	2	6
36	и здесь	3	6
37	жизни и	7	6
38	в отношении	6	5
39	и вот	2	5
40	в самом	4	5
41	это не	3	5
42	и все	5	5
43	в духе	8	5
44	во всем	2	5
45	к тому	2	5
46	то что	3	5
47	в своей	5	5
48	и его	10	5
49	в его	9	5
50	и это	2	5
51	что в	3	4
52	до конца	2	4
53	с его	5	4
54	в жизни	4	4
55	том что	6	4
56	так и	10	4
57	уже не	3	4
58	его на	2	4
59	и от	2	3
60	на все	2	3
61	в том	16	3
62	менее всего	3	3
63	жизни в	5	3
64	не для	2	3
65	в своих	5	3
66	и на	11	3
67	сказать что	6	3
68	и с	3	3
69	по своей	3	3
70	о том	2	3
71	его в	7	3
72	нет ничего	3	3
73	с ним	3	3
74	они были	6	3
75	в них	5	3
76	и во	3	3
77	до сих	4	3
78	сих пор	4	3
79	от того	2	3
80	начала в	4	3
81	только в	7	3
82	есть в	5	3
83	в чем	2	3
84	но на	3	2
85	в этих	2	2
86	мир и	3	2
87	или иной	5	2
88	но эта	2	2
89	да и	2	2
90	на его	2	2
91	но для	3	2
92	хотя и	2	2
93	к нему	3	2
94	не к	2	2
95	отношения к	2	2
96	и других	3	2
97	к себе	2	2
98	в более	3	2
99	он так	2	2
100	в основе	8	2
101	точки зрения	7	2
102	между тем	5	2
103	превращается в	5	2
104	интерес к	2	2
105	мы видим	2	2
106	связи с	4	2
107	в обычном	3	2
108	в сущности	16	2
109	во всех	9	2
110	который был	2	2
111	еще более	5	2
112	но с	2	2
113	что не	2	2
114	и эта	3	2
115	и этим	2	2
116	ничего не	3	2
