N	3gram	Vygotskiy__5	Problema
1	и т д	3	10
2	то же самое	3	9
3	в данном случае	2	8
4	на то что	16	8
5	для того чтобы	19	8
6	сам по себе	3	7
7	то что мы	2	6
8	о том что	6	5
9	в том что	14	5
10	той или иной	2	4
11	в конце концов	2	4
12	на самом деле	2	4
13	сами по себе	2	3
14	то что он	3	3
15	по этому поводу	4	3
16	иметь в виду	3	3
17	с точки зрения	2	3
18	мы никогда не	2	3
19	указывает на то	2	3
20	до сих пор	5	3
21	можно сказать что	2	3
22	с другой стороны	5	3
23	не только не	4	3
24	и если мы	4	3
25	может быть и	2	3
26	то что в	2	3
27	именно то что	4	3
28	и того же	2	2
29	можно было бы	3	2
30	так же как	2	2
31	в самом деле	5	2
32	мы говорили выше	2	2
33	что иное как	2	2
34	или вернее сказать	2	2
35	и как бы	4	2
36	одного и того	2	2
37	в этом случае	2	2
38	и в самом	2	2
39	не что иное	2	2
40	с тем что	3	2
41	не может быть	2	2
42	и то что	3	2
43	и что в	3	2
44	о которых мы	2	2
