N	2gram	Vinokur_St_1	Hudozhes
1	и в	44	28
2	том что	29	19
3	в ее	4	18
4	и не	16	18
5	своего рода	3	16
6	в том	36	15
7	а не	16	14
8	не в	12	13
9	в этом	21	13
10	о том	17	12
11	как и	9	11
12	при этом	2	11
13	в его	9	11
14	не только	18	11
15	но и	10	9
16	в себе	2	9
17	что он	10	8
18	может быть	15	8
19	так и	9	8
20	между тем	3	8
21	я не	7	7
22	и все	2	7
23	об этом	3	7
24	в частности	4	7
25	отношению к	3	7
26	что она	4	7
27	по отношению	3	7
28	как это	4	7
29	это не	8	6
30	в котором	5	6
31	то что	18	6
32	жизни и	5	6
33	в своей	6	6
34	если бы	9	6
35	то же	5	6
36	не было	4	6
37	а в	17	6
38	и с	3	6
39	тем что	5	6
40	для себя	3	6
41	в то	9	6
42	что это	4	5
43	не менее	5	5
44	у него	2	5
45	в своем	2	5
46	как бы	4	5
47	как в	13	5
48	да и	3	5
49	в этой	11	5
50	что в	30	5
51	она не	2	5
52	и сам	2	5
53	в самом	7	5
54	никогда не	5	5
55	его жизни	3	5
56	в тексте	12	5
57	не могла	2	5
58	и его	8	5
59	одно из	2	5
60	для него	6	5
61	ничего не	2	5
62	бы и	4	4
63	тому что	3	4
64	превращается в	2	4
65	тем не	2	4
66	говорит о	3	4
67	то в	3	4
68	но не	3	4
69	что они	7	4
70	в качестве	4	4
71	же время	4	4
72	для того	10	4
73	он не	2	4
74	что и	6	4
75	и уже	2	4
76	и т	30	4
77	как раз	4	4
78	не может	8	4
79	того чтобы	11	4
80	как будто	4	4
81	только в	10	4
82	в других	2	4
83	бы не	2	3
84	была бы	5	3
85	о них	2	3
86	столь же	4	3
87	с другой	9	3
88	что все	2	3
89	прежде всего	7	3
90	в нем	5	3
91	что на	2	3
92	для нас	7	3
93	всякий раз	2	3
94	самом деле	11	3
95	как о	2	3
96	еще не	3	3
97	одной стороны	2	3
98	было бы	17	3
99	по поводу	7	3
100	несмотря на	2	3
101	раз в	2	3
102	в ней	3	3
103	ли в	2	3
104	не все	3	3
105	в этих	2	3
106	на него	2	3
107	со стороны	6	3
108	все это	5	3
109	а с	3	3
110	с одной	3	3
111	внимание на	3	3
112	по его	2	3
113	так же	5	3
114	можно было	13	3
115	что у	4	3
116	будто бы	3	3
117	и это	2	3
118	к нему	2	3
119	в основе	3	2
120	т е	15	2
121	именно в	6	2
122	из этих	6	2
123	гораздо более	4	2
124	вовсе не	19	2
125	а как	2	2
126	на свой	2	2
127	или иного	4	2
128	знает и	2	2
129	только тем	2	2
130	в г	3	2
131	же как	3	2
132	говорит в	2	2
133	но именно	2	2
134	что не	3	2
135	того или	4	2
136	не по	3	2
137	которая была	2	2
138	же и	4	2
139	а также	2	2
140	до сих	7	2
141	если в	2	2
142	не является	3	2
143	я с	2	2
144	к числу	2	2
145	все же	8	2
146	в первом	2	2
147	отношение к	2	2
148	во второй	9	2
149	из них	8	2
150	ни с	3	2
151	дело не	4	2
152	сих пор	7	2
153	данном случае	6	2
154	что же	6	2
155	и тогда	2	2
156	дело с	2	2
157	т п	9	2
158	т д	21	2
159	еще и	2	2
160	в двух	3	2
161	о которой	3	2
162	лишь в	3	2
163	во втором	4	2
164	тем самым	2	2
165	более чем	2	2
166	и у	2	2
167	ни одного	2	2
168	хотя бы	6	2
169	и для	3	2
170	с точки	8	2
171	той же	5	2
172	в данном	14	2
173	и то	5	2
174	сказать что	7	2
175	потому что	6	2
176	писателя в	2	2
177	однако и	2	2
178	в виде	3	2
179	и об	7	2
180	точки зрения	11	2
181	говорить о	2	2
182	в другом	3	2
183	и только	3	2
184	его в	2	2
185	ответ на	3	2
186	но в	10	2
187	том как	4	2
