N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	25
2	что он	6	22
3	вместе с	2	22
4	может быть	23	17
5	мы имеем	3	14
6	не только	14	13
7	но и	12	13
8	в его	9	12
9	и не	27	11
10	уже не	4	11
11	так как	5	11
12	все же	4	10
13	в этом	16	10
14	тем что	3	10
15	с другой	3	9
16	и его	6	9
17	таким образом	4	9
18	героя в	3	9
19	что в	4	8
20	этих случаях	2	8
21	том что	4	8
22	еще не	7	8
23	на него	3	8
24	другой стороны	3	8
25	все эти	4	8
26	и что	3	8
27	и на	11	8
28	как и	12	7
29	но это	6	7
30	то что	4	7
31	в нем	17	7
32	превращается в	4	7
33	потому что	4	7
34	и здесь	4	7
35	только в	6	7
36	о том	5	7
37	в этих	4	6
38	это не	5	6
39	прежде всего	9	6
40	что и	3	6
41	себя в	3	6
42	как в	4	6
43	не может	19	6
44	и он	6	6
45	не в	10	6
46	или в	8	6
47	могут быть	2	6
48	в том	9	6
49	там где	2	6
50	с этим	2	5
51	как мы	12	5
52	для нас	2	5
53	живет в	2	5
54	но все	2	5
55	но не	4	5
56	мы увидим	6	5
57	например в	4	5
58	в него	6	5
59	так же	3	5
60	мы не	4	5
61	не менее	2	4
62	не как	3	4
63	и тем	2	4
64	мы уже	3	4
65	в пределах	10	4
66	же как	2	4
67	все это	6	4
68	то же	6	4
69	мы здесь	2	4
70	от этого	2	4
71	он не	4	4
72	и это	3	4
73	с ним	2	4
74	того как	2	4
75	имеется и	2	3
76	никогда не	6	3
77	и как	2	3
78	и все	9	3
79	в этой	3	3
80	в то	5	3
81	в себя	4	3
82	и пр	2	3
83	но эти	4	3
84	на том	2	3
85	о нем	6	3
86	если в	2	3
87	на себя	4	3
88	то это	3	3
89	на этом	3	3
90	к нему	5	3
91	друг друга	6	3
92	а в	2	3
93	его к	2	3
94	в которых	2	3
95	в данном	2	3
96	их в	3	3
97	и с	7	3
98	они не	2	3
99	героя и	4	3
100	уже после	3	2
101	перед нами	12	2
102	уже в	4	2
103	у него	5	2
104	человека и	3	2
105	вовсе не	9	2
106	а как	2	2
107	вопрос о	2	2
108	по себе	7	2
109	на то	3	2
110	в различных	3	2
111	от них	2	2
112	можно сказать	4	2
113	так что	2	2
114	об этом	2	2
115	о которых	2	2
116	по существу	3	2
117	мы и	3	2
118	и при	3	2
119	такой же	3	2
120	одна из	2	2
121	того же	3	2
122	в формах	3	2
123	до сих	8	2
124	она не	3	2
125	и сам	5	2
126	жизни и	5	2
127	друг с	5	2
128	если бы	3	2
129	во сне	2	2
130	одним из	3	2
131	но для	3	2
132	как бы	19	2
133	по мере	4	2
134	сих пор	8	2
135	в своей	3	2
136	отношению к	5	2
137	когда он	2	2
138	во всех	5	2
139	совершенно не	4	2
140	по отношению	5	2
141	и для	3	2
142	и других	4	2
143	и они	2	2
144	в одно	2	2
145	самом деле	4	2
146	а не	11	2
147	и по	2	2
148	в других	2	2
149	так в	2	2
150	сказать что	2	2
151	но он	3	2
152	точки зрения	11	2
153	во всем	4	2
154	ту же	2	2
155	что мы	2	2
156	с другом	5	2
157	в свое	2	2
158	особенно в	5	2
159	и этим	3	2
160	живет на	6	2
161	героя но	2	2
162	ничего не	2	2
163	в античности	2	2
164	мы можем	4	2
