N	2gram	Vinokur_St_2	Myshleni
1	в том	27	33
2	том что	27	27
3	точки зрения	5	26
4	то что	11	20
5	в этом	21	19
6	с точки	2	18
7	того что	5	17
8	и в	29	15
9	не только	19	15
10	что в	19	14
11	таким образом	10	14
12	и речи	2	13
13	что он	13	12
14	того чтобы	6	12
15	в самом	7	11
16	в процессе	2	11
17	но и	19	10
18	было бы	5	10
19	для того	7	10
20	в своем	9	9
21	может быть	2	9
22	не является	3	9
23	не может	2	9
24	о том	17	9
25	связи с	4	9
26	так и	9	8
27	никогда не	3	8
28	не в	4	8
29	и что	6	8
30	если бы	2	8
31	к тому	10	7
32	и не	9	7
33	потому что	9	7
34	как бы	5	7
35	по себе	3	7
36	он не	9	7
37	во всяком	3	7
38	что это	3	6
39	в частности	4	6
40	в отношении	2	6
41	в этой	2	6
42	в виду	7	6
43	на то	2	6
44	с другой	4	6
45	сказать что	2	6
46	в истории	2	6
47	как он	2	6
48	как это	2	6
49	но в	8	6
50	по этому	2	6
51	вовсе не	6	6
52	и к	4	6
53	как и	2	6
54	как известно	2	6
55	вместе с	7	6
56	самом деле	3	6
57	на этот	2	6
58	всяком случае	3	6
59	что эта	3	6
60	там где	2	6
61	вопрос о	6	5
62	что с	2	5
63	и др	2	5
64	и даже	3	5
65	по существу	2	5
66	то же	2	5
67	этот вопрос	2	5
68	на вопрос	3	4
69	прежде всего	5	4
70	в пользу	3	4
71	по поводу	8	4
72	несмотря на	2	4
73	от его	2	4
74	все это	11	4
75	в них	2	4
76	не имеет	2	4
77	так же	3	4
78	и с	4	4
79	в предисловии	3	4
80	с и	2	4
81	в начале	3	4
82	при помощи	4	4
83	так как	2	4
84	с его	2	4
85	к этому	4	4
86	все же	6	4
87	в качестве	5	4
88	в своей	7	4
89	даже в	2	4
90	как в	3	4
91	как раз	8	4
92	того как	7	4
93	а с	3	4
94	предисловии к	2	4
95	хотя бы	3	4
96	и его	6	4
97	только в	2	4
98	в которой	11	4
99	в эту	3	4
100	действительно не	2	3
101	что у	4	3
102	во время	2	3
103	что именно	2	3
104	об этом	6	3
105	что они	2	3
106	очевидно что	2	3
107	и сам	2	3
108	для него	4	3
109	при этом	2	3
110	в общем	3	3
111	из них	3	3
112	со стороны	2	3
113	этом отношении	9	3
114	все эти	2	3
115	о мире	2	3
116	они не	2	3
117	и по	3	3
118	в результате	2	3
119	с этим	3	3
120	о которых	2	3
121	идет о	3	3
122	но не	3	3
123	того же	2	3
124	одной из	3	3
125	только что	2	3
126	в первые	2	3
127	этому поводу	2	3
128	на самом	3	3
129	а не	5	3
130	в данном	2	3
131	в отличие	2	3
132	и это	2	3
133	отличие от	2	3
134	ничего не	4	3
135	на всем	2	2
136	же как	3	2
137	относятся к	3	2
138	в этих	3	2
139	с этой	2	2
140	раньше чем	4	2
141	в полном	3	2
142	как например	2	2
143	что на	3	2
144	ни в	3	2
145	и как	2	2
146	но все	7	2
147	и более	2	2
148	как у	3	2
149	не дает	2	2
150	случае не	2	2
151	за то	3	2
152	очень хорошо	2	2
153	в котором	7	2
154	в некоторых	2	2
155	в их	3	2
156	оба эти	3	2
157	также и	2	2
158	а также	2	2
159	в одном	6	2
160	которые не	3	2
161	в известном	3	2
162	и теперь	2	2
163	не могло	3	2
164	связь с	2	2
165	бы ни	2	2
166	именно в	4	2
167	мне кажется	3	2
168	в один	2	2
169	том же	2	2
170	в его	13	2
171	речь идет	4	2
172	нет и	2	2
173	что и	2	2
174	ее в	2	2
175	раз в	2	2
176	как говорит	2	2
177	или менее	2	2
178	и самый	2	2
179	в течение	6	2
180	но с	4	2
181	по пути	2	2
182	другом месте	2	2
183	тем что	3	2
184	в себе	2	2
185	в другом	4	2
186	и вообще	2	2
187	не потому	2	2
188	более или	2	2
189	не то	3	2
