N	2gram	Propp_Isto_5	Morfolog
1	может быть	17	52
2	и т	20	49
3	т д	18	47
4	и пр	3	40
5	таким образом	9	20
6	в сказке	18	19
7	представляет собой	7	17
8	не может	6	17
9	т е	16	16
10	в этих	6	16
11	могут быть	6	15
12	с этим	5	14
13	этих случаях	8	14
14	и в	25	13
15	в этом	10	13
16	и др	3	12
17	так как	11	12
18	перед нами	2	11
19	мы видим	8	11
20	связи с	8	11
21	видим что	5	10
22	представляют собой	3	10
23	прежде всего	6	9
24	не всегда	4	9
25	этом случае	7	9
26	в связи	4	9
27	то же	4	9
28	и не	11	9
29	а не	2	9
30	мы имеем	14	9
31	с другой	9	8
32	а затем	7	8
33	по существу	2	8
34	что и	6	8
35	при помощи	7	8
36	вопрос о	2	7
37	и этим	2	7
38	в качестве	7	7
39	нет необходимости	3	7
40	все же	10	7
41	или же	3	7
42	в иное	5	6
43	это не	6	6
44	этот случай	3	6
45	и здесь	7	6
46	в том	6	6
47	но не	5	6
48	в форме	3	6
49	а в	3	6
50	во время	7	6
51	иное царство	4	6
52	не менее	4	5
53	здесь можно	2	5
54	в море	5	5
55	в образе	5	5
56	мы увидим	5	5
57	наряду с	4	5
58	во всех	2	5
59	на коне	2	5
60	как бы	2	5
61	один из	2	5
62	то что	7	5
63	сюда же	3	5
64	образом мы	2	5
65	или в	6	5
66	потому что	7	5
67	можно наблюдать	3	5
68	мы не	5	5
69	и затем	2	4
70	что в	8	4
71	и как	3	4
72	раньше чем	4	4
73	летучий корабль	2	4
74	вовсе не	2	4
75	героя в	9	4
76	об этом	2	4
77	увидим ниже	3	4
78	что его	3	4
79	тем не	4	4
80	отношению к	2	4
81	несмотря на	2	4
82	не только	13	4
83	то это	3	4
84	в некоторых	4	4
85	как в	6	4
86	как мы	5	4
87	другой стороны	8	4
88	тех же	2	4
89	так же	5	4
90	по отношению	2	4
91	как и	7	4
92	там где	6	4
93	наблюдать что	2	4
94	тем что	10	4
95	точки зрения	2	4
96	змея и	6	4
97	на этом	3	4
98	его в	9	4
99	если в	3	4
100	а если	2	4
101	ничего не	2	4
102	в других	2	4
103	если бы	2	3
104	это уже	2	3
105	и змей	2	3
106	о герое	2	3
107	же в	2	3
108	том что	8	3
109	но все	5	3
110	но это	7	3
111	в целом	3	3
112	в пределах	4	3
113	того чтобы	3	3
114	как таковое	2	3
115	он не	4	3
116	со змеем	3	3
117	как таковые	2	3
118	по воздуху	3	3
119	но и	13	3
120	на него	8	3
121	входит в	5	3
122	самом деле	2	3
123	из которых	2	3
124	и по	2	3
125	к нему	3	3
126	и для	2	3
127	друг друга	3	3
128	то здесь	2	3
129	мы можем	2	3
130	из них	2	3
131	в то	3	3
132	мы должны	4	3
133	героя и	3	3
134	значит что	2	3
135	сказка знает	2	2
136	встречается и	2	2
137	можно показать	2	2
138	с тем	8	2
139	в лесу	2	2
140	в виде	9	2
141	в частности	7	2
142	на берег	2	2
143	его и	2	2
144	помощи которой	2	2
145	к этому	2	2
146	таких случаях	2	2
147	что он	22	2
148	в различных	2	2
149	б в	2	2
150	животных и	2	2
151	можно сказать	2	2
152	так например	2	2
153	и конь	4	2
154	сделать из	2	2
155	в нее	6	2
156	то в	2	2
157	и при	2	2
158	только в	7	2
159	сказки то	2	2
160	а на	2	2
161	с этого	2	2
162	когда герой	4	2
163	одной стороны	7	2
164	но есть	2	2
165	означает что	2	2
166	мы уже	4	2
167	никто не	3	2
168	или на	2	2
169	во сне	2	2
170	но для	2	2
171	в ином	3	2
172	следует за	2	2
173	же можно	4	2
174	в таких	3	2
175	из двух	2	2
176	герой в	4	2
177	на спине	2	2
178	себя в	6	2
179	на птице	2	2
180	но эти	3	2
181	перед боем	2	2
182	их на	2	2
183	и таким	2	2
184	с одной	7	2
185	за ней	2	2
186	все эти	8	2
187	другой пример	2	2
188	и что	8	2
189	того что	2	2
190	для того	3	2
191	уже не	11	2
192	и его	9	2
193	змей и	5	2
194	на съедение	2	2
195	можно бы	3	2
196	сказке о	2	2
197	что мы	2	2
198	о том	7	2
199	в свое	2	2
200	ясно что	5	2
201	время боя	3	2
202	из дому	2	2
203	герой не	3	2
204	одна из	2	2
205	сказать что	2	2
206	убивает его	6	2
207	это было	2	2
