N	2gram	Propp_Isto_5	RusskieA
1	и в	25	36
2	не только	13	22
3	что в	8	19
4	том что	8	19
5	в том	6	17
6	т е	16	17
7	но и	13	16
8	так как	11	15
9	во время	7	14
10	в этом	10	12
11	этот обычай	4	11
12	в других	2	11
13	это не	6	10
14	как мы	5	10
15	как и	7	10
16	и т	20	10
17	вместе с	22	10
18	и на	8	10
19	потому что	7	10
20	об этом	2	9
21	т д	18	9
22	а в	3	9
23	с тем	8	8
24	мы увидим	5	8
25	из них	2	8
26	может быть	17	8
27	один из	2	8
28	и по	2	8
29	е в	3	8
30	о том	7	8
31	что и	6	7
32	и других	2	7
33	представляют собой	3	7
34	и не	11	6
35	для нас	5	6
36	так например	2	6
37	с этого	2	6
38	уже не	11	6
39	таким образом	9	6
40	мы не	5	6
41	все это	4	6
42	в виде	9	6
43	то что	7	6
44	показывает что	5	5
45	этом случае	7	5
46	все же	10	5
47	как бы	2	5
48	в течение	2	5
49	в которых	3	5
50	как в	6	5
51	того как	4	5
52	к этому	2	4
53	по существу	2	4
54	представляет собой	7	4
55	одна из	2	4
56	после этого	2	4
57	животных и	2	4
58	еще не	8	4
59	связи с	8	4
60	не совсем	6	4
61	еще в	2	4
62	и др	3	4
63	во всех	2	4
64	в некоторых	4	4
65	так в	2	4
66	не может	6	4
67	в связи	4	4
68	входит в	5	4
69	мы имеем	14	4
70	и что	8	4
71	того что	2	4
72	что этот	2	4
73	но это	7	4
74	тем что	10	4
75	только в	7	4
76	их на	2	4
77	не менее	4	3
78	о чем	2	3
79	что это	5	3
80	связанные с	2	3
81	в этих	6	3
82	в качестве	7	3
83	но все	5	3
84	он же	2	3
85	таким же	2	3
86	представление о	17	3
87	в свою	3	3
88	от них	2	3
89	увидим ниже	3	3
90	тем не	4	3
91	этого обряда	3	3
92	на этом	3	3
93	в это	2	3
94	несмотря на	2	3
95	в целях	3	3
96	в основном	4	3
97	если в	3	3
98	говорится что	3	3
99	или на	2	3
100	и из	3	3
101	не будем	5	3
102	но эти	3	3
103	на небо	6	3
104	то же	4	3
105	так же	5	3
106	ничего не	2	3
107	их в	3	3
108	точки зрения	2	3
109	под землей	2	3
110	этот обряд	6	3
111	что от	2	2
112	встречается и	2	2
113	в дом	2	2
114	в частности	7	2
115	могут быть	6	2
116	его и	2	2
117	что у	4	2
118	с этим	5	2
119	и потому	2	2
120	в образе	5	2
121	его к	3	2
122	в различных	2	2
123	в нем	7	2
124	у него	2	2
125	такое же	2	2
126	так что	2	2
127	и как	3	2
128	в дальнейшем	4	2
129	мы видим	8	2
130	такой же	2	2
131	но не	5	2
132	после того	3	2
133	она не	2	2
134	на тех	2	2
135	только у	2	2
136	но есть	2	2
137	означает что	2	2
138	когда он	2	2
139	например в	5	2
140	заупокойном культе	2	2
141	в ней	5	2
142	очень ясно	2	2
143	должно было	2	2
144	в его	12	2
145	как можно	2	2
146	и с	3	2
147	на этой	4	2
148	в целом	3	2
149	значит что	2	2
150	с ней	2	2
151	сделать из	2	2
152	находится в	2	2
153	в свете	3	2
154	обрядов и	2	2
155	в особенности	3	2
156	показывают что	3	2
157	не объясняет	2	2
158	все эти	8	2
159	а не	2	2
160	и пр	3	2
161	и для	2	2
162	с ним	4	2
163	или в	6	2
164	что обряд	2	2
165	мы можем	2	2
166	на себя	3	2
167	это время	2	2
168	и здесь	7	2
169	мы должны	4	2
170	по материалам	2	2
171	это показывает	2	2
172	там где	6	2
173	в более	3	2
174	у которых	2	2
