N	2gram	Tiupa_Narr_2	Dialekti
1	и не	14	27
2	а не	17	26
3	точки зрения	5	25
4	и в	13	24
5	и т	2	24
6	не только	26	23
7	не может	8	19
8	ничего не	6	17
9	и что	2	15
10	в таком	3	14
11	то что	8	14
12	с точки	2	14
13	может быть	10	13
14	таким образом	5	13
15	и даже	3	13
16	что он	5	13
17	вовсе не	2	13
18	что это	4	12
19	того что	6	12
20	не менее	4	11
21	не имеет	2	11
22	тем не	5	10
23	отнюдь не	4	10
24	только не	2	10
25	но и	15	9
26	что она	2	9
27	стало быть	2	9
28	прежде всего	6	8
29	том что	13	8
30	в этом	13	8
31	в виде	2	8
32	что в	4	7
33	никогда не	6	7
34	я уже	2	7
35	в самом	2	7
36	потому что	2	7
37	как и	4	7
38	только на	2	7
39	как раз	3	7
40	я не	5	6
41	должна быть	2	6
42	о том	5	6
43	если бы	4	6
44	превращается в	2	6
45	и все	4	6
46	об этом	4	6
47	оно не	2	6
48	что и	2	6
49	от всего	2	6
50	то же	4	6
51	самом деле	3	6
52	с этой	3	5
53	в том	14	5
54	но это	2	5
55	хотя и	5	5
56	жизни и	4	5
57	и его	3	5
58	как на	2	5
59	одно из	2	5
60	в то	5	5
61	как это	4	5
62	и к	6	5
63	было бы	2	5
64	он не	5	5
65	так и	9	5
66	уже не	4	5
67	мы не	2	5
68	только в	11	5
69	тому что	3	4
70	с другой	5	4
71	это не	3	4
72	или иной	3	4
73	к тому	9	4
74	как о	2	4
75	хотя бы	2	4
76	так же	2	4
77	сказать что	3	4
78	у нас	2	4
79	говорить о	2	4
80	о нем	3	4
81	говорит о	2	4
82	только что	2	4
83	собственно говоря	2	4
84	и мира	4	4
85	в чем	2	4
86	тому как	2	4
87	подобно тому	2	4
88	для него	4	4
89	перед нами	4	3
90	быть может	2	3
91	все же	6	3
92	в своем	6	3
93	не в	8	3
94	же время	3	3
95	же она	2	3
96	одной стороны	5	3
97	тем более	2	3
98	в нем	5	3
99	то и	3	3
100	с одной	5	3
101	все эти	3	3
102	того или	3	3
103	мере в	2	3
104	мира и	3	3
105	в силу	4	3
106	на то	2	3
107	одна из	3	3
108	все что	4	3
109	не будет	2	3
110	как бы	6	3
111	если не	2	3
112	тем самым	5	3
113	той же	2	3
114	в слове	3	3
115	зависит от	2	2
116	же как	2	2
117	в частности	11	2
118	двух или	2	2
119	что у	2	2
120	из этих	2	2
121	его внутренней	2	2
122	точно так	2	2
123	для нас	2	2
124	тому же	4	2
125	себя но	2	2
126	еще не	2	2
127	при этом	14	2
128	несмотря на	2	2
129	но для	2	2
130	той или	3	2
131	у меня	2	2
132	не вполне	2	2
133	и тем	5	2
134	и уже	4	2
135	именно в	2	2
136	они не	2	2
137	и по	3	2
138	а в	9	2
139	в своих	2	2
140	о ней	3	2
141	никак не	3	2
142	в ней	2	2
143	для себя	3	2
144	и здесь	2	2
145	от его	2	2
146	бы в	2	2
147	но в	6	2
148	с его	3	2
149	у него	6	2
150	нового времени	2	2
151	личности в	2	2
152	или иного	3	2
153	же в	4	2
154	но не	3	2
155	со всеми	2	2
156	и когда	3	2
157	только к	3	2
158	однако не	2	2
159	со стороны	6	2
160	себя в	2	2
161	бытия в	2	2
162	и у	4	2
163	и он	2	2
164	и для	3	2
165	или иначе	2	2
166	в данном	10	2
167	которое не	2	2
168	в себе	8	2
169	в его	6	2
