N	2gram	Voloshinov_1	RusskieA
1	и в	15	29
2	что в	6	22
3	том что	5	22
4	в том	4	22
5	как бы	11	18
6	и другие	2	14
7	может быть	13	13
8	так как	9	13
9	во время	5	12
10	как и	6	11
11	одна из	3	11
12	в этом	13	11
13	все это	5	10
14	в этот	4	10
15	и с	7	10
16	не только	5	10
17	а в	6	9
18	но и	4	8
19	ее в	2	8
20	его в	8	8
21	мы видели	5	7
22	данном случае	3	7
23	как в	3	7
24	мы не	4	6
25	еще не	7	6
26	вместе с	4	6
27	таким образом	21	6
28	при этом	7	6
29	того чтобы	2	6
30	и на	3	6
31	в данном	3	6
32	потому что	4	5
33	это не	2	5
34	к этому	7	5
35	то что	10	5
36	и что	3	5
37	но не	5	5
38	для этого	4	5
39	не может	13	5
40	будто бы	2	5
41	но в	9	5
42	именно в	3	4
43	и все	4	4
44	уже не	5	4
45	не в	4	4
46	к нему	7	4
47	то же	7	4
48	у нас	3	4
49	а не	2	4
50	в таком	3	4
51	их в	2	4
52	далеко не	4	4
53	на этом	5	3
54	в этих	2	3
55	в качестве	2	3
56	не всегда	4	3
57	главным образом	4	3
58	в ее	4	3
59	она не	2	3
60	до конца	5	3
61	того что	2	3
62	было бы	6	3
63	и о	3	3
64	что она	2	3
65	но если	2	3
66	с другими	5	3
67	во всех	8	3
68	не будем	2	3
69	связь с	4	3
70	и через	2	3
71	все эти	9	3
72	и по	5	3
73	как мы	10	3
74	между тем	2	3
75	в этой	5	3
76	в таких	3	3
77	что это	3	3
78	в эту	2	3
79	не менее	3	2
80	об этом	4	2
81	могут быть	6	2
82	никогда не	7	2
83	связанные с	2	2
84	между собой	4	2
85	жизни в	3	2
86	о них	2	2
87	из этих	4	2
88	если он	5	2
89	прежде всего	11	2
90	из наиболее	3	2
91	что и	2	2
92	к ней	2	2
93	в г	3	2
94	одним из	3	2
95	и при	3	2
96	совсем не	5	2
97	такие представления	2	2
98	из основных	2	2
99	для них	3	2
100	и пр	9	2
101	совершенно не	2	2
102	все то	2	2
103	тем не	2	2
104	не совсем	2	2
105	из этого	2	2
106	в него	2	2
107	силу и	2	2
108	один из	4	2
109	должен быть	2	2
110	на две	3	2
111	все же	5	2
112	в своей	9	2
113	что при	2	2
114	не было	4	2
115	в течение	2	2
116	на самом	2	2
117	обе стороны	2	2
118	и для	2	2
119	должно быть	2	2
120	в своих	4	2
121	и то	2	2
122	одно из	3	2
123	с этим	6	2
124	на себя	2	2
125	и ее	3	2
126	в то	6	2
127	но вместе	2	2
128	не можем	3	2
