N	2gram	Vygotskiy__5	Formalny
1	и не	6	30
2	вовсе не	3	28
3	и в	30	27
4	может быть	11	25
5	не может	9	24
6	так и	3	21
7	и его	6	19
8	таким образом	20	18
9	в этом	14	18
10	а не	8	17
11	точки зрения	7	16
12	самом деле	8	16
13	в нем	7	15
14	то же	7	15
15	между ними	2	15
16	на самом	2	14
17	как и	6	14
18	с точки	2	14
19	не в	8	12
20	если бы	11	12
21	в самом	14	11
22	художественное произведение	5	11
23	и т	7	11
24	но и	6	10
25	не могут	3	10
26	так как	9	9
27	не только	16	9
28	так же	13	9
29	что в	24	8
30	ни в	3	8
31	при этом	8	8
32	как бы	19	8
33	с помощью	2	8
34	и все	4	8
35	то что	37	8
36	как раз	13	8
37	как мы	5	8
38	только в	5	8
39	в том	27	7
40	все это	2	7
41	потому что	23	7
42	в искусстве	6	7
43	в то	2	7
44	художественного произведения	3	7
45	с тем	8	7
46	совершенно не	6	7
47	в его	4	7
48	если мы	16	7
49	тем же	3	7
50	там где	4	7
51	все время	20	6
52	с другой	9	6
53	т д	3	6
54	все эти	2	6
55	в своих	5	6
56	бы в	5	6
57	но в	5	6
58	что он	17	6
59	еще не	5	6
60	было бы	5	6
61	все же	7	6
62	в своей	4	6
63	хотя бы	3	6
64	и для	6	6
65	в данном	3	6
66	вместе с	12	6
67	никогда не	9	5
68	в каждом	2	5
69	что именно	5	5
70	зависимости от	7	5
71	что они	5	5
72	совсем не	2	5
73	того чтобы	20	5
74	не является	2	5
75	другой стороны	5	5
76	в одной	2	5
77	в ней	4	5
78	в результате	4	5
79	говорит он	2	5
80	и между	3	5
81	в зависимости	6	5
82	но не	7	5
83	и потому	5	5
84	т п	3	5
85	сводится к	5	5
86	тем что	6	5
87	связи с	2	5
88	если же	2	5
89	уже в	6	4
90	прежде всего	4	4
91	к тому	8	4
92	мы знаем	2	4
93	он был	2	4
94	и как	7	4
95	до конца	2	4
96	для того	20	4
97	в целом	5	4
98	жизни и	6	4
99	данном случае	3	4
100	со стороны	3	4
101	содержания и	4	4
102	о том	10	4
103	как это	7	4
104	мы можем	7	4
105	между собой	2	4
106	каждый элемент	2	4
107	обстоит дело	3	4
108	по себе	7	4
109	не есть	4	4
110	в ее	3	4
111	в романе	2	4
112	том что	21	4
113	слов и	2	4
114	как в	3	4
115	только на	4	4
116	мы не	3	4
117	связь между	2	4
118	могут быть	8	4
119	из этого	2	4
120	же как	2	3
121	искусства в	2	3
122	что это	8	3
123	в этих	3	3
124	материала и	5	3
125	тому что	8	3
126	это не	3	3
127	формы и	3	3
128	в конце	4	3
129	можно сказать	2	3
130	для нас	3	3
131	должна быть	2	3
132	того что	8	3
133	имеет место	3	3
134	в него	4	3
135	в виду	4	3
136	и тем	6	3
137	по отношению	2	3
138	той же	3	3
139	этом отношении	3	3
140	и что	23	3
141	в которых	2	3
142	и на	3	3
143	никак не	6	3
144	сказать что	9	3
145	и с	2	3
146	в основе	7	3
147	и следовательно	2	3
148	в них	4	3
149	ясно что	6	3
150	художественном произведении	2	3
151	у нас	4	3
152	того же	2	3
153	же самое	5	3
154	мы уже	6	3
155	во всех	2	3
156	еще в	2	3
157	дело с	5	3
158	в той	3	3
159	героя в	3	3
160	и эта	2	3
161	в себе	5	3
162	он является	2	2
163	в основу	4	2
164	одним и	3	2
165	для этого	9	2
166	в отношении	2	2
167	была бы	3	2
168	содержание и	4	2
169	или иной	2	2
170	находятся в	3	2
171	в этой	5	2
172	на этом	6	2
173	очевидно что	2	2
174	не можем	4	2
175	с такой	4	2
176	к другому	2	2
177	в котором	2	2
178	был бы	5	2
179	нам кажется	2	2
180	из них	2	2
181	для чего	2	2
182	от того	4	2
183	что она	6	2
184	отличается от	2	2
185	в своем	6	2
186	в нас	13	2
187	и только	3	2
188	отношения к	2	2
189	именно на	5	2
190	и даже	2	2
191	одной и	2	2
192	увидим что	9	2
193	от одного	2	2
194	действующих лиц	7	2
195	знаем что	2	2
196	из этих	3	2
197	как он	2	2
198	в полной	2	2
199	конце концов	2	2
200	что ни	3	2
201	с его	2	2
202	именно потому	3	2
203	только не	5	2
204	этом смысле	2	2
205	не как	3	2
206	к этому	3	2
207	стороны и	4	2
208	одна из	3	2
209	от него	4	2
210	этот закон	2	2
211	мы увидим	9	2
212	мы должны	3	2
213	или на	2	2
214	в сущности	12	2
215	исходили из	2	2
216	сами по	2	2
217	должен быть	2	2
218	с таким	2	2
219	что и	3	2
220	именно это	4	2
221	и именно	4	2
222	к самому	2	2
223	так в	3	2
224	и самый	2	2
225	в отличие	2	2
226	это только	3	2
227	это и	2	2
228	человека в	3	2
229	и понять	2	2
230	в таком	3	2
231	это значит	2	2
232	является в	2	2
233	в каком	3	2
234	поэтому совершенно	2	2
235	отношения между	2	2
236	это противоречие	4	2
237	ту же	2	2
238	и это	8	2
239	дело в	2	2
240	героя и	7	2
241	отличие от	2	2
242	ничего не	2	2
