N	2gram	Tiupa_Lite_2	Problemy
1	и не	11	31
2	и в	19	29
3	в его	4	24
4	может быть	17	24
5	а не	20	22
6	в этом	9	22
7	как бы	2	19
8	в нем	3	19
9	точки зрения	4	19
10	для него	4	18
11	не только	8	15
12	то что	7	15
13	но и	10	14
14	и его	3	14
15	то же	12	14
16	уже не	2	13
17	с точки	3	13
18	как и	10	12
19	о себе	3	12
20	не может	9	12
21	в одном	2	10
22	в то	9	10
23	все же	2	9
24	но не	5	9
25	же время	9	9
26	в каждом	2	8
27	до конца	2	8
28	что он	3	8
29	что в	4	8
30	отношению к	3	8
31	по отношению	4	8
32	потому что	2	8
33	в том	10	8
34	прежде всего	4	7
35	вовсе не	2	7
36	том что	7	7
37	не в	4	7
38	так и	7	7
39	художественного видения	2	7
40	и как	3	7
41	а в	3	7
42	и на	6	7
43	в себе	6	7
44	но в	2	7
45	в конце	2	6
46	в целом	2	6
47	одним из	3	6
48	был бы	2	6
49	как раз	2	6
50	в мире	9	6
51	могут быть	2	6
52	так как	3	6
53	и др	3	5
54	было бы	2	5
55	еще не	2	5
56	в сущности	3	5
57	у него	2	5
58	он не	5	5
59	мысли и	2	5
60	той же	2	5
61	художественного мира	2	5
62	он и	2	5
63	с ним	2	5
64	ничего не	3	5
65	мира в	2	5
66	в результате	2	4
67	перестает быть	3	4
68	личности в	3	4
69	что было	2	4
70	идет о	3	4
71	что и	2	4
72	с идеей	2	4
73	но это	3	4
74	и с	3	4
75	даже в	4	4
76	и т	2	4
77	и для	3	4
78	не было	2	4
79	тем что	4	4
80	героя в	2	4
81	и наконец	2	4
82	в основе	2	4
83	в этой	3	4
84	человека в	4	4
85	уже в	2	3
86	я не	5	3
87	никогда не	3	3
88	и одновременно	2	3
89	в них	2	3
90	с другой	8	3
91	по существу	3	3
92	одна из	5	3
93	художественного творчества	2	3
94	все что	2	3
95	себе и	3	3
96	и до	2	3
97	в их	3	3
98	другой стороны	4	3
99	как на	3	3
100	т п	2	3
101	этом отношении	3	3
102	в себя	3	3
103	друг друга	2	3
104	художественном мире	2	3
105	тому как	2	3
106	в своих	2	3
107	но с	3	3
108	подобно тому	2	3
109	как к	3	3
110	но как	2	3
111	не знает	2	3
112	в художественном	2	3
113	в противоположность	2	2
114	себя и	2	2
115	однако в	6	2
116	хотя бы	2	2
117	с этой	2	2
118	в жизни	2	2
119	и нет	2	2
120	и к	2	2
121	жизни и	4	2
122	же в	2	2
123	так что	4	2
124	при этом	6	2
125	него не	2	2
126	ведь это	2	2
127	на себя	2	2
128	тот же	2	2
129	и сам	2	2
130	жизни а	2	2
131	наконец в	2	2
132	один из	4	2
133	данном случае	3	2
134	ни было	2	2
135	то и	3	2
136	и даже	8	2
137	в кругозоре	3	2
138	а потому	2	2
139	и что	2	2
140	из которых	2	2
141	в художественной	3	2
142	в данном	3	2
143	себя как	2	2
144	в ней	4	2
145	одно из	2	2
146	для себя	2	2
147	в истории	2	2
148	из тех	2	2
149	в россии	2	2
150	по преимуществу	2	2
