N	2gram	Vinokur_St_2	Marksizm
1	точки зрения	5	34
2	может быть	2	26
3	и не	9	26
4	не может	2	24
5	с точки	2	20
6	и в	29	19
7	и его	6	19
8	таким образом	10	17
9	в этом	21	16
10	как бы	5	15
11	языка в	2	14
12	в процессе	2	14
13	прежде всего	5	13
14	как и	2	12
15	и пр	8	12
16	так и	9	11
17	связи с	4	11
18	в самом	7	10
19	в нем	4	10
20	ни было	2	10
21	самом деле	3	10
22	для него	4	9
23	в результате	2	9
24	только в	2	9
25	при этом	2	8
26	бы то	2	8
27	но и	19	8
28	то ни	2	8
29	до сих	6	8
30	не только	19	8
31	все же	6	8
32	то что	11	8
33	сих пор	5	8
34	все эти	2	7
35	так же	3	7
36	и те	2	7
37	но в	8	7
38	в ее	2	7
39	то же	2	7
40	а не	5	7
41	в том	27	6
42	кроме того	4	6
43	другой стороны	3	6
44	и здесь	3	6
45	того же	2	6
46	в его	13	6
47	на почве	2	6
48	ничего не	4	6
49	с другой	4	5
50	в конце	2	5
51	именно в	4	5
52	не в	4	5
53	до конца	3	5
54	в начале	3	5
55	и потому	2	5
56	к этому	4	5
57	вовсе не	6	5
58	в отличие	2	5
59	того чтобы	6	5
60	хотя бы	3	5
61	этот вопрос	2	5
62	во всяком	3	5
63	отличие от	2	5
64	самого начала	3	4
65	что в	19	4
66	не менее	3	4
67	в отношении	2	4
68	вопрос о	6	4
69	с самого	3	4
70	в ней	7	4
71	не является	3	4
72	не столько	7	4
73	и на	6	4
74	сказать что	2	4
75	с этим	3	4
76	по себе	3	4
77	было бы	5	4
78	нет и	2	4
79	как в	3	4
80	в языке	5	4
81	для того	7	4
82	в данном	2	4
83	выражение в	2	4
84	отношении к	3	4
85	этом отношении	9	3
86	в какой	2	3
87	а как	4	3
88	и как	2	3
89	не дает	2	3
90	в котором	7	3
91	из них	3	3
92	все это	11	3
93	не было	3	3
94	того что	5	3
95	не имеет	2	3
96	между тем	5	3
97	xix века	3	3
98	в то	2	3
99	его в	2	3
100	в каком	2	3
101	и к	4	3
102	том что	27	3
103	одной из	3	3
104	совершенно не	2	3
105	он не	9	3
106	в своей	7	3
107	в истории	2	3
108	на самом	3	3
109	на этот	2	3
110	но все	7	3
111	и это	2	3
112	в которой	11	3
113	в области	2	3
114	же как	3	2
115	в частности	4	2
116	никогда не	3	2
117	тому что	7	2
118	в своем	9	2
119	тем не	2	2
120	ни в	3	2
121	первой части	2	2
122	одним из	6	2
123	в виду	7	2
124	всяком случае	3	2
125	и др	2	2
126	времени не	2	2
127	не приходится	4	2
128	и даже	3	2
129	с этой	2	2
130	в одной	2	2
131	о том	17	2
132	как он	2	2
133	так как	2	2
134	свое выражение	2	2
135	и с	4	2
136	и более	2	2
137	если бы	2	2
138	что он	13	2
139	конечно в	2	2
140	в себе	2	2
141	в романе	4	2
142	у нас	3	2
143	в качестве	5	2
144	к тому	10	2
145	не могло	3	2
146	что и	2	2
147	и речи	2	2
148	как раз	8	2
149	к своему	2	2
150	что такое	2	2
151	и он	3	2
152	тем что	3	2
153	в другом	4	2
154	и вообще	2	2
155	в русской	5	2
156	там где	2	2
