N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	49
2	прежде всего	2	19
3	в его	40	18
4	не только	5	17
5	и его	17	17
6	и на	3	17
7	и не	26	15
8	в этом	14	15
9	только в	16	13
10	но и	9	13
11	как и	5	11
12	как бы	9	11
13	вовсе не	7	10
14	в этой	2	10
15	все это	10	9
16	для него	8	9
17	в нем	28	9
18	отношение к	5	8
19	все же	5	7
20	один из	2	7
21	жизни и	8	7
22	не может	27	7
23	то же	5	7
24	все эти	10	7
25	именно в	5	6
26	то что	7	6
27	в себя	7	6
28	же время	2	6
29	времени и	4	6
30	во всех	11	6
31	так и	2	6
32	рядом с	3	6
33	точки зрения	12	6
34	в то	3	6
35	никогда не	5	5
36	в своем	16	5
37	но не	12	5
38	при этом	4	5
39	может быть	45	5
40	и потому	2	5
41	в своей	10	5
42	с точки	9	5
43	в жизни	2	4
44	в себе	21	4
45	том что	4	4
46	но все	5	4
47	жить и	2	4
48	этот момент	6	4
49	в своих	3	4
50	не было	8	4
51	а в	4	4
52	лишь в	8	4
53	в области	2	4
54	тем что	3	4
55	там где	5	4
56	с ним	5	4
57	но в	5	4
58	место в	5	3
59	всех этих	3	3
60	жизни в	5	3
61	но здесь	3	3
62	в одном	4	3
63	его целом	10	3
64	что он	2	3
65	в ее	16	3
66	в том	6	3
67	во всем	7	3
68	не дает	3	3
69	было бы	8	3
70	с ее	2	3
71	ни в	12	3
72	и все	7	3
73	и других	2	3
74	культуры и	5	3
75	на первом	2	3
76	только с	3	3
77	менее всего	6	3
78	к нему	12	3
79	о том	3	3
80	первом плане	2	3
81	и под	2	3
82	для которого	3	3
83	и это	12	3
84	в виду	3	3
85	смысла и	2	2
86	включает в	2	2
87	сознания и	3	2
88	что в	4	2
89	могут быть	3	2
90	в качестве	2	2
91	думать что	2	2
92	та же	2	2
93	имеем в	2	2
94	вследствие этого	2	2
95	в смысле	6	2
96	и эти	2	2
97	это и	2	2
98	но это	6	2
99	лишь как	2	2
100	культура в	2	2
101	ничего не	3	2
102	до конца	3	2
103	мы здесь	2	2
104	еще не	4	2
105	со всеми	2	2
106	совершенно не	6	2
107	в ней	3	2
108	в него	2	2
109	себе и	3	2
110	в мире	6	2
111	и за	2	2
112	в ту	2	2
113	в их	8	2
114	смысл и	6	2
115	на самом	3	2
116	именно на	2	2
117	ко всему	5	2
118	того чтобы	2	2
119	и эта	2	2
120	на основе	7	2
121	жизнь и	2	2
122	что только	2	2
123	как к	2	2
124	в другом	3	2
125	и т.д	2	2
126	и смысл	2	2
127	здесь не	3	2
