N	2gram	Losev_Prob_5	slovoVRo
1	и в	30	39
2	может быть	7	37
3	и его	6	33
4	то есть	21	26
5	не только	18	24
6	и не	12	22
7	но и	13	21
8	не может	5	20
9	в нем	6	19
10	в этом	17	16
11	так и	7	15
12	а не	5	14
13	человек и	2	14
14	как в	2	13
15	вовсе не	8	10
16	не в	7	9
17	и с	5	9
18	прежде всего	6	8
19	таким образом	13	8
20	точки зрения	10	8
21	при этом	4	7
22	еще не	3	7
23	в его	12	7
24	как бы	6	7
25	никогда не	7	7
26	и даже	14	7
27	как мы	2	7
28	с ним	3	7
29	в них	2	6
30	и к	4	6
31	все же	9	6
32	как и	7	6
33	в своем	11	6
34	но не	7	6
35	жизни и	2	6
36	в значительной	2	6
37	все эти	2	6
38	но в	9	6
39	не могут	2	5
40	с другой	6	5
41	это не	2	5
42	и для	6	5
43	и все	9	5
44	по себе	2	5
45	для нас	10	5
46	том что	17	5
47	но все	4	5
48	одной стороны	3	5
49	только в	9	5
50	в том	12	5
51	и их	5	5
52	один из	2	5
53	с одной	3	5
54	уже не	6	5
55	конечно не	2	5
56	мира и	2	5
57	не менее	5	4
58	поэтому и	2	4
59	ни в	4	4
60	отношению к	2	4
61	в смысле	4	4
62	в новое	3	4
63	в отношении	3	4
64	по отношению	2	4
65	его не	2	4
66	то же	2	4
67	с помощью	2	4
68	в таком	2	4
69	а в	6	4
70	и на	6	4
71	даже и	4	4
72	в то	4	4
73	отношение к	2	4
74	его в	6	4
75	здесь не	7	4
76	так как	6	4
77	борьбы с	2	3
78	что в	5	3
79	хотя бы	2	3
80	человека и	4	3
81	здесь в	2	3
82	в свою	2	3
83	что и	6	3
84	связи с	7	3
85	у него	11	3
86	и как	6	3
87	в ней	3	3
88	к нему	3	3
89	и дальше	2	3
90	а также	3	3
91	с точки	8	3
92	сказать что	9	3
93	между тем	2	3
94	в чем	2	3
95	во всяком	2	3
96	в данном	2	2
97	уже в	2	2
98	и более	2	2
99	и другие	3	2
100	хотя и	8	2
101	борьбу с	2	2
102	однако в	3	2
103	жизни в	4	2
104	но он	5	2
105	того как	5	2
106	тогда когда	4	2
107	время это	2	2
108	не всегда	3	2
109	новое время	3	2
110	в себе	4	2
111	что он	7	2
112	без всякого	2	2
113	в дальнейшем	7	2
114	все что	2	2
115	как о	4	2
116	и нет	2	2
117	со всеми	2	2
118	только и	3	2
119	при его	2	2
120	всяком случае	2	2
121	не все	2	2
122	сих пор	2	2
123	на его	2	2
124	то что	18	2
125	дело в	2	2
126	вместе с	7	2
127	на него	2	2
128	и речи	2	2
129	а именно	12	2
130	кроме того	2	2
131	в связи	7	2
132	в виде	10	2
133	именно в	3	2
134	еще более	3	2
135	мы не	2	2
136	они не	2	2
137	эта идея	2	2
138	именно на	2	2
139	того чтобы	2	2
140	для того	3	2
141	или в	4	2
142	людей и	13	2
143	также и	12	2
144	в результате	7	2
145	он не	3	2
146	как с	2	2
147	далеко не	4	2
148	в другом	3	2
149	факт что	2	2
150	о том	12	2
151	здесь как	2	2
152	в области	2	2
153	в одном	3	2
154	до сих	2	2
