N	2gram	Trubetskoy_1	Narrotol
1	не только	7	31
2	но и	9	27
3	и не	8	23
4	при этом	9	19
5	может быть	16	15
6	в частности	2	14
7	как и	9	13
8	а в	3	13
9	только в	6	12
10	в этом	12	12
11	и в	23	11
12	в данном	3	11
13	тогда как	6	10
14	то что	18	9
15	то есть	2	9
16	то же	4	8
17	в том	30	8
18	данном случае	3	8
19	не может	17	8
20	иначе говоря	4	8
21	если бы	8	7
22	у него	5	7
23	том что	19	7
24	но в	4	7
25	и т.д	4	6
26	к тому	8	6
27	не в	8	6
28	в самом	8	6
29	как бы	10	6
30	жизни и	2	6
31	тому же	6	6
32	во втором	2	6
33	в себе	5	6
34	в его	5	6
35	в этой	6	6
36	так и	10	5
37	тем самым	3	5
38	столь же	5	5
39	и на	6	5
40	потому что	9	5
41	между двумя	5	5
42	точки зрения	13	5
43	никогда не	4	4
44	из этих	8	4
45	все же	13	4
46	для него	2	4
47	то в	2	4
48	но не	2	4
49	же время	2	4
50	прежде всего	3	4
51	еще не	5	4
52	к нему	2	4
53	имеет место	2	4
54	в ней	3	4
55	в нем	3	4
56	в мире	6	4
57	из них	5	4
58	и состоит	2	4
59	того что	6	4
60	того чтобы	8	4
61	хотя и	4	4
62	в то	6	4
63	что у	2	4
64	о том	7	4
65	одна из	2	4
66	в сознании	6	4
67	не менее	7	3
68	что в	8	3
69	в нашем	3	3
70	в своем	10	3
71	это не	3	3
72	в жизни	3	3
73	что он	7	3
74	сводится к	2	3
75	тем не	4	3
76	начало и	6	3
77	у нас	3	3
78	в начале	2	3
79	в целом	5	3
80	самом деле	12	3
81	но как	2	3
82	как известно	3	3
83	для того	8	3
84	может служить	3	3
85	за ними	3	3
86	но для	2	3
87	он не	3	3
88	отношению к	9	3
89	по отношению	9	3
90	не было	2	3
91	именно в	5	3
92	о них	2	3
93	лишь в	5	3
94	и конец	4	3
95	в глазах	2	3
96	и то	4	3
97	также и	2	3
98	их в	2	3
99	и с	5	3
100	и ее	2	3
101	как будто	5	3
102	и все	7	3
103	между тем	12	3
104	а для	2	3
105	отнюдь не	2	2
106	в этих	3	2
107	между собой	4	2
108	двух или	3	2
109	не подлежит	3	2
110	в конце	4	2
111	этих двух	2	2
112	в сущности	2	2
113	в свою	2	2
114	на то	9	2
115	как мы	2	2
116	с ее	2	2
117	и того	3	2
118	при отсутствии	2	2
119	свою очередь	2	2
120	по своему	5	2
121	все что	9	2
122	между ними	2	2
123	до сих	8	2
124	она не	2	2
125	как у	3	2
126	к ним	2	2
127	они могут	2	2
128	к двум	2	2
129	не вполне	3	2
130	всяком случае	2	2
131	хотя бы	4	2
132	не будет	5	2
133	вместе с	6	2
134	быть и	5	2
135	сих пор	8	2
136	заключает в	2	2
137	другой стороны	5	2
138	только что	3	2
139	в связи	3	2
140	и только	2	2
141	тем же	2	2
142	с другой	6	2
143	и для	6	2
144	друг друга	2	2
145	отличие от	3	2
146	в таком	4	2
147	с ними	2	2
148	каждый из	3	2
149	в результате	9	2
150	во всяком	2	2
151	мы можем	6	2
152	и от	5	2
153	что касается	6	2
154	связи с	4	2
155	я в	2	2
156	что мы	4	2
157	с ним	6	2
158	в области	4	2
159	та же	3	2
160	то они	3	2
