N	2gram	Bakhtin_Fr_3	StatiiOP
1	и в	40	44
2	в том	8	36
3	что в	12	30
4	том что	4	29
5	в этом	15	21
6	вовсе не	12	19
7	то что	5	18
8	не только	13	18
9	было бы	4	17
10	а в	3	17
11	о том	4	17
12	и не	13	16
13	а не	5	16
14	может быть	9	15
15	в данном	4	14
16	в области	4	14
17	как в	3	13
18	можно было	3	13
19	в первой	2	12
20	у нас	4	11
21	в этой	3	11
22	самом деле	3	11
23	того чтобы	4	11
24	точки зрения	2	11
25	для того	3	10
26	что он	2	10
27	но и	11	10
28	но в	8	10
29	только в	3	10
30	с другой	2	9
31	если бы	3	9
32	в то	6	9
33	как и	11	9
34	также и	4	9
35	так и	3	9
36	в его	13	9
37	например в	2	8
38	во всех	6	8
39	все же	2	8
40	из них	4	8
41	не может	3	8
42	и его	17	8
43	это не	2	8
44	но ведь	3	8
45	прежде всего	16	7
46	в самом	6	7
47	сих пор	4	7
48	до сих	4	7
49	таким образом	10	7
50	этом отношении	2	7
51	сказать что	3	7
52	потому что	2	6
53	из этих	2	6
54	но это	3	6
55	для него	5	6
56	что и	3	6
57	в своей	6	6
58	данном случае	2	6
59	именно в	2	6
60	на самом	3	6
61	в той	6	6
62	дело в	2	6
63	хотя бы	2	6
64	не менее	2	5
65	вплоть до	3	5
66	в котором	2	5
67	в нем	5	5
68	в целом	2	5
69	жизни и	4	5
70	все это	4	5
71	той же	8	5
72	то же	7	5
73	и даже	4	5
74	тем что	3	5
75	все эти	8	5
76	так как	4	5
77	там где	3	5
78	и очень	2	4
79	в частности	3	4
80	научного изучения	3	4
81	представление о	2	4
82	это в	2	4
83	мы находим	3	4
84	в ее	3	4
85	это и	2	4
86	же время	6	4
87	но все	3	4
88	же и	3	4
89	как раз	5	4
90	как бы	3	4
91	дело не	3	4
92	не было	5	4
93	еще более	4	4
94	в которой	2	4
95	в основе	5	3
96	во время	8	3
97	поэтому в	2	3
98	и с	8	3
99	и так	2	3
100	в конце	3	3
101	очень часто	2	3
102	ни в	4	3
103	он был	3	3
104	об этом	3	3
105	в начале	3	3
106	но не	2	3
107	того же	2	3
108	еще не	3	3
109	своего рода	2	3
110	и для	5	3
111	в ней	4	3
112	даже в	4	3
113	отношению к	2	3
114	в истории	4	3
115	по отношению	3	3
116	что для	2	3
117	лишь в	2	3
118	должны быть	2	3
119	тем же	2	3
120	эпохи и	2	3
121	в другом	3	3
122	видно что	4	3
123	связанные с	3	3
124	между тем	3	3
125	с этим	2	3
126	том числе	3	2
127	уже в	2	2
128	всех этих	3	2
129	в этих	6	2
130	даже и	2	2
131	в своем	7	2
132	как о	2	2
133	хотя в	2	2
134	и во	4	2
135	больше чем	2	2
136	быть в	2	2
137	раз в	2	2
138	при этом	3	2
139	и перед	2	2
140	но именно	3	2
141	и сам	2	2
142	со всеми	5	2
143	находим и	2	2
144	в сущности	9	2
145	и потому	4	2
146	а также	4	2
147	этого слова	2	2
148	ни одной	2	2
149	и такие	2	2
150	отношение к	8	2
151	такого рода	3	2
152	конечно не	2	2
153	для установления	2	2
154	для этого	3	2
155	начиная с	3	2
156	еще и	2	2
157	в эпоху	8	2
158	это вовсе	2	2
159	и у	2	2
160	свидетельствует о	2	2
161	в других	3	2
162	мы не	2	2
163	числе и	2	2
164	в своих	5	2
165	думать что	2	2
166	их в	3	2
167	у него	8	2
168	одно из	3	2
169	он не	9	2
170	но он	2	2
171	в себе	3	2
172	и все	9	2
173	и это	2	2
174	к нему	2	2
175	или же	2	2
176	говорит об	2	2
177	гораздо больше	2	2
178	то есть	18	2
