N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	44
2	и в	16	33
3	в этом	18	28
4	как бы	10	25
5	может быть	6	22
6	том что	12	22
7	что в	2	21
8	в том	12	21
9	о том	7	20
10	как это	6	14
11	таким образом	2	13
12	и не	12	13
13	так же	2	13
14	сказать что	2	13
15	то есть	9	13
16	все это	4	13
17	к тому	7	12
18	в самом	6	12
19	и все	3	12
20	было бы	3	12
21	что все	2	11
22	он не	2	11
23	на то	2	10
24	что она	2	10
25	не может	4	10
26	в его	2	10
27	если бы	3	10
28	в этой	9	9
29	и если	3	9
30	по себе	2	9
31	как раз	4	9
32	то же	4	9
33	в конце	4	8
34	вместе с	2	8
35	как будто	3	8
36	в своем	4	7
37	так что	3	7
38	не только	16	7
39	точки зрения	4	6
40	у него	4	6
41	в сущности	4	6
42	никак не	2	6
43	а не	10	6
44	в себе	7	6
45	казалось бы	3	5
46	никогда не	3	5
47	в целом	8	5
48	и на	6	5
49	вовсе не	2	5
50	с ним	2	5
51	как и	14	5
52	и его	4	5
53	в частности	16	4
54	так например	2	4
55	мы узнаем	2	4
56	из них	3	4
57	а в	3	4
58	того что	2	4
59	к этому	2	4
60	говорит о	5	4
61	себя в	2	4
62	в своей	2	4
63	на него	2	4
64	в двух	2	4
65	как мы	3	4
66	с точки	2	4
67	той же	2	4
68	в таком	2	4
69	можно было	3	4
70	по поводу	3	4
71	только в	4	4
72	это было	2	4
73	с одной	5	3
74	в сторону	5	3
75	в мире	6	3
76	тому же	4	3
77	на этом	4	3
78	в пределах	9	3
79	одной стороны	4	3
80	вслед за	2	3
81	с ее	2	3
82	и за	3	3
83	но и	12	3
84	и до	2	3
85	в то	2	3
86	его в	2	3
87	при таком	2	3
88	в одном	2	3
89	говорить о	6	3
90	но не	4	3
91	здесь в	2	3
92	она не	2	3
93	речь идет	2	3
94	что и	3	3
95	так и	15	3
96	как в	4	3
97	узнает о	2	3
98	тем самым	4	3
99	и он	2	3
100	и для	2	3
101	тем что	3	3
102	здравого смысла	2	3
103	этого слова	3	3
104	на этот	2	3
105	место в	3	2
106	не был	3	2
107	столь же	4	2
108	с другой	6	2
109	была бы	2	2
110	прежде всего	3	2
111	из его	2	2
112	же время	2	2
113	при этом	10	2
114	в действительности	3	2
115	и является	4	2
116	в котором	2	2
117	один из	2	2
118	с той	2	2
119	в их	3	2
120	другой стороны	2	2
121	именно в	3	2
122	те же	2	2
123	не имеет	2	2
124	воли и	3	2
125	в результате	3	2
126	одно из	2	2
127	не в	4	2
128	мы имеем	3	2
129	но в	6	2
130	а как	2	2
131	повествования и	3	2
132	только не	4	2
133	что касается	3	2
134	и к	5	2
135	по существу	2	2
136	представляет собой	8	2
137	сюжета и	3	2
138	можно сказать	4	2
139	читателя в	4	2
140	во всех	4	2
141	иначе говоря	11	2
142	даже в	2	2
143	на две	3	2
144	как говорит	2	2
145	композиции как	2	2
146	со стороны	3	2
147	внимание на	2	2
148	в словах	3	2
149	сводится к	3	2
150	тому как	3	2
151	и то	3	2
152	между двумя	4	2
153	едва ли	3	2
154	ничего не	9	2
