N	2gram	Bakhtin_Fr_8	Dialekti
1	и не	9	30
2	может быть	3	20
3	и в	56	19
4	не только	8	19
5	а не	2	16
6	в себе	4	15
7	то что	3	14
8	что она	2	14
9	и даже	8	14
10	в том	13	14
11	как бы	11	14
12	так как	4	14
13	потому что	6	14
14	вовсе не	6	13
15	но и	9	12
16	то же	11	12
17	не просто	3	12
18	точки зрения	6	12
19	и все	6	12
20	что это	4	10
21	ни в	2	10
22	как и	5	10
23	и как	2	10
24	в нем	8	10
25	так и	13	10
26	том что	8	10
27	это не	2	10
28	сказать что	3	10
29	времени и	4	9
30	никогда не	5	9
31	не может	2	9
32	прежде всего	6	8
33	мы уже	10	8
34	с точки	2	8
35	не в	3	8
36	в этом	14	8
37	в своей	2	8
38	но это	2	7
39	и к	4	7
40	что в	5	7
41	и то	2	7
42	так что	3	7
43	что он	2	6
44	что они	2	6
45	в то	12	6
46	но не	5	6
47	есть и	5	6
48	конечно не	4	6
49	не потому	2	6
50	с другой	2	5
51	же время	10	5
52	по своему	8	5
53	можно сказать	2	5
54	в самом	9	5
55	и потому	4	5
56	что и	3	5
57	как раз	2	5
58	и его	12	5
59	только в	9	5
60	о том	4	5
61	и с	8	5
62	уже в	2	4
63	в своем	3	4
64	в одном	2	4
65	в ее	6	4
66	все же	2	4
67	при этом	4	4
68	то время	2	4
69	еще не	10	4
70	к нему	2	4
71	за пределы	4	4
72	той или	2	4
73	он не	5	4
74	вопрос об	2	4
75	связи с	6	4
76	ни с	5	4
77	все это	8	4
78	другой стороны	2	4
79	в связи	3	4
80	таким образом	17	4
81	самом деле	2	4
82	а в	2	4
83	но он	3	4
84	в каком	2	4
85	в другом	3	4
86	по своей	4	4
87	с ним	2	4
88	вещей и	11	3
89	всех этих	3	3
90	и более	4	3
91	в этих	11	3
92	вещи и	4	3
93	и почти	3	3
94	как мы	7	3
95	уже не	3	3
96	в этой	6	3
97	кроме того	3	3
98	было бы	2	3
99	себе и	2	3
100	даже в	4	3
101	из них	2	3
102	и их	8	3
103	грань между	2	3
104	не было	5	3
105	мы находим	3	3
106	в той	6	3
107	между собою	2	3
108	в данном	2	3
109	они не	5	3
110	его в	2	3
111	нет ни	2	3
112	все его	3	3
113	в узком	2	2
114	только не	2	2
115	в частности	7	2
116	перед нами	3	2
117	сливаются в	3	2
118	человека и	2	2
119	на самом	2	2
120	момент в	2	2
121	что на	2	2
122	мы видим	6	2
123	с тем	2	2
124	или менее	2	2
125	до сих	8	2
126	нем и	2	2
127	на его	6	2
128	ни о	2	2
129	в сущности	8	2
130	несмотря на	2	2
131	которые были	2	2
132	в ней	4	2
133	сих пор	8	2
134	в мире	2	2
135	во всех	8	2
136	в некоторых	3	2
137	дело не	2	2
138	был в	2	2
139	данном случае	2	2
140	в их	3	2
141	так же	2	2
142	в изображении	4	2
143	не на	3	2
144	например в	4	2
145	того как	2	2
146	с ее	5	2
147	с одной	4	2
148	форм и	4	2
149	культуры и	2	2
150	более или	2	2
151	времени в	3	2
152	бы и	2	2
153	на мир	2	2
154	в своих	4	2
155	и совершенно	2	2
156	также и	2	2
157	в результате	5	2
158	их в	4	2
159	и при	2	2
160	между тем	3	2
161	не как	2	2
162	в виде	2	2
163	во время	5	2
164	во все	3	2
165	что эти	2	2
166	все эти	15	2
167	в которой	4	2
168	в области	5	2
169	но в	6	2
170	вместе с	2	2
