N	2gram	Potebnia_M_2	Russkaja
1	не может	12	22
2	и не	19	19
3	в том	18	17
4	в этом	8	17
5	и в	24	14
6	то что	20	13
7	таким образом	11	11
8	то же	12	11
9	же время	2	10
10	но и	9	10
11	в то	6	10
12	том что	8	9
13	не только	15	9
14	в себе	10	9
15	может быть	23	9
16	во всяком	7	9
17	прежде всего	7	8
18	того чтобы	2	8
19	как на	3	8
20	стремление к	2	7
21	и если	4	7
22	самом деле	2	7
23	мы должны	2	7
24	о том	5	7
25	если бы	11	6
26	на самом	2	6
27	что он	4	6
28	и при	3	6
29	с тем	4	6
30	для него	10	6
31	для того	5	6
32	всяком случае	7	6
33	если в	3	6
34	все это	2	6
35	и для	3	6
36	себя и	2	5
37	хотя бы	2	5
38	вопрос о	2	5
39	на то	5	5
40	и на	8	5
41	при этом	13	5
42	до сих	4	5
43	было бы	13	5
44	никогда не	4	5
45	в нем	9	5
46	сих пор	4	5
47	во всех	7	5
48	а между	4	5
49	и только	6	5
50	а потому	5	5
51	а в	8	5
52	потому что	49	5
53	только в	11	5
54	между тем	6	5
55	но не	12	4
56	при таких	3	4
57	не могут	7	4
58	что в	16	4
59	тогда когда	10	4
60	как и	7	4
61	более или	8	4
62	все что	3	4
63	как бы	9	4
64	все же	5	4
65	вместе с	11	4
66	со стороны	3	4
67	от того	5	4
68	или менее	8	4
69	не в	13	4
70	и то	3	4
71	во всем	2	4
72	в его	2	4
73	его в	3	4
74	так как	10	4
75	что это	3	3
76	из этих	4	3
77	что все	2	3
78	с нею	2	3
79	главным образом	4	3
80	что может	2	3
81	о которых	3	3
82	всех этих	2	3
83	и как	6	3
84	в другом	2	3
85	что они	5	3
86	должно быть	2	3
87	еще не	4	3
88	в самом	4	3
89	но если	2	3
90	и потому	2	3
91	точке зрения	2	3
92	но мы	3	3
93	то это	3	3
94	что и	11	3
95	не есть	6	3
96	и т	6	3
97	из них	5	3
98	вряд ли	3	3
99	не было	6	3
100	что оно	4	3
101	того что	7	3
102	ко всем	2	3
103	и по	2	3
104	друг друга	2	3
105	что для	3	3
106	или в	2	3
107	тем что	7	3
108	и во	3	3
109	связи с	6	3
110	о котором	2	3
111	одна из	4	3
112	в сознании	23	3
113	место в	4	2
114	только для	5	2
115	а с	2	2
116	этого не	2	2
117	зависит от	2	2
118	сама по	2	2
119	и есть	2	2
120	у него	2	2
121	но даже	3	2
122	что только	2	2
123	и от	3	2
124	с этим	7	2
125	точно так	9	2
126	состоит в	2	2
127	по себе	15	2
128	и вместе	4	2
129	бы ни	5	2
130	уже не	4	2
131	так что	10	2
132	но это	3	2
133	от него	4	2
134	не можем	6	2
135	указывает на	2	2
136	что с	2	2
137	и тот	2	2
138	в ней	3	2
139	помнить что	3	2
140	в котором	4	2
141	отношении к	2	2
142	для нее	2	2
143	и тем	3	2
144	для нас	31	2
145	в некоторых	4	2
146	но она	3	2
147	и тогда	3	2
148	тому что	2	2
149	по отношению	2	2
150	тогда как	10	2
151	отношения к	2	2
152	если не	4	2
153	все эти	2	2
154	и что	4	2
155	тем самым	4	2
156	а не	18	2
157	факт что	2	2
158	что такое	2	2
159	не так	3	2
160	так же	2	2
161	в других	4	2
162	во многих	3	2
163	в таком	4	2
164	их в	2	2
165	мы можем	12	2
166	или от	2	2
167	даже и	2	2
168	во время	4	2
169	и человек	3	2
170	говоря о	3	2
171	в этих	3	2
172	с ним	5	2
173	но в	4	2
174	касается до	2	2
