N	2gram	Vygotskiy__4	Psycholo
1	в том	42	37
2	и в	20	32
3	и что	8	22
4	том что	35	21
5	то что	15	21
6	таким образом	25	21
7	потому что	12	21
8	что в	19	20
9	так же	11	18
10	может быть	12	18
11	что и	9	17
12	не может	6	17
13	точки зрения	24	17
14	самом деле	7	16
15	того чтобы	7	14
16	что он	6	13
17	при этом	12	13
18	то же	16	13
19	для того	5	13
20	в этом	24	13
21	если мы	10	12
22	в самом	6	12
23	не только	15	12
24	заключается в	18	12
25	так как	10	12
26	на то	5	11
27	с тем	6	11
28	было бы	8	11
29	в основе	17	11
30	как и	9	10
31	когда он	3	10
32	но и	9	10
33	и не	8	10
34	с точки	11	10
35	никогда не	5	9
36	что все	3	9
37	что при	2	9
38	как в	5	9
39	тем что	7	9
40	что это	2	8
41	не менее	3	8
42	не в	4	8
43	с таким	3	8
44	той же	6	8
45	того что	10	8
46	на деле	3	8
47	к тому	6	7
48	ясно что	2	7
49	и как	9	7
50	такой же	2	7
51	а не	7	7
52	говорит что	3	7
53	в сущности	4	7
54	все эти	5	7
55	можно было	6	7
56	и его	5	7
57	сказать что	6	7
58	только в	10	7
59	что они	14	7
60	все время	4	6
61	в этой	3	6
62	тот же	9	6
63	как бы	7	6
64	целый ряд	5	6
65	те же	6	6
66	формы и	3	6
67	же самое	7	6
68	что если	2	6
69	о том	5	6
70	если бы	5	6
71	сейчас же	2	5
72	отнюдь не	3	5
73	на все	3	5
74	вслед за	2	5
75	он говорит	2	5
76	в ней	2	5
77	далеко не	2	5
78	этом отношении	7	5
79	только на	2	5
80	и на	6	5
81	и более	7	4
82	же как	6	4
83	столь же	3	4
84	от того	3	4
85	едва ли	2	4
86	с этой	4	4
87	что на	2	4
88	как это	9	4
89	в чем	3	4
90	в действительности	5	4
91	и той	4	4
92	которые мы	3	4
93	никак не	2	4
94	и когда	3	4
95	совершенно не	3	4
96	и тем	8	4
97	в нем	2	4
98	все же	5	4
99	с той	2	4
100	из них	4	4
101	наряду с	3	4
102	данном случае	2	4
103	а в	2	4
104	мы имеем	2	4
105	одной и	5	4
106	к одному	6	4
107	мы видим	10	4
108	не имеет	2	4
109	и для	4	4
110	и те	4	4
111	в данном	2	4
112	в языке	2	4
113	тому что	4	4
114	и с	4	4
115	говорит он	5	4
116	могут быть	7	4
117	с этим	5	4
118	в целом	11	4
119	ту же	2	4
120	и это	2	4
121	которые в	4	4
122	в сознании	4	4
123	того как	2	4
124	и поэтому	3	4
125	между тем	9	4
126	по своему	4	3
127	не могут	3	3
128	состоит в	4	3
129	в частности	5	3
130	к которым	2	3
131	с другой	12	3
132	точно так	3	3
133	представить себе	2	3
134	показывает что	2	3
135	указывает на	2	3
136	которые не	2	3
137	и к	5	3
138	а только	3	3
139	видим что	2	3
140	который не	2	3
141	по существу	3	3
142	так что	3	3
143	это значит	2	3
144	как говорит	2	3
145	но как	2	3
146	том виде	2	3
147	в свою	2	3
148	и другой	3	3
149	что с	4	3
150	в нашей	2	3
151	мы в	2	3
152	в своей	7	3
153	может служить	2	3
154	а другой	2	3
155	один из	3	3
156	так и	5	3
157	то как	2	3
158	том чтобы	2	3
159	в их	12	3
160	в отношении	10	3
161	на этом	3	3
162	и других	3	3
163	и он	2	3
164	приходит к	3	3
165	тому как	2	3
166	в смысле	4	3
167	в каком	2	3
168	и то	10	3
169	во всем	3	3
170	мы должны	11	3
171	и отношений	3	3
172	тогда когда	8	3
173	но в	3	3
174	значит что	2	3
175	в виду	3	3
176	мы можем	5	3
177	как только	2	2
178	слова в	9	2
179	место в	2	2
180	при определении	2	2
181	показали что	4	2
182	мы будем	2	2
183	все более	2	2
184	и которая	2	2
185	ничего кроме	2	2
186	понятно что	2	2
187	этой теории	4	2
188	сравнению с	3	2
189	что такие	2	2
190	в какой	3	2
191	но так	2	2
192	это не	5	2
193	и от	3	2
194	одного и	6	2
195	более и	2	2
196	в каждом	2	2
197	это в	2	2
198	этой точки	4	2
199	это означает	2	2
200	переходе от	2	2
201	во всяком	4	2
202	и здесь	2	2
203	ни в	3	2
204	и при	4	2
205	даны в	2	2
206	свою очередь	2	2
207	еще не	2	2
208	но не	3	2
209	же самую	3	2
210	того же	9	2
211	по сравнению	4	2
212	но что	3	2
213	и тот	7	2
214	на его	3	2
215	не имеют	3	2
216	к нему	2	2
217	том же	2	2
218	в его	11	2
219	что всякое	2	2
220	в него	2	2
221	всяком случае	3	2
222	как он	4	2
223	в этих	3	2
224	для нас	4	2
225	на том	4	2
226	в процессе	27	2
227	вместе с	8	2
228	отличается от	2	2
229	всех остальных	2	2
230	противоречие с	2	2
231	себе и	3	2
232	при анализе	2	2
233	другой стороны	9	2
234	а с	2	2
235	что оно	4	2
236	роль в	4	2
237	этой области	2	2
238	что ребенок	12	2
239	здесь мы	2	2
240	или иному	2	2
241	и у	2	2
242	указывая на	2	2
243	на этот	3	2
244	отличие от	2	2
245	увидим что	5	2
246	тому или	2	2
247	в таком	2	2
248	что этот	2	2
249	также и	2	2
250	их в	2	2
251	подобно тому	2	2
252	в себе	10	2
253	указывают на	4	2
254	и только	4	2
255	в уме	5	2
256	могли бы	9	2
257	в свое	2	2
258	когда мы	2	2
259	в которой	3	2
260	одни и	3	2
261	к которому	3	2
262	и которые	2	2
