N	2gram	Bakhtin_sl_1	Vvedenie
1	и т	28	42
2	т д	5	36
3	и в	41	32
4	в том	3	31
5	в этом	12	30
6	может быть	14	26
7	том что	2	26
8	не только	16	22
9	для того	2	21
10	таким образом	9	19
11	также и	3	18
12	потому что	2	15
13	так как	3	15
14	не может	14	14
15	в самом	5	13
16	в нем	30	13
17	о том	3	13
18	того что	3	12
19	в их	4	12
20	и не	16	12
21	в его	13	12
22	только в	6	12
23	как мы	8	11
24	в ее	2	11
25	в данном	3	11
26	языка и	12	10
27	но в	8	9
28	в истории	3	9
29	между тем	2	9
30	то же	14	9
31	в той	10	9
32	с другой	5	8
33	это не	6	8
34	не в	7	8
35	именно в	3	8
36	прежде всего	8	7
37	в большей	3	7
38	точки зрения	16	7
39	но не	2	7
40	было бы	3	7
41	все же	7	7
42	можно было	2	7
43	не могут	3	6
44	из этих	3	6
45	до сих	2	6
46	смысле слова	2	6
47	же время	12	6
48	один из	4	6
49	но и	16	6
50	все это	5	6
51	и даже	6	6
52	широком смысле	2	6
53	в то	14	6
54	его в	3	6
55	вовсе не	7	6
56	как и	4	6
57	в качестве	3	6
58	сих пор	2	6
59	хотя бы	3	6
60	и его	14	6
61	в широком	2	5
62	так что	2	5
63	как бы	12	5
64	и тем	2	5
65	в целом	2	5
66	а как	2	5
67	данном случае	3	5
68	другой стороны	4	5
69	имеет дело	2	5
70	одним из	4	5
71	сказать что	2	5
72	в них	6	5
73	по своему	2	5
74	на почве	4	5
75	не есть	2	5
76	т п	23	5
77	а не	15	5
78	могут быть	19	5
79	связана с	2	4
80	с этой	3	4
81	в каждом	4	4
82	язык как	3	4
83	этом случае	2	4
84	одной стороны	4	4
85	всяком случае	5	4
86	в котором	2	4
87	в особенности	8	4
88	с одной	4	4
89	а в	6	4
90	в первом	3	4
91	в чисто	2	4
92	от этого	2	4
93	в разных	3	4
94	еще не	4	4
95	в своей	7	4
96	как раз	2	4
97	в виде	2	4
98	уже не	2	4
99	и для	4	4
100	речь в	2	4
101	той же	2	4
102	и то	2	4
103	во всяком	7	4
104	и ее	3	4
105	в себе	3	4
106	в частности	2	3
107	в этих	2	3
108	вообще не	3	3
109	или меньшей	4	3
110	бы и	3	3
111	можно сказать	2	3
112	к тому	3	3
113	сливается с	2	3
114	в известной	2	3
115	на этом	2	3
116	большей или	4	3
117	до конца	12	3
118	при этом	6	3
119	такого рода	2	3
120	известном смысле	2	3
121	хотя и	2	3
122	в ней	4	3
123	именно как	2	3
124	к нему	5	3
125	отношение к	7	3
126	из них	3	3
127	на том	2	3
128	дело не	2	3
129	в своем	3	3
130	язык и	10	3
131	все эти	9	3
132	и других	3	3
133	так же	2	3
134	и на	14	3
135	в результате	3	3
136	языка в	16	3
137	свое выражение	2	3
138	в известном	2	3
139	нисколько не	2	3
140	не как	4	3
141	к этому	2	3
142	и к	5	3
143	связи с	2	3
144	одной из	3	3
145	в одном	2	3
146	в сущности	13	3
147	в свое	3	3
148	а также	2	3
149	языков в	7	3
150	как оно	3	3
151	и вообще	2	3
152	как только	3	2
153	все время	3	2
154	же как	2	2
155	никогда не	3	2
156	тому что	2	2
157	в отношении	6	2
158	преимущественно в	4	2
159	или иной	9	2
160	и сам	3	2
161	и той	2	2
162	и др	14	2
163	от других	2	2
164	как сказано	3	2
165	не было	3	2
166	языка или	2	2
167	произведения и	2	2
168	должно быть	2	2
169	и те	2	2
170	рядом с	4	2
171	и с	4	2
172	с этим	3	2
173	той или	9	2
174	и здесь	3	2
175	единого и	4	2
176	могут не	2	2
177	так и	11	2
178	не исчерпывается	2	2
179	для них	2	2
180	лежит в	4	2
181	языка а	3	2
182	не с	2	2
183	у нас	2	2
184	по существу	3	2
185	того же	6	2
186	во всех	17	2
187	мы уже	2	2
188	том же	4	2
189	с ней	2	2
190	быть и	4	2
191	языка так	3	2
192	только на	2	2
193	в языке	5	2
194	входит в	4	2
195	язык в	4	2
196	между ними	2	2
197	к языку	3	2
198	с точки	8	2
199	мы не	2	2
200	у них	2	2
201	языка на	3	2
202	выражение в	3	2
203	в другом	2	2
204	на протяжении	2	2
205	здесь не	2	2
206	одна из	2	2
207	ничего не	4	2
