N	2gram	Propp_Isto_3	Marksizm
1	точки зрения	2	34
2	может быть	11	26
3	и не	12	26
4	не может	4	24
5	и в	22	19
6	и его	4	19
7	таким образом	10	17
8	в этом	17	16
9	прежде всего	3	13
10	как мы	8	13
11	как и	3	12
12	и пр	11	12
13	так и	2	11
14	и для	2	11
15	связи с	6	11
16	в нем	9	10
17	только в	4	9
18	при этом	2	8
19	но и	12	8
20	друг друга	6	8
21	до сих	5	8
22	не только	14	8
23	все же	5	8
24	то что	7	8
25	сих пор	5	8
26	в связи	3	7
27	все эти	4	7
28	так же	3	7
29	но в	10	7
30	то же	6	7
31	а не	6	7
32	в том	9	6
33	в пределах	4	6
34	другой стороны	7	6
35	и здесь	7	6
36	в его	3	6
37	ничего не	6	6
38	с другой	7	5
39	мы знаем	2	5
40	не в	4	5
41	и потому	2	5
42	и все	3	5
43	к этому	7	5
44	вовсе не	2	5
45	этот вопрос	2	5
46	во всяком	2	5
47	что в	15	4
48	не менее	5	4
49	вопрос о	2	4
50	в ней	2	4
51	здесь мы	5	4
52	а в	6	4
53	и на	4	4
54	сказать что	3	4
55	с этим	8	4
56	еще не	10	4
57	было бы	3	4
58	не будем	3	4
59	как в	2	4
60	только на	2	4
61	в данном	4	4
62	далеко не	3	4
63	внутри этой	2	3
64	и есть	2	3
65	и от	3	3
66	одного из	2	3
67	можно сказать	2	3
68	и как	3	3
69	в дальнейшем	4	3
70	не дает	2	3
71	не имеют	2	3
72	в котором	2	3
73	из них	7	3
74	по отношению	2	3
75	не было	2	3
76	того что	5	3
77	не имеет	2	3
78	между тем	2	3
79	в то	2	3
80	его в	3	3
81	нет ничего	2	3
82	большинстве случаев	2	3
83	и действительно	2	3
84	и к	3	3
85	этом случае	5	3
86	том что	8	3
87	мы должны	7	3
88	совершенно не	2	3
89	он не	5	3
90	быть и	3	3
91	целый ряд	3	3
92	на самом	2	3
93	имеет свою	3	3
94	но все	2	3
95	и ее	3	3
96	и это	2	3
97	же как	2	2
98	независимо от	2	2
99	в частности	5	2
100	никогда не	3	2
101	это делает	2	2
102	в своем	2	2
103	тем не	5	2
104	ни в	2	2
105	связь и	2	2
106	в свою	4	2
107	одним из	4	2
108	всяком случае	2	2
109	себе и	2	2
110	и др	2	2
111	жизни и	2	2
112	где они	2	2
113	и даже	2	2
114	в работе	2	2
115	в одной	3	2
116	из этих	3	2
117	о том	3	2
118	так как	7	2
119	и с	4	2
120	и более	2	2
121	для них	3	2
122	если бы	6	2
123	если он	2	2
124	что он	9	2
125	у нас	4	2
126	одна из	2	2
127	от него	2	2
128	во все	2	2
129	они и	3	2
130	в качестве	2	2
131	она не	4	2
132	мы уже	6	2
133	к тому	3	2
134	в знак	2	2
135	не все	6	2
136	что и	9	2
137	отношению к	2	2
138	что не	2	2
139	и он	2	2
140	на смену	4	2
141	той же	2	2
142	или в	11	2
143	связана с	3	2
144	то мы	2	2
145	мы можем	6	2
146	тем что	4	2
147	могут быть	5	2
148	этой системы	2	2
149	в другом	2	2
150	ту же	2	2
151	в русской	3	2
152	там где	7	2
153	в чем	3	2
