N	2gram	Bakhtin_Fr_1	Problema
1	то что	3	42
2	вовсе не	18	35
3	то есть	45	33
4	и в	65	32
5	и не	22	31
6	не просто	3	23
7	в этом	15	19
8	не только	10	17
9	потому что	5	16
10	в себе	3	15
11	как бы	22	14
12	может быть	6	14
13	но в	14	14
14	в нем	13	13
15	сказать что	6	13
16	что мы	2	13
17	как раз	3	13
18	что в	3	12
19	том что	6	12
20	так и	10	12
21	и даже	8	11
22	о том	2	11
23	так как	6	11
24	прежде всего	11	10
25	в этой	4	10
26	нет ничего	3	10
27	ничего не	3	10
28	но не	2	9
29	в том	16	9
30	но и	10	9
31	раз и	2	9
32	по своему	8	9
33	еще не	6	9
34	в таком	2	9
35	и это	2	9
36	есть только	2	8
37	не может	3	8
38	все эти	10	8
39	и на	11	8
40	даже и	3	8
41	он и	3	8
42	в своей	5	8
43	но это	3	8
44	никогда не	6	7
45	все это	9	7
46	того что	2	7
47	всех этих	8	7
48	в них	5	7
49	и все	5	7
50	что он	3	7
51	во всех	9	7
52	как мы	6	7
53	только в	7	7
54	при этом	6	6
55	в самом	4	6
56	хотя и	2	6
57	в виду	3	6
58	это не	3	6
59	и здесь	3	6
60	но как	3	6
61	его в	7	6
62	совершенно не	4	6
63	за пределы	8	6
64	в его	9	6
65	на самом	6	6
66	самом деле	3	6
67	разного рода	3	6
68	в своем	8	5
69	или иной	5	5
70	можно сказать	2	5
71	для нас	4	5
72	есть в	5	5
73	мы уже	12	5
74	той или	5	5
75	еще и	5	5
76	не является	3	5
77	связи с	4	5
78	далеко не	3	5
79	в других	3	5
80	не в	4	4
81	в дальнейшем	8	4
82	мы и	3	4
83	и пр	5	4
84	в их	4	4
85	или в	2	4
86	их в	2	4
87	ни на	2	4
88	в литературе	6	4
89	же в	2	4
90	литературы и	5	4
91	и вовсе	3	4
92	и искусства	4	4
93	как в	5	4
94	только на	2	4
95	входит в	4	4
96	и ни	3	4
97	литературе и	2	4
98	и для	2	4
99	и вообще	3	4
100	что не	2	3
101	в этих	2	3
102	в отношении	6	3
103	с другой	3	3
104	его от	2	3
105	но все	3	3
106	несмотря на	2	3
107	но для	3	3
108	искусства и	6	3
109	из них	4	3
110	и его	10	3
111	в самой	3	3
112	точки зрения	7	3
113	и еще	4	3
114	в искусстве	3	3
115	с ним	3	3
116	и во	3	3
117	в жизни	4	3
118	в ее	3	3
119	как и	5	3
120	здесь в	8	3
121	и чисто	2	3
122	до сих	4	3
123	к тому	2	3
124	нужно сказать	4	3
125	он не	2	3
126	о нем	3	3
127	от всего	2	3
128	сих пор	4	3
129	да и	2	3
130	уже не	3	3
131	на этот	2	3
132	во всей	3	3
133	к нему	3	3
134	с точки	3	3
135	дело в	2	3
136	в чем	2	3
137	не могут	3	2
138	мы будем	3	2
139	в это	2	2
140	xix и	2	2
141	для него	5	2
142	кроме того	2	2
143	и часто	2	2
144	например в	2	2
145	на его	2	2
146	на что	2	2
147	на этой	3	2
148	и до	4	2
149	не для	2	2
150	и очень	2	2
151	по его	3	2
152	особенно в	2	2
153	во многих	2	2
154	от всех	3	2
155	и с	3	2
156	одно из	6	2
157	из этих	2	2
158	здесь только	2	2
159	между тем	5	2
160	поэтому и	4	2
161	с его	5	2
162	могут быть	2	2
163	и так	2	2
164	конечно в	2	2
165	мы видим	2	2
166	нем только	3	2
167	в сущности	16	2
168	между прочим	2	2
169	и потому	10	2
170	нет и	2	2
171	и особенно	2	2
172	таковы например	2	2
173	для своего	2	2
174	мы здесь	2	2
175	говорили что	2	2
176	в таких	2	2
177	в области	7	2
178	это было	2	2
