N	2gram	Vygotskiy__2	Problema
1	и в	15	44
2	вовсе не	6	37
3	и не	7	35
4	может быть	9	28
5	потому что	7	25
6	по себе	7	25
7	то что	20	23
8	в том	33	21
9	только в	4	19
10	а не	3	18
11	в этом	19	17
12	для нас	4	16
13	также и	2	16
14	сказать что	6	16
15	если мы	6	16
16	и даже	5	14
17	не только	15	14
18	не в	8	13
19	то же	5	13
20	той или	2	12
21	но в	6	12
22	том что	27	12
23	не является	9	11
24	но и	10	10
25	в виду	6	10
26	отнюдь не	2	10
27	как и	6	10
28	так и	8	10
29	это не	5	9
30	и тем	2	9
31	не имеет	4	9
32	и с	4	9
33	же самое	2	9
34	как бы	7	9
35	так как	4	9
36	что он	12	9
37	в его	2	9
38	что и	2	9
39	как нечто	2	9
40	в данном	3	9
41	во всяком	7	9
42	и это	3	9
43	таким образом	14	9
44	перед нами	2	8
45	сама по	2	8
46	что в	14	8
47	или иной	2	8
48	ни в	2	8
49	смысле слова	5	8
50	есть нечто	2	8
51	того что	17	8
52	что мы	9	8
53	при помощи	4	8
54	было бы	10	8
55	он не	7	8
56	что же	2	8
57	как раз	4	8
58	как мы	6	8
59	в себе	2	8
60	связи с	9	8
61	и вообще	2	8
62	с другой	6	7
63	данном случае	3	7
64	не может	9	7
65	в связи	6	7
66	все эти	3	7
67	мы находим	6	7
68	и что	8	7
69	мы должны	6	7
70	с ним	3	7
71	указывает на	2	7
72	на самом	3	7
73	мы не	10	7
74	никогда не	8	6
75	для этого	3	6
76	можно сказать	2	6
77	но если	2	6
78	всяком случае	6	6
79	в целом	10	6
80	и только	3	6
81	и к	6	6
82	о том	9	6
83	все же	4	6
84	мы можем	10	6
85	что они	3	5
86	и сам	3	5
87	и есть	2	5
88	все это	4	5
89	в своем	9	5
90	же самим	2	5
91	а в	4	5
92	точки зрения	26	5
93	что здесь	2	5
94	за пределы	2	5
95	с ней	2	5
96	в своей	4	5
97	как в	4	5
98	так же	4	5
99	тем самым	3	5
100	и его	4	5
101	этого слова	3	5
102	которое мы	3	5
103	едва ли	7	5
104	он сам	3	4
105	мы могли	4	4
106	при этом	3	4
107	языка и	3	4
108	заключается в	8	4
109	могли бы	4	4
110	мы уже	6	4
111	а также	2	4
112	на этот	6	4
113	или в	3	4
114	можно было	5	4
115	нас в	2	4
116	тем что	2	4
117	как только	2	3
118	он является	2	3
119	уже в	5	3
120	же как	2	3
121	что это	6	3
122	что у	3	3
123	прежде всего	4	3
124	на то	6	3
125	к тому	7	3
126	без всякого	2	3
127	и как	2	3
128	но все	2	3
129	это есть	2	3
130	в этой	6	3
131	для него	3	3
132	когда в	2	3
133	случае не	2	3
134	здесь и	3	3
135	в самом	11	3
136	бы к	3	3
137	значение в	3	3
138	но эта	3	3
139	что для	3	3
140	с этой	2	3
141	в которых	3	3
142	свою собственную	2	3
143	или как	2	3
144	с собой	3	3
145	если бы	8	3
146	само по	2	3
147	об этом	3	3
148	о которых	3	3
149	говорить о	2	3
150	тем более	3	3
151	но не	3	3
152	в качестве	4	3
153	общего с	2	3
154	в заключение	3	3
155	во всей	5	3
156	и все	3	3
157	все равно	2	3
158	из того	4	3
159	самом деле	6	3
160	и тогда	2	3
161	хотя бы	4	3
162	отличие от	3	3
163	знаком и	3	3
164	с другими	3	3
165	этот вопрос	5	3
166	это же	3	3
167	имеет свою	2	3
168	и ее	3	3
169	ничего не	3	3
170	в известном	2	2
171	мы будем	3	2
172	именно в	2	2
173	в частности	6	2
174	в этих	2	2
175	в отношении	6	2
176	того же	3	2
177	что все	4	2
178	ли можно	2	2
179	и можно	2	2
180	но что	2	2
181	по поводу	4	2
182	нас к	2	2
183	от его	4	2
184	в котором	2	2
185	с ее	2	2
186	друг от	2	2
187	из них	3	2
188	и до	3	2
189	от того	2	2
190	в их	2	2
191	с одной	7	2
192	что оно	4	2
193	и по	3	2
194	друг друга	5	2
195	в результате	3	2
196	в основе	3	2
197	с этим	3	2
198	в начале	4	2
199	как это	6	2
200	мы имеем	3	2
201	в самой	3	2
202	с которой	2	2
203	нисколько не	2	2
204	и более	2	2
205	бы мы	2	2
206	были бы	2	2
207	всей его	2	2
208	то он	2	2
209	между знаком	3	2
210	по существу	5	2
211	мы видели	6	2
212	что при	3	2
213	с их	2	2
214	когда она	2	2
215	прав в	2	2
216	от друга	2	2
217	во всех	2	2
218	типа и	3	2
219	для себя	3	2
220	и особенно	3	2
221	по сравнению	5	2
222	вернуться к	3	2
223	когда он	3	2
224	в процессе	11	2
225	вместе с	6	2
226	только что	3	2
227	только тогда	2	2
228	в отличие	3	2
229	а с	4	2
230	из которых	3	2
231	который в	4	2
232	и для	2	2
233	с точки	18	2
234	у них	2	2
235	ничем не	3	2
236	но с	2	2
237	он в	3	2
238	могут быть	2	2
239	не то	2	2
240	в другом	2	2
241	сравнению с	5	2
242	в которой	4	2
