N	2gram	Ircho_Kome_1	Marksizm
1	точки зрения	4	34
2	может быть	9	26
3	и не	8	26
4	не может	2	24
5	и в	22	19
6	и его	8	19
7	таким образом	8	17
8	в этом	3	16
9	прежде всего	5	13
10	как мы	4	13
11	как и	9	12
12	так и	5	11
13	в самом	2	10
14	в нем	4	10
15	ни было	2	10
16	в результате	4	9
17	только в	3	9
18	при этом	5	8
19	бы то	2	8
20	но и	11	8
21	то ни	2	8
22	до сих	2	8
23	не только	10	8
24	все же	3	8
25	то что	2	8
26	сих пор	2	8
27	так же	3	7
28	но в	4	7
29	то же	6	7
30	в том	11	6
31	другой стороны	5	6
32	и здесь	2	6
33	того же	2	6
34	в его	5	6
35	мы не	3	6
36	ничего не	3	6
37	с другой	5	5
38	в конце	6	5
39	именно в	4	5
40	мы знаем	2	5
41	не в	6	5
42	до конца	2	5
43	в начале	3	5
44	и все	3	5
45	к этому	4	5
46	вовсе не	2	5
47	за пределы	2	5
48	во всяком	2	5
49	ясно что	4	5
50	отличие от	2	5
51	что в	6	4
52	не менее	3	4
53	в отношении	6	4
54	вопрос о	3	4
55	здесь мы	3	4
56	а в	6	4
57	и на	3	4
58	тот же	3	4
59	чем же	2	4
60	еще не	2	4
61	было бы	2	4
62	как в	5	4
63	место в	3	3
64	этом отношении	3	3
65	одного из	6	3
66	здесь в	3	3
67	и как	3	3
68	же время	4	3
69	в котором	4	3
70	из них	10	3
71	все это	5	3
72	по отношению	3	3
73	конце концов	4	3
74	и формы	2	3
75	между тем	5	3
76	только при	2	3
77	в то	10	3
78	же самое	2	3
79	его в	3	3
80	том что	12	3
81	одной из	3	3
82	в сущности	2	3
83	он не	3	3
84	в истории	5	3
85	к этим	3	3
86	и ее	3	3
87	в которой	6	3
88	в области	2	3
89	же как	3	2
90	независимо от	2	2
91	в частности	3	2
92	тем не	2	2
93	ни в	6	2
94	в свою	2	2
95	в действительности	2	2
96	мог бы	2	2
97	в новое	2	2
98	для всех	2	2
99	всяком случае	2	2
100	ни одной	2	2
101	в эти	2	2
102	с ее	2	2
103	в первой	2	2
104	и других	7	2
105	именно на	2	2
106	и даже	5	2
107	все остальные	3	2
108	в своих	2	2
109	одну из	2	2
110	о том	8	2
111	так как	4	2
112	в сознании	3	2
113	и с	3	2
114	для них	2	2
115	нового времени	5	2
116	и во	2	2
117	что он	6	2
118	в себе	2	2
119	художественный образ	2	2
120	у нас	3	2
121	по которым	4	2
122	одна из	2	2
123	в качестве	4	2
124	к тому	6	2
125	что и	4	2
126	отношению к	3	2
127	как раз	3	2
128	из которых	2	2
129	или в	2	2
130	мы можем	4	2
131	тем что	4	2
132	могут быть	3	2
133	в другом	4	2
134	ту же	2	2
135	в чем	3	2
