N	3gram	Vygotskiy__5	Problema
1	и т д	3	13
2	в том что	14	9
3	той или иной	2	8
4	в данном случае	2	7
5	то же самое	3	7
6	и то что	3	7
7	сами по себе	2	6
8	сам по себе	3	6
9	в этом случае	2	5
10	с другой стороны	5	5
11	не может быть	2	5
12	что иное как	2	4
13	не что иное	2	4
14	и то же	3	4
15	потому что он	2	4
16	одно и то	3	3
17	мы могли бы	4	3
18	можно было бы	3	3
19	о том что	6	3
20	в конце концов	2	3
21	само по себе	2	3
22	может быть и	2	3
23	именно потому что	2	3
24	заключается в том	6	3
25	по сравнению с	4	2
26	на первый план	2	2
27	с точки зрения	2	2
28	не только в	2	2
29	в отличие от	2	2
30	можно сказать что	2	2
31	друг от друга	2	2
32	и как бы	4	2
33	никак не может	3	2
34	ясно что в	2	2
35	и если мы	4	2
36	до сих пор	5	2
37	на самом деле	2	2
