N	2gram	Propp_Isto_3	Narrotol
1	не только	14	32
2	может быть	11	25
3	но и	12	23
4	в качестве	2	21
5	и не	12	20
6	и в	22	19
7	в том	9	18
8	в этом	17	17
9	в частности	5	14
10	том что	8	14
11	не в	4	14
12	состоит в	3	13
13	а не	6	12
14	представляет собой	3	12
15	то что	7	11
16	а в	6	11
17	не может	4	10
18	точки зрения	2	10
19	при этом	2	9
20	со стороны	3	9
21	так и	2	9
22	в его	3	9
23	с другой	7	8
24	как и	3	7
25	еще не	10	7
26	к тому	3	7
27	а также	2	7
28	все же	5	7
29	как в	2	7
30	по отношению	2	7
31	с одной	2	7
32	одной стороны	2	7
33	что он	9	6
34	отношению к	2	6
35	но не	7	6
36	как это	4	6
37	о том	3	6
38	но в	10	6
39	и как	3	5
40	можно сказать	2	5
41	тому же	2	5
42	не все	6	5
43	уже не	7	5
44	к нему	5	5
45	и его	4	5
46	в данном	4	5
47	в этой	5	5
48	далеко не	3	5
49	матери и	2	4
50	прежде всего	3	4
51	одного из	2	4
52	в нем	9	4
53	у него	3	4
54	что не	2	4
55	то же	6	4
56	же в	2	4
57	да и	2	4
58	но все	2	4
59	в силу	2	4
60	если не	2	4
61	было бы	3	4
62	связи с	6	4
63	данном случае	3	4
64	другой стороны	7	4
65	в особенности	2	4
66	не мог	2	4
67	сказать что	3	4
68	только в	4	4
69	как правило	2	4
70	здесь не	3	4
71	и с	4	4
72	же не	2	4
73	не менее	5	3
74	же как	2	3
75	что в	15	3
76	могут быть	5	3
77	никогда не	3	3
78	из этих	3	3
79	в свою	4	3
80	тем не	5	3
81	ни в	2	3
82	что они	8	3
83	одна из	2	3
84	на том	3	3
85	хотя и	2	3
86	в ней	2	3
87	он не	5	3
88	и даже	2	3
89	один из	5	3
90	не с	2	3
91	из них	7	3
92	жизни и	2	3
93	а именно	4	3
94	даже не	2	3
95	как мы	8	3
96	и он	2	3
97	и на	4	3
98	о ней	2	3
99	между тем	2	3
100	тем что	4	3
101	на себя	2	3
102	в то	2	3
103	как будто	2	3
104	дело с	2	2
105	после смерти	2	2
106	на другой	2	2
107	независимо от	2	2
108	говорит и	2	2
109	в своем	2	2
110	героя с	2	2
111	что у	3	2
112	здесь и	2	2
113	точно так	2	2
114	не всегда	4	2
115	вследствие чего	2	2
116	встречается в	2	2
117	утверждать что	2	2
118	что на	4	2
119	что иное	3	2
120	у нее	2	2
121	не что	3	2
122	в пределах	4	2
123	она не	4	2
124	они в	2	2
125	например в	2	2
126	и потому	2	2
127	и др	2	2
128	даже в	2	2
129	нарушение запрета	4	2
130	не имеет	2	2
131	отношение к	4	2
132	так же	3	2
133	в связи	3	2
134	не было	2	2
135	все эти	4	2
136	том свете	2	2
137	совершенно не	2	2
138	они не	4	2
139	одним из	4	2
140	и для	2	2
141	это не	6	2
142	роль в	2	2
143	или в	11	2
144	и ее	3	2
145	и все	3	2
146	его в	3	2
147	представляют собой	4	2
148	а если	3	2
149	ничего не	6	2
150	что по	2	2
151	мы имеем	19	2
152	иное как	3	2
